fulfillment_id,order_id,fulfillment_date,month,region_id,processing_time,fulfillment_time,delivery_time,delivery_time_days,sla_actual,sla_target,sla_target_days,sla_met,shipping_cost,inventory_level,inventory_turnover
FUL-DISR-002659,ORD-HG-12659,2024-01-27,2024-01,REG-02,2.1,4.6,7.2,7.2,7.2,3.0,3.0,0,1481.83,267,5.47
FUL-DISR-002660,ORD-HG-12660,2024-01-27,2024-01,REG-03,2.8,4.7,6.3,6.3,6.3,3.0,3.0,0,756.62,560,5.23
FUL-DISR-002661,ORD-HG-12661,2024-01-28,2024-01,REG-03,2.2,4.8,7.4,7.4,7.4,3.0,3.0,0,769.04,534,3.9
FUL-DISR-002662,ORD-HG-12662,2024-01-28,2024-01,REG-05,3.3,3.6,5.3,5.3,5.3,3.0,3.0,0,669.2,414,4.18
FUL-DISR-002663,ORD-HG-12663,2024-01-28,2024-01,REG-02,2.0,4.9,6.8,6.8,6.8,3.0,3.0,0,750.16,475,4.03
FUL-DISR-002664,ORD-HG-12664,2024-01-28,2024-01,REG-01,3.1,4.5,8.2,8.2,8.2,3.0,3.0,0,1122.36,235,4.72
FUL-DISR-002665,ORD-HG-12665,2024-01-28,2024-01,REG-02,3.1,3.4,6.1,6.1,6.1,3.0,3.0,0,1596.94,623,3.03
FUL-DISR-002666,ORD-HG-12666,2024-01-28,2024-01,REG-01,3.5,3.6,7.2,7.2,7.2,3.0,3.0,0,1002.38,217,5.37
FUL-DISR-002667,ORD-HG-12667,2024-01-29,2024-01,REG-05,2.1,4.4,9.1,9.1,9.1,3.0,3.0,0,1030.39,229,3.05
FUL-DISR-002668,ORD-HG-12668,2024-01-29,2024-01,REG-05,3.9,3.8,6.7,6.7,6.7,3.0,3.0,0,527.19,462,3.17
FUL-DISR-002669,ORD-HG-12669,2024-01-29,2024-01,REG-04,3.0,4.7,7.2,7.2,7.2,3.0,3.0,0,1670.57,298,3.31
FUL-DISR-002670,ORD-HG-12670,2024-01-29,2024-01,REG-04,2.7,5.0,8.9,8.9,8.9,3.0,3.0,0,1116.51,751,4.52
FUL-DISR-002671,ORD-HG-12671,2024-01-29,2024-01,REG-04,3.6,4.1,5.6,5.6,5.6,3.0,3.0,0,1514.08,506,5.25
FUL-DISR-002672,ORD-HG-12672,2024-01-30,2024-01,REG-02,2.7,4.2,7.3,7.3,7.3,3.0,3.0,0,946.93,748,3.15
FUL-DISR-002673,ORD-HG-12673,2024-01-30,2024-01,REG-02,2.8,3.9,9.3,9.3,9.3,3.0,3.0,0,1218.18,470,4.25
FUL-DISR-002674,ORD-HG-12674,2024-01-30,2024-01,REG-03,3.3,3.8,8.0,8.0,8.0,3.0,3.0,0,700.9,531,3.78
FUL-DISR-002675,ORD-HG-12675,2024-01-30,2024-01,REG-05,2.3,3.4,7.8,7.8,7.8,3.0,3.0,0,1679.58,560,3.64
FUL-DISR-002676,ORD-HG-12676,2024-01-30,2024-01,REG-03,2.3,4.5,7.4,7.4,7.4,3.0,3.0,0,1631.87,335,5.0
FUL-DISR-002677,ORD-HG-12677,2024-01-30,2024-01,REG-04,3.0,3.8,9.0,9.0,9.0,3.0,3.0,0,899.01,366,4.86
FUL-DISR-002678,ORD-HG-12678,2024-01-31,2024-01,REG-01,2.8,4.6,8.6,8.6,8.6,3.0,3.0,0,1292.05,387,3.11
FUL-DISR-002679,ORD-HG-12679,2024-01-31,2024-01,REG-01,3.0,5.3,7.8,7.8,7.8,3.0,3.0,0,1581.37,434,4.54
FUL-DISR-002680,ORD-HG-12680,2024-01-31,2024-01,REG-04,3.2,4.2,4.8,4.8,4.8,3.0,3.0,0,851.02,734,3.11
FUL-DISR-002681,ORD-HG-12681,2024-01-31,2024-01,REG-04,3.9,5.5,8.3,8.3,8.3,3.0,3.0,0,697.93,510,3.12
FUL-DISR-002682,ORD-HG-12682,2024-01-31,2024-01,REG-02,2.7,3.8,5.3,5.3,5.3,3.0,3.0,0,1779.7,364,4.41
FUL-DISR-002683,ORD-HG-12683,2024-02-01,2024-02,REG-05,3.5,4.1,5.9,5.9,5.9,3.0,3.0,0,674.59,681,5.19
FUL-DISR-002684,ORD-HG-12684,2024-02-01,2024-02,REG-04,3.0,3.9,6.7,6.7,6.7,3.0,3.0,0,1548.94,667,3.61
FUL-DISR-002685,ORD-HG-12685,2024-02-01,2024-02,REG-02,4.4,4.7,6.5,6.5,6.5,3.0,3.0,0,573.33,739,4.95
FUL-DISR-002686,ORD-HG-12686,2024-02-01,2024-02,REG-03,4.2,4.2,4.8,4.8,4.8,3.0,3.0,0,833.86,691,4.64
FUL-DISR-002687,ORD-HG-12687,2024-02-01,2024-02,REG-03,2.4,3.3,8.6,8.6,8.6,3.0,3.0,0,1599.83,482,3.88
FUL-DISR-002688,ORD-HG-12688,2024-02-01,2024-02,REG-04,4.0,4.3,5.3,5.3,5.3,3.0,3.0,0,1411.57,625,4.31
FUL-DISR-002689,ORD-HG-12689,2024-02-01,2024-02,REG-01,3.6,4.6,6.1,6.1,6.1,3.0,3.0,0,693.83,430,5.05
FUL-DISR-002690,ORD-HG-12690,2024-02-01,2024-02,REG-05,4.3,4.2,6.8,6.8,6.8,3.0,3.0,0,989.26,639,5.32
FUL-DISR-002691,ORD-HG-12691,2024-02-02,2024-02,REG-04,3.2,4.6,8.8,8.8,8.8,3.0,3.0,0,864.02,483,3.15
FUL-DISR-002692,ORD-HG-12692,2024-02-02,2024-02,REG-01,2.7,3.2,5.5,5.5,5.5,3.0,3.0,0,1066.07,732,5.02
FUL-DISR-002693,ORD-HG-12693,2024-02-02,2024-02,REG-02,3.0,4.8,5.8,5.8,5.8,3.0,3.0,0,1651.89,223,3.1
FUL-DISR-002694,ORD-HG-12694,2024-02-02,2024-02,REG-01,2.6,3.8,5.3,5.3,5.3,3.0,3.0,0,1175.44,587,3.47
FUL-DISR-002695,ORD-HG-12695,2024-02-02,2024-02,REG-01,3.4,4.2,8.8,8.8,8.8,3.0,3.0,0,1553.57,564,3.79
FUL-DISR-002696,ORD-HG-12696,2024-02-02,2024-02,REG-03,2.8,4.2,7.2,7.2,7.2,3.0,3.0,0,956.88,372,3.16
FUL-DISR-002697,ORD-HG-12697,2024-02-02,2024-02,REG-01,4.0,3.5,8.2,8.2,8.2,3.0,3.0,0,1406.68,453,3.85
FUL-DISR-002698,ORD-HG-12698,2024-02-03,2024-02,REG-01,4.2,3.6,4.9,4.9,4.9,3.0,3.0,0,1366.94,624,3.1
FUL-DISR-002699,ORD-HG-12699,2024-02-03,2024-02,REG-02,2.5,5.2,8.0,8.0,8.0,3.0,3.0,0,748.04,238,4.01
FUL-DISR-002700,ORD-HG-12700,2024-02-03,2024-02,REG-01,2.8,5.2,6.2,6.2,6.2,3.0,3.0,0,1674.23,593,3.54
FUL-DISR-002701,ORD-HG-12701,2024-02-03,2024-02,REG-03,3.9,4.0,8.9,8.9,8.9,3.0,3.0,0,728.93,490,4.72
FUL-DISR-002702,ORD-HG-12702,2024-02-03,2024-02,REG-05,2.4,5.0,5.6,5.6,5.6,3.0,3.0,0,1295.43,530,3.03
FUL-DISR-002703,ORD-HG-12703,2024-02-03,2024-02,REG-03,2.7,4.2,6.8,6.8,6.8,3.0,3.0,0,1050.05,796,3.93
FUL-DISR-002704,ORD-HG-12704,2024-02-04,2024-02,REG-02,4.3,5.3,6.0,6.0,6.0,3.0,3.0,0,1552.71,331,4.18
FUL-DISR-002705,ORD-HG-12705,2024-02-04,2024-02,REG-05,2.8,5.3,9.3,9.3,9.3,3.0,3.0,0,1433.82,782,3.05
FUL-DISR-002706,ORD-HG-12706,2024-02-04,2024-02,REG-02,3.8,4.1,4.7,4.7,4.7,3.0,3.0,0,1200.79,584,3.13
FUL-DISR-002707,ORD-HG-12707,2024-02-04,2024-02,REG-01,3.0,4.0,8.9,8.9,8.9,3.0,3.0,0,1020.15,474,3.31
FUL-DISR-002708,ORD-HG-12708,2024-02-05,2024-02,REG-03,3.1,4.0,6.8,6.8,6.8,3.0,3.0,0,696.03,275,4.16
FUL-DISR-002709,ORD-HG-12709,2024-02-05,2024-02,REG-05,2.6,3.2,7.0,7.0,7.0,3.0,3.0,0,1008.64,433,3.93
FUL-DISR-002710,ORD-HG-12710,2024-02-05,2024-02,REG-03,3.7,3.1,7.7,7.7,7.7,3.0,3.0,0,1045.33,441,5.27
FUL-DISR-002711,ORD-HG-12711,2024-02-05,2024-02,REG-01,2.0,4.2,6.7,6.7,6.7,3.0,3.0,0,1079.67,607,5.09
FUL-DISR-002712,ORD-HG-12712,2024-02-05,2024-02,REG-03,4.4,3.7,8.8,8.8,8.8,3.0,3.0,0,678.45,441,4.24
FUL-DISR-002713,ORD-HG-12713,2024-02-05,2024-02,REG-05,4.0,4.2,8.1,8.1,8.1,3.0,3.0,0,696.8,457,5.27
FUL-DISR-002714,ORD-HG-12714,2024-02-05,2024-02,REG-01,4.0,3.0,6.7,6.7,6.7,3.0,3.0,0,864.15,322,4.46
FUL-DISR-002715,ORD-HG-12715,2024-02-05,2024-02,REG-02,3.1,3.6,7.7,7.7,7.7,3.0,3.0,0,836.3,446,4.76
FUL-DISR-002716,ORD-HG-12716,2024-02-05,2024-02,REG-01,3.1,4.5,7.2,7.2,7.2,3.0,3.0,0,572.41,206,3.38
FUL-DISR-002717,ORD-HG-12717,2024-02-05,2024-02,REG-02,2.2,4.6,4.9,4.9,4.9,3.0,3.0,0,535.14,662,5.25
FUL-DISR-002718,ORD-HG-12718,2024-02-05,2024-02,REG-01,3.9,3.1,5.8,5.8,5.8,3.0,3.0,0,582.71,312,3.78
FUL-DISR-002719,ORD-HG-12719,2024-02-05,2024-02,REG-03,2.9,3.8,7.7,7.7,7.7,3.0,3.0,0,871.9,348,4.69
FUL-DISR-002720,ORD-HG-12720,2024-02-05,2024-02,REG-05,2.5,4.2,7.7,7.7,7.7,3.0,3.0,0,947.09,311,4.25
FUL-DISR-002721,ORD-HG-12721,2024-02-05,2024-02,REG-04,2.2,4.7,6.2,6.2,6.2,3.0,3.0,0,1683.04,235,4.52
FUL-DISR-002722,ORD-HG-12722,2024-02-05,2024-02,REG-01,4.1,3.3,7.9,7.9,7.9,3.0,3.0,0,1601.05,755,5.48
FUL-DISR-002723,ORD-HG-12723,2024-02-06,2024-02,REG-03,2.4,3.0,8.7,8.7,8.7,3.0,3.0,0,1709.45,555,4.37
FUL-DISR-002724,ORD-HG-12724,2024-02-06,2024-02,REG-03,2.1,4.7,5.9,5.9,5.9,3.0,3.0,0,1675.95,399,4.94
FUL-DISR-002725,ORD-HG-12725,2024-02-06,2024-02,REG-03,3.2,4.5,9.2,9.2,9.2,3.0,3.0,0,510.49,757,4.91
FUL-DISR-002726,ORD-HG-12726,2024-02-06,2024-02,REG-01,4.1,5.1,5.1,5.1,5.1,3.0,3.0,0,1426.65,311,5.0
FUL-DISR-002727,ORD-HG-12727,2024-02-06,2024-02,REG-01,2.3,3.9,8.4,8.4,8.4,3.0,3.0,0,720.34,466,4.64
FUL-DISR-002728,ORD-HG-12728,2024-02-06,2024-02,REG-01,4.4,4.6,7.3,7.3,7.3,3.0,3.0,0,679.75,454,3.3
FUL-DISR-002729,ORD-HG-12729,2024-02-07,2024-02,REG-05,4.1,4.1,5.3,5.3,5.3,3.0,3.0,0,639.1,236,3.24
FUL-DISR-002730,ORD-HG-12730,2024-02-07,2024-02,REG-01,2.3,4.2,7.7,7.7,7.7,3.0,3.0,0,1231.38,422,3.24
FUL-DISR-002731,ORD-HG-12731,2024-02-07,2024-02,REG-04,4.4,3.3,6.3,6.3,6.3,3.0,3.0,0,798.09,576,3.35
FUL-DISR-002732,ORD-HG-12732,2024-02-07,2024-02,REG-03,3.7,4.8,9.4,9.4,9.4,3.0,3.0,0,1228.01,451,3.75
FUL-DISR-002733,ORD-HG-12733,2024-02-07,2024-02,REG-02,4.0,5.1,5.0,5.0,5.0,3.0,3.0,0,1695.31,255,3.55
FUL-DISR-002734,ORD-HG-12734,2024-02-07,2024-02,REG-03,4.0,4.9,6.3,6.3,6.3,3.0,3.0,0,944.68,285,4.86
FUL-DISR-002735,ORD-HG-12735,2024-02-07,2024-02,REG-03,2.1,3.8,7.4,7.4,7.4,3.0,3.0,0,1576.3,285,5.32
FUL-DISR-002736,ORD-HG-12736,2024-02-07,2024-02,REG-04,4.0,4.5,6.0,6.0,6.0,3.0,3.0,0,640.96,319,4.38
FUL-DISR-002737,ORD-HG-12737,2024-02-08,2024-02,REG-03,2.9,3.8,7.2,7.2,7.2,3.0,3.0,0,1582.98,733,3.03
FUL-DISR-002738,ORD-HG-12738,2024-02-08,2024-02,REG-04,3.6,4.3,6.4,6.4,6.4,3.0,3.0,0,1757.83,544,4.14
FUL-DISR-002739,ORD-HG-12739,2024-02-08,2024-02,REG-01,2.2,3.4,7.2,7.2,7.2,3.0,3.0,0,1835.78,632,5.39
FUL-DISR-002740,ORD-HG-12740,2024-02-08,2024-02,REG-05,3.9,3.8,7.4,7.4,7.4,3.0,3.0,0,1178.3,725,4.67
FUL-DISR-002741,ORD-HG-12741,2024-02-08,2024-02,REG-05,2.7,4.9,6.7,6.7,6.7,3.0,3.0,0,532.32,508,5.06
FUL-DISR-002742,ORD-HG-12742,2024-02-08,2024-02,REG-03,3.9,5.2,6.3,6.3,6.3,3.0,3.0,0,821.41,399,3.17
FUL-DISR-002743,ORD-HG-12743,2024-02-09,2024-02,REG-01,4.5,3.5,7.4,7.4,7.4,3.0,3.0,0,903.34,266,3.65
FUL-DISR-002744,ORD-HG-12744,2024-02-09,2024-02,REG-02,3.4,4.5,8.2,8.2,8.2,3.0,3.0,0,792.41,322,4.96
FUL-DISR-002745,ORD-HG-12745,2024-02-09,2024-02,REG-03,4.1,3.3,5.1,5.1,5.1,3.0,3.0,0,964.59,725,4.66
FUL-DISR-002746,ORD-HG-12746,2024-02-09,2024-02,REG-05,3.8,4.3,7.6,7.6,7.6,3.0,3.0,0,863.04,241,4.09
FUL-DISR-002747,ORD-HG-12747,2024-02-09,2024-02,REG-03,2.2,4.2,9.2,9.2,9.2,3.0,3.0,0,1422.19,588,4.4
FUL-DISR-002748,ORD-HG-12748,2024-02-09,2024-02,REG-03,2.1,3.8,8.1,8.1,8.1,3.0,3.0,0,1840.06,740,4.39
FUL-DISR-002749,ORD-HG-12749,2024-02-09,2024-02,REG-01,3.6,3.8,6.9,6.9,6.9,3.0,3.0,0,1612.47,273,4.51
FUL-DISR-002750,ORD-HG-12750,2024-02-09,2024-02,REG-03,3.6,4.2,5.0,5.0,5.0,3.0,3.0,0,1471.72,217,3.11
FUL-DISR-002751,ORD-HG-12751,2024-02-09,2024-02,REG-01,3.3,3.7,5.0,5.0,5.0,3.0,3.0,0,1109.85,610,3.13
FUL-DISR-002752,ORD-HG-12752,2024-02-09,2024-02,REG-05,2.9,3.7,5.7,5.7,5.7,3.0,3.0,0,548.08,324,3.96
FUL-DISR-002753,ORD-HG-12753,2024-02-09,2024-02,REG-04,2.6,5.1,7.5,7.5,7.5,3.0,3.0,0,1264.94,507,3.01
FUL-DISR-002754,ORD-HG-12754,2024-02-10,2024-02,REG-01,3.1,4.0,6.0,6.0,6.0,3.0,3.0,0,1115.27,233,4.18
FUL-DISR-002755,ORD-HG-12755,2024-02-10,2024-02,REG-03,2.2,3.8,4.8,4.8,4.8,3.0,3.0,0,1657.61,409,3.9
FUL-DISR-002756,ORD-HG-12756,2024-02-10,2024-02,REG-03,3.6,4.9,7.4,7.4,7.4,3.0,3.0,0,1614.62,204,4.84
FUL-DISR-002757,ORD-HG-12757,2024-02-10,2024-02,REG-02,3.1,3.4,4.6,4.6,4.6,3.0,3.0,0,1413.2,492,3.35
FUL-DISR-002758,ORD-HG-12758,2024-02-10,2024-02,REG-05,2.7,3.5,5.7,5.7,5.7,3.0,3.0,0,1182.78,554,3.67
FUL-DISR-002759,ORD-HG-12759,2024-02-10,2024-02,REG-01,3.1,5.0,5.8,5.8,5.8,3.0,3.0,0,580.49,372,3.05
FUL-DISR-002760,ORD-HG-12760,2024-02-11,2024-02,REG-05,3.4,4.2,7.4,7.4,7.4,3.0,3.0,0,1086.53,477,5.32
FUL-DISR-002761,ORD-HG-12761,2024-02-11,2024-02,REG-03,3.3,3.2,7.6,7.6,7.6,3.0,3.0,0,1567.78,779,4.67
FUL-DISR-002762,ORD-HG-12762,2024-02-11,2024-02,REG-04,2.0,3.0,7.4,7.4,7.4,3.0,3.0,0,1632.56,407,3.39
FUL-DISR-002763,ORD-HG-12763,2024-02-11,2024-02,REG-02,4.1,5.4,9.2,9.2,9.2,3.0,3.0,0,1144.65,725,3.96
FUL-DISR-002764,ORD-HG-12764,2024-02-11,2024-02,REG-01,3.5,4.3,4.5,4.5,4.5,3.0,3.0,0,952.69,456,5.35
FUL-DISR-002765,ORD-HG-12765,2024-02-11,2024-02,REG-01,2.1,5.1,9.0,9.0,9.0,3.0,3.0,0,1780.56,255,4.94
FUL-DISR-002766,ORD-HG-12766,2024-02-12,2024-02,REG-01,4.5,5.3,9.4,9.4,9.4,3.0,3.0,0,1417.37,621,5.41
FUL-DISR-002767,ORD-HG-12767,2024-02-12,2024-02,REG-04,4.0,4.5,8.0,8.0,8.0,3.0,3.0,0,1844.71,444,3.85
FUL-DISR-002768,ORD-HG-12768,2024-02-12,2024-02,REG-04,3.7,4.8,5.3,5.3,5.3,3.0,3.0,0,719.19,302,3.31
FUL-DISR-002769,ORD-HG-12769,2024-02-12,2024-02,REG-03,4.2,5.1,5.5,5.5,5.5,3.0,3.0,0,1739.26,361,3.22
FUL-DISR-002770,ORD-HG-12770,2024-02-12,2024-02,REG-02,2.5,4.6,7.8,7.8,7.8,3.0,3.0,0,1561.55,604,4.59
FUL-DISR-002771,ORD-HG-12771,2024-02-12,2024-02,REG-05,2.4,4.4,8.6,8.6,8.6,3.0,3.0,0,1215.44,426,4.11
FUL-DISR-002772,ORD-HG-12772,2024-02-13,2024-02,REG-01,2.5,5.3,8.3,8.3,8.3,3.0,3.0,0,1073.05,571,4.86
FUL-DISR-002773,ORD-HG-12773,2024-02-13,2024-02,REG-02,2.6,4.8,6.6,6.6,6.6,3.0,3.0,0,945.34,331,3.11
FUL-DISR-002774,ORD-HG-12774,2024-02-13,2024-02,REG-04,2.1,5.1,7.7,7.7,7.7,3.0,3.0,0,1458.38,394,4.24
FUL-DISR-002775,ORD-HG-12775,2024-02-13,2024-02,REG-04,2.2,3.2,6.7,6.7,6.7,3.0,3.0,0,1514.76,274,4.83
FUL-DISR-002776,ORD-HG-12776,2024-02-14,2024-02,REG-03,3.3,5.2,4.9,4.9,4.9,3.0,3.0,0,564.75,528,4.6
FUL-DISR-002777,ORD-HG-12777,2024-02-14,2024-02,REG-02,3.7,5.0,9.5,9.5,9.5,3.0,3.0,0,1659.74,293,3.41
FUL-DISR-002778,ORD-HG-12778,2024-02-14,2024-02,REG-02,2.7,4.2,5.5,5.5,5.5,3.0,3.0,0,1312.12,490,3.96
FUL-DISR-002779,ORD-HG-12779,2024-02-14,2024-02,REG-03,3.2,5.5,6.2,6.2,6.2,3.0,3.0,0,1823.06,706,3.34
FUL-DISR-002780,ORD-HG-12780,2024-02-14,2024-02,REG-05,2.4,3.7,5.3,5.3,5.3,3.0,3.0,0,501.98,433,4.79
FUL-DISR-002781,ORD-HG-12781,2024-02-14,2024-02,REG-05,3.5,3.4,8.1,8.1,8.1,3.0,3.0,0,1791.57,782,5.35
FUL-DISR-002782,ORD-HG-12782,2024-02-14,2024-02,REG-04,2.9,4.8,5.9,5.9,5.9,3.0,3.0,0,1126.5,658,5.49
FUL-DISR-002783,ORD-HG-12783,2024-02-15,2024-02,REG-04,2.9,4.2,5.7,5.7,5.7,3.0,3.0,0,1476.1,263,5.44
FUL-DISR-002784,ORD-HG-12784,2024-02-15,2024-02,REG-02,2.0,5.2,5.1,5.1,5.1,3.0,3.0,0,1306.02,441,4.17
FUL-DISR-002785,ORD-HG-12785,2024-02-15,2024-02,REG-05,2.4,3.2,7.0,7.0,7.0,3.0,3.0,0,924.65,631,3.4
FUL-DISR-002786,ORD-HG-12786,2024-02-15,2024-02,REG-03,4.5,3.7,5.4,5.4,5.4,3.0,3.0,0,585.71,748,4.05
FUL-DISR-002787,ORD-HG-12787,2024-02-15,2024-02,REG-05,3.4,5.1,5.8,5.8,5.8,3.0,3.0,0,922.48,211,4.92
FUL-DISR-002788,ORD-HG-12788,2024-02-15,2024-02,REG-02,3.8,5.1,8.8,8.8,8.8,3.0,3.0,0,1210.24,319,5.17
FUL-DISR-002789,ORD-HG-12789,2024-02-15,2024-02,REG-01,2.8,5.0,6.5,6.5,6.5,3.0,3.0,0,705.1,658,4.31
FUL-DISR-002790,ORD-HG-12790,2024-02-16,2024-02,REG-01,4.4,4.8,6.2,6.2,6.2,3.0,3.0,0,1498.39,206,4.98
FUL-DISR-002791,ORD-HG-12791,2024-02-16,2024-02,REG-04,3.3,5.0,7.4,7.4,7.4,3.0,3.0,0,567.47,468,3.99
FUL-DISR-002792,ORD-HG-12792,2024-02-16,2024-02,REG-01,2.9,3.1,9.2,9.2,9.2,3.0,3.0,0,610.42,253,4.12
FUL-DISR-002793,ORD-HG-12793,2024-02-16,2024-02,REG-04,4.3,4.2,8.2,8.2,8.2,3.0,3.0,0,1568.07,324,3.87
FUL-DISR-002794,ORD-HG-12794,2024-02-16,2024-02,REG-03,2.0,5.2,5.5,5.5,5.5,3.0,3.0,0,1069.93,762,5.01
FUL-DISR-002795,ORD-HG-12795,2024-02-16,2024-02,REG-01,4.1,4.5,6.9,6.9,6.9,3.0,3.0,0,840.3,282,3.5
FUL-DISR-002796,ORD-HG-12796,2024-02-16,2024-02,REG-01,2.2,4.6,8.9,8.9,8.9,3.0,3.0,0,1252.9,298,4.61
FUL-DISR-002797,ORD-HG-12797,2024-02-16,2024-02,REG-02,3.9,3.9,6.8,6.8,6.8,3.0,3.0,0,747.45,713,4.3
FUL-DISR-002798,ORD-HG-12798,2024-02-16,2024-02,REG-03,2.3,3.7,8.6,8.6,8.6,3.0,3.0,0,1636.97,421,4.45
FUL-DISR-002799,ORD-HG-12799,2024-02-16,2024-02,REG-02,4.3,5.4,8.8,8.8,8.8,3.0,3.0,0,906.19,690,5.18
FUL-DISR-002800,ORD-HG-12800,2024-02-17,2024-02,REG-04,3.2,4.4,9.2,9.2,9.2,3.0,3.0,0,1631.34,385,3.32
FUL-DISR-002801,ORD-HG-12801,2024-02-17,2024-02,REG-04,3.5,4.9,8.9,8.9,8.9,3.0,3.0,0,1296.95,292,3.76
FUL-DISR-002802,ORD-HG-12802,2024-02-17,2024-02,REG-03,2.1,4.3,6.7,6.7,6.7,3.0,3.0,0,1804.47,621,3.4
FUL-DISR-002803,ORD-HG-12803,2024-02-17,2024-02,REG-02,3.5,4.7,5.0,5.0,5.0,3.0,3.0,0,1267.48,777,4.24
FUL-DISR-002804,ORD-HG-12804,2024-02-17,2024-02,REG-04,3.0,3.5,6.3,6.3,6.3,3.0,3.0,0,1269.93,586,4.94
FUL-DISR-002805,ORD-HG-12805,2024-02-17,2024-02,REG-02,2.8,3.9,7.5,7.5,7.5,3.0,3.0,0,1698.22,642,4.66
FUL-DISR-002806,ORD-HG-12806,2024-02-17,2024-02,REG-03,3.6,4.3,7.7,7.7,7.7,3.0,3.0,0,1315.66,590,4.86
FUL-DISR-002807,ORD-HG-12807,2024-02-17,2024-02,REG-05,2.2,4.1,4.7,4.7,4.7,3.0,3.0,0,1386.74,589,3.25
FUL-DISR-002808,ORD-HG-12808,2024-02-17,2024-02,REG-02,3.3,4.6,6.4,6.4,6.4,3.0,3.0,0,1729.3,333,3.89
FUL-DISR-002809,ORD-HG-12809,2024-02-18,2024-02,REG-01,3.9,4.4,5.2,5.2,5.2,3.0,3.0,0,810.19,367,4.02
FUL-DISR-002810,ORD-HG-12810,2024-02-18,2024-02,REG-01,3.2,5.3,9.2,9.2,9.2,3.0,3.0,0,1041.05,331,4.81
FUL-DISR-002811,ORD-HG-12811,2024-02-18,2024-02,REG-05,4.4,4.1,4.6,4.6,4.6,3.0,3.0,0,1022.77,574,5.16
FUL-DISR-002812,ORD-HG-12812,2024-02-18,2024-02,REG-03,4.1,3.2,5.9,5.9,5.9,3.0,3.0,0,684.72,656,5.17
FUL-DISR-002813,ORD-HG-12813,2024-02-18,2024-02,REG-05,3.3,5.3,7.3,7.3,7.3,3.0,3.0,0,1062.01,615,4.08
FUL-DISR-002814,ORD-HG-12814,2024-02-18,2024-02,REG-04,3.0,5.3,7.7,7.7,7.7,3.0,3.0,0,1790.83,667,4.14
FUL-DISR-002815,ORD-HG-12815,2024-02-18,2024-02,REG-01,3.1,4.4,7.0,7.0,7.0,3.0,3.0,0,1335.64,430,5.07
FUL-DISR-002816,ORD-HG-12816,2024-02-18,2024-02,REG-03,3.5,4.5,5.9,5.9,5.9,3.0,3.0,0,1525.96,215,3.18
FUL-DISR-002817,ORD-HG-12817,2024-02-18,2024-02,REG-01,2.1,5.4,9.0,9.0,9.0,3.0,3.0,0,1101.06,653,3.97
FUL-DISR-002818,ORD-HG-12818,2024-02-19,2024-02,REG-01,3.7,5.2,8.1,8.1,8.1,3.0,3.0,0,1066.31,496,3.04
FUL-DISR-002819,ORD-HG-12819,2024-02-19,2024-02,REG-01,4.4,4.9,7.2,7.2,7.2,3.0,3.0,0,852.59,657,3.77
FUL-DISR-002820,ORD-HG-12820,2024-02-19,2024-02,REG-05,2.0,4.4,5.0,5.0,5.0,3.0,3.0,0,1021.92,494,5.23
FUL-DISR-002821,ORD-HG-12821,2024-02-19,2024-02,REG-05,3.6,4.8,9.2,9.2,9.2,3.0,3.0,0,1615.63,374,3.43
FUL-DISR-002822,ORD-HG-12822,2024-02-19,2024-02,REG-04,2.6,5.1,6.5,6.5,6.5,3.0,3.0,0,1432.65,682,5.11
FUL-DISR-002823,ORD-HG-12823,2024-02-19,2024-02,REG-03,3.1,3.6,6.2,6.2,6.2,3.0,3.0,0,1839.8,785,3.95
FUL-DISR-002824,ORD-HG-12824,2024-02-19,2024-02,REG-05,2.4,4.5,6.3,6.3,6.3,3.0,3.0,0,1813.8,550,5.27
FUL-DISR-002825,ORD-HG-12825,2024-02-19,2024-02,REG-05,3.3,5.2,8.8,8.8,8.8,3.0,3.0,0,1076.7,765,3.57
FUL-DISR-002826,ORD-HG-12826,2024-02-19,2024-02,REG-04,2.8,5.4,8.6,8.6,8.6,3.0,3.0,0,1511.86,658,4.68
FUL-DISR-002827,ORD-HG-12827,2024-02-20,2024-02,REG-04,3.3,5.2,5.4,5.4,5.4,3.0,3.0,0,1780.35,531,3.51
FUL-DISR-002828,ORD-HG-12828,2024-02-20,2024-02,REG-05,4.5,3.5,6.9,6.9,6.9,3.0,3.0,0,1189.94,583,4.78
FUL-DISR-002829,ORD-HG-12829,2024-02-20,2024-02,REG-01,4.2,5.2,7.2,7.2,7.2,3.0,3.0,0,888.38,214,4.83
FUL-DISR-002830,ORD-HG-12830,2024-02-20,2024-02,REG-05,3.8,3.8,7.2,7.2,7.2,3.0,3.0,0,1281.6,416,5.43
FUL-DISR-002831,ORD-HG-12831,2024-02-20,2024-02,REG-04,4.2,3.2,5.9,5.9,5.9,3.0,3.0,0,1674.27,214,3.6
FUL-DISR-002832,ORD-HG-12832,2024-02-20,2024-02,REG-05,4.2,3.0,7.5,7.5,7.5,3.0,3.0,0,1734.58,260,3.82
FUL-DISR-002833,ORD-HG-12833,2024-02-20,2024-02,REG-03,3.7,4.6,8.5,8.5,8.5,3.0,3.0,0,705.82,263,4.62
FUL-DISR-002834,ORD-HG-12834,2024-02-20,2024-02,REG-01,4.2,3.8,7.9,7.9,7.9,3.0,3.0,0,882.06,588,3.25
