fulfillment_id,order_id,order_date,ship_date,delivery_date,warehouse_id,carrier,region_id,delivery_time_days,sla_target_days,sla_status,shipping_cost,inventory_turnover,defect_rate_pct
FUL-008382,ORD-008382,2023-12-28,2023-12-29,2024-01-01,WH-REG-04,FedEx Supply,REG-04,4.7,5,Compliant,3134.29,7.5,1.32
FUL-002367,ORD-002367,2023-12-29,2024-01-03,2024-01-10,WH-REG-03,FedEx Supply,REG-03,12.5,5,Breached,2029.54,12.0,0.82
FUL-003348,ORD-003348,2023-12-29,2023-12-30,2024-01-02,WH-REG-04,Ecom Express,REG-04,4.4,5,Compliant,3744.6,9.5,1.12
FUL-007593,ORD-007593,2023-12-29,2023-12-30,2024-01-01,WH-REG-02,Ecom Express,REG-02,3.8,5,Compliant,4290.01,9.8,1.23
FUL-000569,ORD-000569,2023-12-30,2023-12-31,2023-12-31,WH-REG-02,FedEx Supply,REG-02,1.9,5,Compliant,2675.47,7.4,0.89
FUL-001784,ORD-001784,2023-12-30,2024-01-01,2024-01-05,WH-REG-04,Delhivery Express,REG-04,6.8,5,Breached,4477.62,6.9,0.84
FUL-002220,ORD-002220,2023-12-30,2023-12-31,2023-12-31,WH-REG-04,DHL Freight,REG-04,1.3,5,Compliant,2025.48,6.6,1.68
FUL-002714,ORD-002714,2023-12-30,2024-01-01,2024-01-04,WH-REG-05,Delhivery Express,REG-05,5.5,5,Breached,1901.78,5.7,1.15
FUL-004221,ORD-004221,2023-12-30,2023-12-31,2024-01-02,WH-REG-01,BlueDart Logistics,REG-01,3.9,5,Compliant,2940.25,7.4,0.4
FUL-004558,ORD-004558,2023-12-30,2024-01-01,2024-01-05,WH-REG-01,BlueDart Logistics,REG-01,6.1,3,Breached,2713.73,5.6,0.74
FUL-004625,ORD-004625,2023-12-30,2023-12-31,2024-01-01,WH-REG-03,BlueDart Logistics,REG-03,2.6,5,Compliant,3219.4,9.8,1.08
FUL-004820,ORD-004820,2023-12-30,2024-01-01,2024-01-05,WH-REG-01,Delhivery Express,REG-01,6.4,3,Breached,1751.99,8.0,0.35
FUL-005264,ORD-005264,2023-12-30,2024-01-01,2024-01-05,WH-REG-03,BlueDart Logistics,REG-03,6.3,5,Breached,2577.37,5.8,1.32
FUL-006090,ORD-006090,2023-12-30,2023-12-31,2024-01-01,WH-REG-05,DHL Freight,REG-05,2.3,5,Compliant,3906.91,8.2,1.37
FUL-007644,ORD-007644,2023-12-30,2024-01-01,2024-01-04,WH-REG-03,DHL Freight,REG-03,5.0,5,Compliant,2685.34,9.0,0.77
FUL-008493,ORD-008493,2023-12-30,2024-01-01,2024-01-06,WH-REG-04,DHL Freight,REG-04,7.0,5,Breached,2224.61,5.9,0.14
FUL-001169,ORD-001169,2023-12-31,2024-01-02,2024-01-06,WH-REG-04,BlueDart Logistics,REG-04,6.7,5,Breached,2761.55,10.5,1.46
FUL-002742,ORD-002742,2023-12-31,2024-01-01,2024-01-02,WH-REG-01,FedEx Supply,REG-01,2.1,3,Compliant,4227.47,7.8,0.01
FUL-002811,ORD-002811,2023-12-31,2024-01-01,2024-01-03,WH-REG-01,DHL Freight,REG-01,3.2,3,Breached,3911.44,9.5,1.19
FUL-003089,ORD-003089,2023-12-31,2024-01-02,2024-01-06,WH-REG-03,Delhivery Express,REG-03,6.8,5,Breached,3072.95,10.1,1.04
FUL-005009,ORD-005009,2023-12-31,2024-01-02,2024-01-06,WH-REG-04,Ecom Express,REG-04,6.2,5,Breached,4047.2,11.8,0.01
FUL-005211,ORD-005211,2023-12-31,2024-01-02,2024-01-06,WH-REG-02,Ecom Express,REG-02,6.8,5,Breached,3396.51,11.0,0.14
FUL-005558,ORD-005558,2023-12-31,2024-01-01,2024-01-02,WH-REG-02,Ecom Express,REG-02,2.2,3,Compliant,3209.26,8.5,1.42
FUL-007223,ORD-007223,2023-12-31,2024-01-01,2024-01-03,WH-REG-01,FedEx Supply,REG-01,3.5,5,Compliant,4334.13,10.8,1.01
FUL-007292,ORD-007292,2023-12-31,2024-01-01,2024-01-01,WH-REG-05,DHL Freight,REG-05,1.9,5,Compliant,2494.26,10.3,1.29
FUL-007655,ORD-007655,2023-12-31,2024-01-01,2024-01-02,WH-REG-02,FedEx Supply,REG-02,2.9,5,Compliant,2228.23,6.9,0.81
FUL-008387,ORD-008387,2023-12-31,2024-01-02,2024-01-06,WH-REG-04,DHL Freight,REG-04,6.2,5,Breached,4384.95,6.7,1.08
FUL-008404,ORD-008404,2023-12-31,2024-01-01,2024-01-01,WH-REG-02,Ecom Express,REG-02,1.6,5,Compliant,2816.24,8.8,1.71
FUL-003551,ORD-003551,2024-01-01,2024-01-03,2024-01-06,WH-REG-02,BlueDart Logistics,REG-02,5.6,5,Breached,3098.17,8.8,0.66
FUL-004230,ORD-004230,2024-01-01,2024-01-02,2024-01-04,WH-REG-04,FedEx Supply,REG-04,3.0,3,Compliant,2035.29,5.7,0.7
FUL-006396,ORD-006396,2024-01-01,2024-01-02,2024-01-02,WH-REG-03,DHL Freight,REG-03,1.8,5,Compliant,1961.8,9.2,1.13
FUL-007513,ORD-007513,2024-01-01,2024-01-02,2024-01-02,WH-REG-02,Delhivery Express,REG-02,1.8,3,Compliant,4217.38,8.7,0.67
FUL-000350,ORD-000350,2024-01-02,2024-01-04,2024-01-08,WH-REG-05,BlueDart Logistics,REG-05,6.6,5,Breached,2426.08,10.7,0.58
FUL-000802,ORD-000802,2024-01-02,2024-01-03,2024-01-06,WH-REG-02,BlueDart Logistics,REG-02,4.7,5,Compliant,1718.1,8.2,1.46
FUL-001387,ORD-001387,2024-01-02,2024-01-03,2024-01-04,WH-REG-05,BlueDart Logistics,REG-05,2.1,5,Compliant,2495.75,6.4,1.03
FUL-003128,ORD-003128,2024-01-02,2024-01-03,2024-01-04,WH-REG-05,Delhivery Express,REG-05,2.3,5,Compliant,3239.42,9.4,1.67
FUL-004988,ORD-004988,2024-01-02,2024-01-03,2024-01-03,WH-REG-01,BlueDart Logistics,REG-01,1.6,5,Compliant,3064.21,10.8,1.47
FUL-005108,ORD-005108,2024-01-02,2024-01-04,2024-01-07,WH-REG-03,Delhivery Express,REG-03,5.9,5,Breached,3477.37,6.1,1.78
FUL-005577,ORD-005577,2024-01-02,2024-01-03,2024-01-04,WH-REG-05,Ecom Express,REG-05,2.6,5,Compliant,3397.87,11.6,0.16
FUL-005752,ORD-005752,2024-01-02,2024-01-04,2024-01-07,WH-REG-02,DHL Freight,REG-02,5.1,5,Breached,1424.35,7.6,0.22
FUL-005954,ORD-005954,2024-01-02,2024-01-04,2024-01-08,WH-REG-03,Delhivery Express,REG-03,6.7,3,Breached,3611.21,8.6,0.31
FUL-006956,ORD-006956,2024-01-02,2024-01-03,2024-01-03,WH-REG-05,DHL Freight,REG-05,1.3,5,Compliant,4091.75,11.1,1.12
FUL-007039,ORD-007039,2024-01-02,2024-01-03,2024-01-03,WH-REG-01,Ecom Express,REG-01,1.7,5,Compliant,2198.48,8.1,0.41
FUL-008110,ORD-008110,2024-01-02,2024-01-04,2024-01-08,WH-REG-02,DHL Freight,REG-02,6.6,5,Breached,3932.34,9.1,1.31
FUL-004707,ORD-004707,2024-01-03,2024-01-04,2024-01-04,WH-REG-01,Delhivery Express,REG-01,1.8,5,Compliant,4041.91,9.4,0.57
FUL-004776,ORD-004776,2024-01-03,2024-01-04,2024-01-05,WH-REG-01,DHL Freight,REG-01,2.8,5,Compliant,2705.73,10.4,1.18
FUL-006596,ORD-006596,2024-01-03,2024-01-04,2024-01-06,WH-REG-01,Ecom Express,REG-01,3.0,5,Compliant,2320.24,11.5,0.88
FUL-007450,ORD-007450,2024-01-03,2024-01-05,2024-01-08,WH-REG-02,FedEx Supply,REG-02,5.0,5,Compliant,2305.61,8.4,1.08
FUL-001323,ORD-001323,2024-01-04,2024-01-05,2024-01-06,WH-REG-03,FedEx Supply,REG-03,2.1,5,Compliant,3877.05,9.5,0.1
FUL-002493,ORD-002493,2024-01-04,2024-01-05,2024-01-07,WH-REG-02,BlueDart Logistics,REG-02,3.4,5,Compliant,2718.37,6.2,0.19
FUL-003250,ORD-003250,2024-01-04,2024-01-05,2024-01-07,WH-REG-05,BlueDart Logistics,REG-05,3.9,5,Compliant,1907.42,9.0,1.61
FUL-004152,ORD-004152,2024-01-04,2024-01-05,2024-01-06,WH-REG-03,DHL Freight,REG-03,2.5,5,Compliant,1029.92,10.2,0.24
FUL-007930,ORD-007930,2024-01-04,2024-01-06,2024-01-09,WH-REG-02,DHL Freight,REG-02,5.3,5,Breached,2673.46,11.0,0.44
FUL-008147,ORD-008147,2024-01-04,2024-01-05,2024-01-08,WH-REG-04,BlueDart Logistics,REG-04,4.7,5,Compliant,1680.33,6.3,0.22
FUL-000052,ORD-000052,2024-01-05,2024-01-06,2024-01-09,WH-REG-04,FedEx Supply,REG-04,4.1,5,Compliant,1039.03,8.6,1.63
FUL-000907,ORD-000907,2024-01-05,2024-01-06,2024-01-08,WH-REG-04,Ecom Express,REG-04,3.4,5,Compliant,2435.09,11.7,1.56
FUL-001761,ORD-001761,2024-01-05,2024-01-07,2024-01-10,WH-REG-02,BlueDart Logistics,REG-02,5.0,5,Compliant,3874.96,9.1,0.73
FUL-001776,ORD-001776,2024-01-05,2024-01-07,2024-01-11,WH-REG-05,Ecom Express,REG-05,6.7,3,Breached,3632.16,7.4,0.97
FUL-002791,ORD-002791,2024-01-05,2024-01-06,2024-01-07,WH-REG-01,FedEx Supply,REG-01,2.7,5,Compliant,2095.52,10.3,1.62
FUL-007260,ORD-007260,2024-01-05,2024-01-06,2024-01-09,WH-REG-03,Ecom Express,REG-03,4.1,5,Compliant,2142.23,9.1,0.9
FUL-001535,ORD-001535,2024-01-06,2024-01-07,2024-01-09,WH-REG-03,FedEx Supply,REG-03,3.0,5,Compliant,2054.12,11.3,0.32
FUL-002524,ORD-002524,2024-01-06,2024-01-08,2024-01-12,WH-REG-01,DHL Freight,REG-01,6.5,5,Breached,4397.7,7.7,1.71
FUL-004557,ORD-004557,2024-01-06,2024-01-07,2024-01-09,WH-REG-01,Delhivery Express,REG-01,3.0,5,Compliant,3387.51,12.0,1.49
FUL-004601,ORD-004601,2024-01-06,2024-01-07,2024-01-07,WH-REG-05,Delhivery Express,REG-05,1.7,5,Compliant,4325.71,9.1,1.71
FUL-005295,ORD-005295,2024-01-06,2024-01-07,2024-01-09,WH-REG-01,Ecom Express,REG-01,3.3,5,Compliant,2276.65,11.8,0.54
FUL-006096,ORD-006096,2024-01-06,2024-01-08,2024-01-11,WH-REG-04,Ecom Express,REG-04,5.0,5,Compliant,3361.87,8.7,0.88
FUL-007426,ORD-007426,2024-01-06,2024-01-07,2024-01-08,WH-REG-03,BlueDart Logistics,REG-03,2.8,5,Compliant,2224.46,10.4,1.77
FUL-000037,ORD-000037,2024-01-07,2024-01-08,2024-01-09,WH-REG-01,Ecom Express,REG-01,2.2,5,Compliant,1712.34,7.5,0.32
FUL-000267,ORD-000267,2024-01-07,2024-01-08,2024-01-10,WH-REG-01,Delhivery Express,REG-01,3.2,5,Compliant,4042.94,5.6,1.15
FUL-003934,ORD-003934,2024-01-07,2024-01-08,2024-01-10,WH-REG-02,BlueDart Logistics,REG-02,3.1,3,Breached,3756.83,8.6,0.71
FUL-006857,ORD-006857,2024-01-07,2024-01-08,2024-01-10,WH-REG-04,Delhivery Express,REG-04,3.0,5,Compliant,2320.9,6.1,0.91
FUL-007418,ORD-007418,2024-01-07,2024-01-08,2024-01-08,WH-REG-04,FedEx Supply,REG-04,1.3,5,Compliant,4373.39,8.5,1.31
FUL-008213,ORD-008213,2024-01-07,2024-01-08,2024-01-10,WH-REG-04,Delhivery Express,REG-04,3.5,3,Breached,3708.68,10.7,0.84
FUL-001313,ORD-001313,2024-01-08,2024-01-10,2024-01-13,WH-REG-05,BlueDart Logistics,REG-05,5.5,5,Breached,1308.17,9.6,0.67
FUL-001480,ORD-001480,2024-01-08,2024-01-10,2024-01-14,WH-REG-01,Delhivery Express,REG-01,6.3,5,Breached,970.75,6.2,0.76
FUL-003906,ORD-003906,2024-01-08,2024-01-10,2024-01-13,WH-REG-05,Ecom Express,REG-05,5.6,5,Breached,3075.55,9.5,1.68
FUL-005319,ORD-005319,2024-01-08,2024-01-10,2024-01-13,WH-REG-02,DHL Freight,REG-02,5.6,5,Breached,3693.31,11.1,0.02
FUL-005476,ORD-005476,2024-01-08,2024-01-09,2024-01-10,WH-REG-02,Delhivery Express,REG-02,2.5,3,Compliant,1433.97,8.9,0.57
FUL-006619,ORD-006619,2024-01-08,2024-01-10,2024-01-13,WH-REG-01,FedEx Supply,REG-01,5.0,3,Breached,1709.86,11.8,1.01
FUL-000746,ORD-000746,2024-01-09,2024-01-10,2024-01-11,WH-REG-05,Ecom Express,REG-05,2.9,3,Compliant,1902.69,8.1,1.75
FUL-001050,ORD-001050,2024-01-09,2024-01-10,2024-01-13,WH-REG-03,Ecom Express,REG-03,4.1,3,Breached,2043.15,6.8,0.78
FUL-002681,ORD-002681,2024-01-09,2024-01-10,2024-01-12,WH-REG-04,Ecom Express,REG-04,3.6,5,Compliant,3748.61,9.7,0.56
FUL-003618,ORD-003618,2024-01-09,2024-01-13,2024-01-19,WH-REG-02,BlueDart Logistics,REG-02,10.9,5,Breached,3742.33,9.1,0.58
FUL-004684,ORD-004684,2024-01-09,2024-01-10,2024-01-12,WH-REG-03,DHL Freight,REG-03,3.3,3,Breached,2971.23,10.6,0.36
FUL-005592,ORD-005592,2024-01-09,2024-01-10,2024-01-12,WH-REG-04,FedEx Supply,REG-04,3.9,5,Compliant,2429.53,7.8,1.41
FUL-007706,ORD-007706,2024-01-09,2024-01-11,2024-01-14,WH-REG-03,Ecom Express,REG-03,5.8,5,Breached,3004.58,5.6,1.43
FUL-000855,ORD-000855,2024-01-10,2024-01-12,2024-01-15,WH-REG-02,FedEx Supply,REG-02,5.4,5,Breached,1388.96,8.4,1.11
FUL-001053,ORD-001053,2024-01-10,2024-01-11,2024-01-11,WH-REG-02,Ecom Express,REG-02,1.3,5,Compliant,2665.94,11.8,0.82
FUL-001186,ORD-001186,2024-01-10,2024-01-13,2024-01-19,WH-REG-01,FedEx Supply,REG-01,9.5,5,Breached,1889.94,7.2,0.68
FUL-001290,ORD-001290,2024-01-10,2024-01-11,2024-01-14,WH-REG-02,Ecom Express,REG-02,4.0,3,Breached,4333.99,6.2,0.42
FUL-001339,ORD-001339,2024-01-10,2024-01-11,2024-01-13,WH-REG-01,Ecom Express,REG-01,3.1,5,Compliant,1393.31,6.5,1.59
FUL-001538,ORD-001538,2024-01-10,2024-01-11,2024-01-13,WH-REG-04,BlueDart Logistics,REG-04,3.4,5,Compliant,3217.6,11.8,1.25
FUL-001802,ORD-001802,2024-01-10,2024-01-12,2024-01-15,WH-REG-05,BlueDart Logistics,REG-05,5.3,3,Breached,1466.33,9.8,1.24
FUL-002176,ORD-002176,2024-01-10,2024-01-11,2024-01-12,WH-REG-02,FedEx Supply,REG-02,2.6,5,Compliant,3219.12,10.3,0.24
FUL-004325,ORD-004325,2024-01-10,2024-01-11,2024-01-14,WH-REG-02,BlueDart Logistics,REG-02,4.8,5,Compliant,3792.91,11.3,0.66
FUL-004530,ORD-004530,2024-01-10,2024-01-11,2024-01-12,WH-REG-04,DHL Freight,REG-04,2.6,5,Compliant,1241.6,8.6,1.65
FUL-005253,ORD-005253,2024-01-10,2024-01-12,2024-01-15,WH-REG-05,Ecom Express,REG-05,5.0,3,Breached,2448.0,9.4,0.76
FUL-005701,ORD-005701,2024-01-10,2024-01-11,2024-01-11,WH-REG-04,BlueDart Logistics,REG-04,1.8,5,Compliant,4087.66,5.8,1.12
FUL-001774,ORD-001774,2024-01-11,2024-01-13,2024-01-17,WH-REG-01,FedEx Supply,REG-01,6.4,5,Breached,2556.27,9.4,1.23
FUL-003123,ORD-003123,2024-01-11,2024-01-12,2024-01-14,WH-REG-02,Delhivery Express,REG-02,3.3,5,Compliant,3544.13,10.6,0.94
FUL-003977,ORD-003977,2024-01-11,2024-01-13,2024-01-16,WH-REG-01,DHL Freight,REG-01,5.3,5,Breached,4107.56,11.4,1.15
FUL-007609,ORD-007609,2024-01-11,2024-01-12,2024-01-14,WH-REG-01,Delhivery Express,REG-01,3.5,5,Compliant,2924.73,9.2,1.28
FUL-007843,ORD-007843,2024-01-11,2024-01-12,2024-01-13,WH-REG-03,FedEx Supply,REG-03,2.9,3,Compliant,1122.42,9.3,0.07
FUL-001074,ORD-001074,2024-01-12,2024-01-13,2024-01-15,WH-REG-05,DHL Freight,REG-05,3.9,5,Compliant,2014.47,11.3,1.41
FUL-001075,ORD-001075,2024-01-12,2024-01-13,2024-01-14,WH-REG-02,BlueDart Logistics,REG-02,2.9,3,Compliant,3807.84,9.8,0.91
FUL-001871,ORD-001871,2024-01-12,2024-01-13,2024-01-15,WH-REG-02,BlueDart Logistics,REG-02,3.7,5,Compliant,1868.85,10.3,0.09
FUL-001922,ORD-001922,2024-01-12,2024-01-13,2024-01-15,WH-REG-03,Ecom Express,REG-03,3.8,5,Compliant,3165.49,10.6,1.65
FUL-002523,ORD-002523,2024-01-12,2024-01-13,2024-01-16,WH-REG-02,DHL Freight,REG-02,4.1,5,Compliant,1834.68,9.4,1.51
FUL-002826,ORD-002826,2024-01-12,2024-01-13,2024-01-15,WH-REG-03,Delhivery Express,REG-03,3.0,5,Compliant,2954.51,9.0,0.44
FUL-003033,ORD-003033,2024-01-12,2024-01-13,2024-01-15,WH-REG-04,Ecom Express,REG-04,3.3,5,Compliant,2333.87,6.3,0.11
FUL-004300,ORD-004300,2024-01-12,2024-01-13,2024-01-16,WH-REG-05,BlueDart Logistics,REG-05,4.9,5,Compliant,1851.75,5.9,0.65
FUL-005365,ORD-005365,2024-01-12,2024-01-14,2024-01-18,WH-REG-05,DHL Freight,REG-05,6.2,5,Breached,4095.25,8.2,0.61
FUL-006984,ORD-006984,2024-01-12,2024-01-13,2024-01-14,WH-REG-04,DHL Freight,REG-04,2.7,5,Compliant,1695.86,6.3,1.7
FUL-008143,ORD-008143,2024-01-12,2024-01-13,2024-01-16,WH-REG-04,Delhivery Express,REG-04,4.3,5,Compliant,3848.41,11.2,0.43
FUL-001406,ORD-001406,2024-01-13,2024-01-14,2024-01-15,WH-REG-03,BlueDart Logistics,REG-03,2.6,5,Compliant,2282.44,8.2,1.1
FUL-001709,ORD-001709,2024-01-13,2024-01-14,2024-01-16,WH-REG-03,FedEx Supply,REG-03,3.9,3,Breached,3029.44,9.5,0.69
FUL-002335,ORD-002335,2024-01-13,2024-01-14,2024-01-17,WH-REG-03,Delhivery Express,REG-03,4.7,5,Compliant,3704.83,6.3,0.42
FUL-002679,ORD-002679,2024-01-13,2024-01-14,2024-01-16,WH-REG-03,DHL Freight,REG-03,3.4,5,Compliant,2223.51,8.8,0.39
FUL-003105,ORD-003105,2024-01-13,2024-01-14,2024-01-14,WH-REG-03,Ecom Express,REG-03,1.8,5,Compliant,1403.53,7.7,1.4
FUL-004602,ORD-004602,2024-01-13,2024-01-15,2024-01-18,WH-REG-02,Delhivery Express,REG-02,5.7,5,Breached,2741.73,10.6,1.55
FUL-005406,ORD-005406,2024-01-13,2024-01-14,2024-01-15,WH-REG-02,Delhivery Express,REG-02,2.9,5,Compliant,3174.86,9.4,1.54
FUL-000216,ORD-000216,2024-01-14,2024-01-18,2024-01-24,WH-REG-03,BlueDart Logistics,REG-03,10.4,5,Breached,1841.88,8.0,0.06
FUL-000630,ORD-000630,2024-01-14,2024-01-15,2024-01-18,WH-REG-03,Ecom Express,REG-03,4.7,5,Compliant,3077.35,8.1,1.13
FUL-001003,ORD-001003,2024-01-14,2024-01-16,2024-01-19,WH-REG-01,BlueDart Logistics,REG-01,5.2,5,Breached,3566.37,10.4,1.04
FUL-001414,ORD-001414,2024-01-14,2024-01-18,2024-01-24,WH-REG-01,FedEx Supply,REG-01,10.0,5,Breached,2627.98,6.8,0.33
FUL-002695,ORD-002695,2024-01-14,2024-01-15,2024-01-15,WH-REG-04,Ecom Express,REG-04,1.9,3,Compliant,1114.16,9.1,0.43
FUL-003684,ORD-003684,2024-01-14,2024-01-15,2024-01-17,WH-REG-03,DHL Freight,REG-03,3.1,5,Compliant,2378.65,6.2,1.75
FUL-003992,ORD-003992,2024-01-14,2024-01-15,2024-01-16,WH-REG-04,Delhivery Express,REG-04,2.2,5,Compliant,1795.62,6.9,0.18
FUL-004497,ORD-004497,2024-01-14,2024-01-15,2024-01-18,WH-REG-02,Delhivery Express,REG-02,4.3,5,Compliant,3361.1,7.6,1.13
FUL-004587,ORD-004587,2024-01-14,2024-01-15,2024-01-16,WH-REG-04,FedEx Supply,REG-04,2.4,5,Compliant,1798.67,7.1,0.73
FUL-006203,ORD-006203,2024-01-14,2024-01-16,2024-01-20,WH-REG-03,BlueDart Logistics,REG-03,6.0,5,Breached,4443.01,9.1,0.44
FUL-006211,ORD-006211,2024-01-14,2024-01-15,2024-01-15,WH-REG-01,FedEx Supply,REG-01,1.6,5,Compliant,2779.98,11.0,1.29
FUL-006957,ORD-006957,2024-01-14,2024-01-16,2024-01-20,WH-REG-05,DHL Freight,REG-05,6.2,5,Breached,2354.55,7.0,1.55
FUL-007213,ORD-007213,2024-01-14,2024-01-15,2024-01-17,WH-REG-04,BlueDart Logistics,REG-04,3.3,3,Breached,4252.55,5.7,1.6
FUL-002282,ORD-002282,2024-01-15,2024-01-16,2024-01-18,WH-REG-04,FedEx Supply,REG-04,3.8,5,Compliant,2213.79,11.8,0.34
FUL-003746,ORD-003746,2024-01-15,2024-01-16,2024-01-19,WH-REG-01,BlueDart Logistics,REG-01,4.0,5,Compliant,3840.08,6.3,0.74
FUL-004961,ORD-004961,2024-01-15,2024-01-16,2024-01-19,WH-REG-02,Delhivery Express,REG-02,4.5,5,Compliant,4411.03,10.0,1.32
FUL-005387,ORD-005387,2024-01-15,2024-01-16,2024-01-19,WH-REG-05,BlueDart Logistics,REG-05,4.9,5,Compliant,1973.26,7.4,1.75
FUL-005929,ORD-005929,2024-01-15,2024-01-16,2024-01-19,WH-REG-01,Delhivery Express,REG-01,4.8,5,Compliant,2105.87,6.5,1.62
FUL-006215,ORD-006215,2024-01-15,2024-01-16,2024-01-18,WH-REG-01,BlueDart Logistics,REG-01,3.0,3,Compliant,1642.64,6.6,1.14
FUL-008290,ORD-008290,2024-01-15,2024-01-16,2024-01-17,WH-REG-01,DHL Freight,REG-01,2.9,3,Compliant,4193.45,8.6,1.7
FUL-003707,ORD-003707,2024-01-16,2024-01-17,2024-01-17,WH-REG-03,Ecom Express,REG-03,1.9,5,Compliant,2860.61,6.0,0.64
FUL-003757,ORD-003757,2024-01-16,2024-01-17,2024-01-17,WH-REG-04,DHL Freight,REG-04,1.5,3,Compliant,3443.22,8.4,1.33
FUL-003866,ORD-003866,2024-01-16,2024-01-17,2024-01-19,WH-REG-04,Ecom Express,REG-04,3.8,5,Compliant,4439.29,9.1,1.64
FUL-005566,ORD-005566,2024-01-16,2024-01-17,2024-01-20,WH-REG-01,Ecom Express,REG-01,4.8,3,Breached,2521.52,12.0,1.78
FUL-008058,ORD-008058,2024-01-16,2024-01-17,2024-01-20,WH-REG-01,DHL Freight,REG-01,4.7,5,Compliant,3097.89,8.3,1.61
FUL-000148,ORD-000148,2024-01-17,2024-01-18,2024-01-21,WH-REG-02,Delhivery Express,REG-02,4.4,5,Compliant,4070.68,7.6,1.06
FUL-000766,ORD-000766,2024-01-17,2024-01-18,2024-01-19,WH-REG-02,DHL Freight,REG-02,2.2,5,Compliant,1601.67,6.3,0.57
FUL-001083,ORD-001083,2024-01-17,2024-01-18,2024-01-21,WH-REG-03,FedEx Supply,REG-03,4.2,5,Compliant,1282.89,11.6,1.47
FUL-001175,ORD-001175,2024-01-17,2024-01-18,2024-01-21,WH-REG-03,Ecom Express,REG-03,4.7,5,Compliant,2798.69,11.7,1.68
FUL-001729,ORD-001729,2024-01-17,2024-01-18,2024-01-19,WH-REG-01,Delhivery Express,REG-01,2.6,5,Compliant,2421.35,9.8,1.23
FUL-002842,ORD-002842,2024-01-17,2024-01-18,2024-01-21,WH-REG-04,FedEx Supply,REG-04,4.4,5,Compliant,2030.89,10.5,1.21
FUL-004099,ORD-004099,2024-01-17,2024-01-18,2024-01-21,WH-REG-05,FedEx Supply,REG-05,4.6,5,Compliant,3784.15,7.3,0.08
FUL-008117,ORD-008117,2024-01-17,2024-01-18,2024-01-20,WH-REG-04,DHL Freight,REG-04,3.4,3,Breached,2878.94,10.1,0.6
FUL-008190,ORD-008190,2024-01-17,2024-01-19,2024-01-23,WH-REG-01,BlueDart Logistics,REG-01,6.1,5,Breached,874.71,10.8,1.41
FUL-008270,ORD-008270,2024-01-17,2024-01-18,2024-01-19,WH-REG-03,DHL Freight,REG-03,2.7,3,Compliant,1825.69,9.5,0.41
FUL-000578,ORD-000578,2024-01-18,2024-01-20,2024-01-23,WH-REG-01,DHL Freight,REG-01,5.4,5,Breached,1322.29,11.4,0.2
FUL-000675,ORD-000675,2024-01-18,2024-01-19,2024-01-21,WH-REG-03,BlueDart Logistics,REG-03,3.6,5,Compliant,1742.87,9.3,1.65
FUL-000699,ORD-000699,2024-01-18,2024-01-19,2024-01-20,WH-REG-02,BlueDart Logistics,REG-02,2.9,5,Compliant,1105.25,10.8,1.63
FUL-001136,ORD-001136,2024-01-18,2024-01-19,2024-01-19,WH-REG-03,Delhivery Express,REG-03,1.2,5,Compliant,4355.73,5.9,1.68
FUL-001839,ORD-001839,2024-01-18,2024-01-20,2024-01-23,WH-REG-02,FedEx Supply,REG-02,5.4,5,Breached,4150.0,10.3,1.4
FUL-006744,ORD-006744,2024-01-18,2024-01-19,2024-01-21,WH-REG-03,BlueDart Logistics,REG-03,3.1,5,Compliant,3059.14,8.7,0.66
FUL-004627,ORD-004627,2024-01-19,2024-01-20,2024-01-22,WH-REG-01,FedEx Supply,REG-01,3.4,5,Compliant,1120.04,6.9,0.41
FUL-004663,ORD-004663,2024-01-19,2024-01-20,2024-01-21,WH-REG-05,FedEx Supply,REG-05,2.4,5,Compliant,1661.06,9.3,0.17
FUL-006536,ORD-006536,2024-01-19,2024-01-20,2024-01-21,WH-REG-02,Ecom Express,REG-02,2.0,5,Compliant,3208.59,6.9,1.4
FUL-006548,ORD-006548,2024-01-19,2024-01-21,2024-01-25,WH-REG-01,Ecom Express,REG-01,6.0,5,Breached,4102.71,11.8,0.86
FUL-007623,ORD-007623,2024-01-19,2024-01-20,2024-01-21,WH-REG-01,DHL Freight,REG-01,2.1,5,Compliant,2472.98,10.5,1.61
FUL-007741,ORD-007741,2024-01-19,2024-01-20,2024-01-23,WH-REG-03,Delhivery Express,REG-03,4.4,5,Compliant,4105.51,9.9,0.3
FUL-008198,ORD-008198,2024-01-19,2024-01-21,2024-01-25,WH-REG-02,DHL Freight,REG-02,6.0,5,Breached,869.94,6.4,0.86
FUL-001452,ORD-001452,2024-01-20,2024-01-22,2024-01-26,WH-REG-04,FedEx Supply,REG-04,6.1,3,Breached,1896.9,5.8,1.35
FUL-003472,ORD-003472,2024-01-20,2024-01-21,2024-01-24,WH-REG-05,Delhivery Express,REG-05,4.9,5,Compliant,4436.95,8.3,0.52
FUL-004830,ORD-004830,2024-01-20,2024-01-22,2024-01-26,WH-REG-02,FedEx Supply,REG-02,6.3,3,Breached,3145.03,9.9,1.21
FUL-005085,ORD-005085,2024-01-20,2024-01-21,2024-01-23,WH-REG-03,DHL Freight,REG-03,3.6,3,Breached,2645.74,8.7,0.87
FUL-007588,ORD-007588,2024-01-20,2024-01-22,2024-01-25,WH-REG-02,FedEx Supply,REG-02,5.4,5,Breached,1262.24,9.6,0.24
