customer_id,customer_name,segment,region_id,acquisition_date,lifetime_value,credit_score,retention_status,churn_date
CUST-0605,Nexus Labs 11,Mid-Market,REG-01,2023-06-04,118098.67,675,Active,
CUST-0606,Quantum Labs 57,Government,REG-01,2023-12-05,126100.39,812,Active,
CUST-0607,Apex Enterprises 60,Enterprise,REG-05,2024-04-26,333903.27,849,Active,
CUST-0608,Omni Tech 25,Mid-Market,REG-04,2025-02-28,646234.72,683,Active,
CUST-0609,Apex Dynamics 68,Enterprise,REG-05,2024-11-12,1034351.37,741,Active,
CUST-0610,Quantum Industries 30,Enterprise,REG-05,2024-06-17,281873.82,743,Active,
CUST-0611,Starlight Industries 16,Mid-Market,REG-01,2023-08-30,458099.93,703,Churned,2024-04-17
CUST-0612,Titan Systems 60,Mid-Market,REG-01,2025-09-19,133096.35,820,Active,
CUST-0613,Titan Solutions 57,Enterprise,REG-02,2023-06-11,612429.31,795,Active,
CUST-0614,Apex Tech 55,Mid-Market,REG-05,2025-03-21,169065.41,744,Active,
CUST-0615,Paramount Industries 66,Mid-Market,REG-01,2024-12-06,317772.92,805,Active,
CUST-0616,Apex Labs 66,Startup,REG-03,2024-07-09,224259.44,668,Active,
CUST-0617,Paramount Industries 51,Government,REG-03,2025-06-07,464107.32,840,Active,
CUST-0618,Vanguard Digital 29,Government,REG-03,2025-04-19,208507.17,713,Active,
CUST-0619,Paramount Holdings 33,Enterprise,REG-05,2025-05-27,493565.8,778,Active,
CUST-0620,Vanguard Digital 59,Mid-Market,REG-05,2024-11-30,383652.04,761,Active,
CUST-0621,Quantum Industries 62,SMB,REG-01,2023-04-09,180800.13,637,Churned,2023-09-12
CUST-0622,Nexus Tech 35,Enterprise,REG-04,2023-07-16,261409.39,766,Active,
CUST-0623,Omni Labs 77,Startup,REG-05,2023-09-20,62271.41,676,Active,
CUST-0624,Vanguard Tech 36,Government,REG-01,2024-04-24,450458.98,635,Active,
CUST-0625,Omni Industries 17,Startup,REG-03,2024-06-25,60163.29,638,Active,
CUST-0626,Vanguard Dynamics 76,Enterprise,REG-01,2025-01-12,377140.75,718,Active,
CUST-0627,Paramount Dynamics 82,Mid-Market,REG-05,2025-02-06,416977.88,811,Churned,2026-02-26
CUST-0628,Synergy Labs 99,Government,REG-01,2023-06-20,446607.72,760,Active,
CUST-0629,Synergy Solutions 78,Startup,REG-04,2025-08-13,138081.02,700,Active,
CUST-0630,Synergy Industries 62,Government,REG-03,2024-09-15,198325.15,759,Active,
CUST-0631,Paramount Enterprises 56,Government,REG-04,2025-09-09,268690.75,805,Churned,2026-05-02
CUST-0632,Titan Tech 76,Mid-Market,REG-03,2023-01-07,275183.68,676,Active,
CUST-0633,Synergy Tech 98,SMB,REG-05,2024-06-07,189080.77,766,Active,
CUST-0634,Apex Labs 55,Mid-Market,REG-02,2023-09-29,311895.59,769,Active,
CUST-0635,Quantum Enterprises 21,Startup,REG-04,2024-08-05,279470.45,807,Churned,2025-04-18
CUST-0636,Horizon Solutions 72,Startup,REG-01,2024-09-01,210563.66,629,Active,
CUST-0637,Titan Holdings 20,Enterprise,REG-03,2023-12-23,944818.44,731,Active,
CUST-0638,Vanguard Dynamics 93,Startup,REG-01,2024-10-11,244354.65,717,Churned,2025-10-04
CUST-0639,Apex Industries 79,Startup,REG-02,2023-12-01,175600.4,676,Active,
CUST-0640,Omni Labs 86,Startup,REG-05,2023-04-03,105521.41,694,Active,
CUST-0641,Nexus Solutions 53,Enterprise,REG-04,2024-08-08,827150.66,760,Active,
CUST-0642,Vanguard Holdings 74,Government,REG-02,2025-02-19,150691.84,763,Active,
CUST-0643,Omni Dynamics 81,Startup,REG-05,2023-09-10,110578.77,688,Active,
CUST-0644,Synergy Systems 24,Government,REG-04,2024-01-10,246738.54,702,Active,
CUST-0645,Apex Enterprises 31,SMB,REG-05,2025-04-21,297539.8,733,Active,
CUST-0646,Horizon Tech 39,Mid-Market,REG-03,2023-06-09,526753.58,838,Churned,2023-10-04
CUST-0647,Starlight Solutions 46,Enterprise,REG-03,2024-12-11,878745.68,698,Active,
CUST-0648,Apex Industries 36,Startup,REG-02,2023-07-28,186606.05,812,Active,
CUST-0649,Horizon Solutions 98,Enterprise,REG-04,2024-08-19,967785.25,754,Churned,2025-02-12
CUST-0650,Apex Enterprises 35,Startup,REG-03,2023-02-24,166240.2,622,Churned,2023-10-10
CUST-0651,Synergy Systems 12,SMB,REG-04,2023-08-25,294948.21,750,Active,
CUST-0652,Vanguard Industries 72,Startup,REG-05,2023-04-01,96604.35,748,Active,
CUST-0653,Paramount Tech 15,Mid-Market,REG-05,2023-11-09,293463.3,720,Active,
CUST-0654,Apex Industries 97,SMB,REG-03,2024-10-02,125581.55,748,Active,
CUST-0655,Apex Enterprises 59,Enterprise,REG-05,2025-08-29,420169.61,658,Active,
CUST-0656,Omni Solutions 21,Government,REG-05,2025-09-10,395097.7,843,Active,
CUST-0657,Starlight Holdings 40,Startup,REG-02,2024-03-12,292634.29,774,Active,
CUST-0658,Paramount Solutions 36,Mid-Market,REG-05,2024-07-08,486226.75,671,Active,
CUST-0659,Quantum Digital 27,Government,REG-02,2024-11-02,509863.48,660,Active,
CUST-0660,Paramount Digital 25,Mid-Market,REG-03,2025-05-09,593800.97,806,Churned,2026-01-17
CUST-0661,Omni Holdings 48,Government,REG-03,2023-06-05,440598.55,647,Active,
CUST-0662,Apex Enterprises 87,Startup,REG-05,2023-08-25,199090.17,679,Active,
CUST-0663,Synergy Systems 98,Government,REG-02,2024-05-29,470762.21,740,Active,
CUST-0664,Synergy Solutions 59,Government,REG-04,2023-05-21,163703.87,677,Churned,2023-08-26
CUST-0665,Quantum Holdings 38,Mid-Market,REG-02,2023-03-09,207393.01,732,Active,
CUST-0666,Horizon Industries 68,Mid-Market,REG-04,2024-02-19,536918.1,775,Active,
CUST-0667,Omni Industries 60,Startup,REG-05,2024-08-31,184039.85,784,Active,
CUST-0668,Apex Digital 23,Government,REG-04,2025-04-26,484995.14,844,Active,
CUST-0669,Paramount Digital 60,Enterprise,REG-05,2024-02-01,626610.85,781,Active,
CUST-0670,Starlight Enterprises 66,Government,REG-03,2025-03-03,462429.45,738,Active,
CUST-0671,Quantum Tech 98,Startup,REG-02,2024-04-19,257473.38,735,Churned,2025-03-31
CUST-0672,Vanguard Solutions 84,Startup,REG-02,2024-02-07,153389.83,735,Churned,2024-12-25
CUST-0673,Titan Dynamics 68,Enterprise,REG-03,2023-11-28,780252.75,802,Active,
CUST-0674,Vanguard Systems 24,Government,REG-03,2023-03-29,325717.79,718,Active,
CUST-0675,Paramount Solutions 58,Startup,REG-04,2023-02-14,242065.08,705,Active,
CUST-0676,Nexus Solutions 28,Mid-Market,REG-01,2024-03-05,279434.21,806,Active,
CUST-0677,Horizon Enterprises 90,Mid-Market,REG-01,2025-07-09,182364.07,671,Churned,2026-02-13
CUST-0678,Apex Labs 73,Government,REG-05,2025-04-06,92587.75,845,Active,
CUST-0679,Starlight Labs 68,Government,REG-04,2023-03-23,360547.45,621,Active,
CUST-0680,Paramount Enterprises 89,Startup,REG-02,2023-02-20,96210.0,634,Active,
CUST-0681,Apex Solutions 14,Startup,REG-05,2023-11-02,132777.77,642,Churned,2024-08-31
CUST-0682,Nexus Solutions 96,SMB,REG-05,2024-11-07,222878.4,772,Active,
CUST-0683,Paramount Solutions 68,Startup,REG-03,2025-08-11,58960.01,816,Active,
CUST-0684,Synergy Holdings 18,Government,REG-05,2023-03-08,221774.72,654,Active,
CUST-0685,Quantum Industries 77,Government,REG-05,2023-08-03,403123.27,776,Churned,2024-08-19
CUST-0686,Paramount Systems 71,Startup,REG-03,2024-03-13,202211.15,701,Active,
CUST-0687,Titan Industries 26,Startup,REG-05,2024-05-23,179926.45,781,Active,
CUST-0688,Nexus Dynamics 47,Mid-Market,REG-01,2023-05-02,123192.74,780,Active,
CUST-0689,Starlight Holdings 62,Enterprise,REG-03,2023-12-25,665363.57,783,Active,
CUST-0690,Starlight Enterprises 42,Enterprise,REG-03,2023-11-04,618353.42,702,Active,
CUST-0691,Vanguard Industries 53,Government,REG-05,2024-09-22,522050.77,833,Active,
CUST-0692,Synergy Industries 96,Government,REG-04,2025-03-27,106001.21,654,Active,
CUST-0693,Horizon Digital 52,Government,REG-04,2025-08-08,424163.09,833,Active,
CUST-0694,Titan Industries 81,Startup,REG-01,2023-08-02,194349.41,704,Active,
CUST-0695,Synergy Systems 29,SMB,REG-01,2023-12-14,295904.69,780,Active,
CUST-0696,Nexus Holdings 33,Startup,REG-01,2025-06-04,245585.98,698,Active,
CUST-0697,Synergy Tech 44,Government,REG-01,2024-05-23,484671.93,715,Active,
CUST-0698,Quantum Dynamics 77,SMB,REG-02,2023-04-25,143553.92,629,Active,
CUST-0699,Vanguard Labs 74,Enterprise,REG-04,2025-07-15,612547.52,668,Active,
CUST-0700,Horizon Digital 49,SMB,REG-02,2025-02-26,267949.75,830,Active,
CUST-0701,Paramount Solutions 36,Enterprise,REG-04,2024-02-01,799467.72,753,Churned,2024-10-07
CUST-0702,Apex Systems 52,Government,REG-01,2023-04-16,324259.97,788,Active,
CUST-0703,Apex Enterprises 91,Mid-Market,REG-03,2023-07-25,215900.1,690,Active,
CUST-0704,Horizon Systems 44,Mid-Market,REG-02,2023-10-08,172953.22,779,Active,
CUST-0705,Vanguard Dynamics 79,SMB,REG-05,2023-11-23,117763.03,800,Active,
CUST-0706,Titan Dynamics 31,Enterprise,REG-03,2024-09-19,955712.72,758,Active,
CUST-0707,Nexus Tech 70,Enterprise,REG-01,2024-01-28,222074.89,729,Active,
CUST-0708,Titan Labs 88,SMB,REG-03,2023-12-07,254360.49,802,Active,
CUST-0709,Paramount Systems 69,Startup,REG-02,2023-04-06,253212.75,798,Active,
CUST-0710,Horizon Enterprises 97,Government,REG-04,2023-08-26,516351.72,656,Active,
CUST-0711,Titan Enterprises 56,Government,REG-02,2024-12-17,502768.99,704,Active,
CUST-0712,Synergy Labs 72,Enterprise,REG-01,2024-05-01,273776.18,742,Active,
CUST-0713,Nexus Enterprises 54,Startup,REG-05,2023-05-11,176987.42,723,Active,
CUST-0714,Vanguard Industries 81,Enterprise,REG-03,2024-06-29,578353.0,771,Active,
CUST-0715,Titan Dynamics 80,Mid-Market,REG-04,2024-01-29,146332.96,673,Active,
CUST-0716,Titan Holdings 65,Startup,REG-03,2024-07-11,223533.29,664,Active,
CUST-0717,Vanguard Labs 24,Startup,REG-05,2024-04-19,131344.52,644,Active,
CUST-0718,Nexus Enterprises 61,Enterprise,REG-05,2023-04-22,774820.1,772,Active,
CUST-0719,Omni Industries 73,Enterprise,REG-01,2023-08-11,889904.39,847,Active,
CUST-0720,Apex Solutions 94,Mid-Market,REG-04,2024-06-28,270326.79,777,Active,
CUST-0721,Starlight Dynamics 97,SMB,REG-03,2024-08-06,248586.66,793,Active,
CUST-0722,Omni Industries 21,Startup,REG-01,2024-09-18,296605.41,723,Active,
CUST-0723,Quantum Tech 57,Startup,REG-01,2023-01-01,225838.53,830,Active,
CUST-0724,Vanguard Enterprises 13,Mid-Market,REG-04,2024-12-20,434590.13,780,Active,
CUST-0725,Omni Holdings 58,Government,REG-05,2023-08-05,388119.4,741,Active,
CUST-0726,Paramount Holdings 56,Government,REG-02,2023-10-23,538855.22,791,Active,
CUST-0727,Apex Systems 92,Enterprise,REG-02,2025-01-08,949277.6,788,Active,
CUST-0728,Nexus Systems 27,Government,REG-04,2025-07-04,445017.79,774,Active,
CUST-0729,Titan Solutions 68,Startup,REG-04,2024-07-19,255017.86,718,Active,
CUST-0730,Nexus Holdings 87,Enterprise,REG-05,2024-05-25,915953.4,680,Active,
CUST-0731,Quantum Holdings 79,Startup,REG-03,2023-02-04,294558.36,765,Active,
CUST-0732,Synergy Systems 84,Government,REG-01,2023-05-26,418583.46,754,Active,
CUST-0733,Quantum Labs 76,Enterprise,REG-05,2025-06-30,708811.78,682,Active,
CUST-0734,Vanguard Digital 84,SMB,REG-05,2023-02-24,275896.32,756,Active,
CUST-0735,Horizon Labs 75,Government,REG-05,2025-01-21,239181.3,710,Active,
CUST-0736,Quantum Enterprises 31,Enterprise,REG-05,2025-02-06,441061.99,820,Active,
CUST-0737,Apex Labs 84,Mid-Market,REG-05,2023-02-22,470975.94,694,Active,
CUST-0738,Titan Tech 46,Government,REG-01,2023-05-10,317518.25,837,Active,
CUST-0739,Quantum Solutions 88,SMB,REG-03,2025-05-28,114238.93,809,Churned,2025-11-23
CUST-0740,Titan Solutions 94,Government,REG-03,2025-04-07,168929.71,820,Active,
CUST-0741,Horizon Solutions 77,Enterprise,REG-03,2023-03-28,1021427.43,772,Active,
CUST-0742,Nexus Labs 62,Government,REG-02,2024-11-07,288083.25,783,Active,
CUST-0743,Titan Industries 16,SMB,REG-01,2023-02-23,91900.1,722,Active,
CUST-0744,Horizon Digital 39,Government,REG-04,2024-04-30,208181.32,755,Active,
CUST-0745,Apex Enterprises 67,Government,REG-03,2025-09-11,328614.04,630,Churned,2026-09-08
CUST-0746,Synergy Holdings 88,SMB,REG-03,2023-10-04,116771.95,645,Active,
CUST-0747,Titan Holdings 69,Mid-Market,REG-05,2025-02-27,217209.13,706,Active,
CUST-0748,Nexus Industries 80,Enterprise,REG-01,2025-05-01,234457.96,725,Churned,2025-09-21
CUST-0749,Horizon Industries 38,SMB,REG-03,2023-07-17,58510.44,778,Churned,2024-08-14
CUST-0750,Starlight Systems 25,Enterprise,REG-05,2023-05-14,503963.64,815,Active,
CUST-0751,Titan Solutions 24,Mid-Market,REG-03,2023-10-29,366825.57,639,Active,
CUST-0752,Quantum Holdings 98,SMB,REG-03,2023-06-15,245182.82,690,Active,
CUST-0753,Omni Holdings 52,Enterprise,REG-03,2025-09-05,886200.76,665,Active,
CUST-0754,Horizon Dynamics 88,Government,REG-02,2024-10-22,311425.78,656,Active,
CUST-0755,Omni Dynamics 88,Enterprise,REG-04,2025-01-02,401621.72,628,Churned,2026-01-19
CUST-0756,Quantum Labs 12,Government,REG-02,2024-10-30,378150.87,629,Active,
CUST-0757,Quantum Solutions 99,SMB,REG-04,2024-08-11,50925.94,801,Active,
CUST-0758,Horizon Labs 65,Government,REG-01,2024-07-07,191631.08,718,Active,
CUST-0759,Horizon Systems 82,Startup,REG-03,2023-12-08,220458.93,722,Churned,2024-04-22
CUST-0760,Synergy Digital 53,Enterprise,REG-04,2025-02-17,845694.58,785,Active,
CUST-0761,Paramount Tech 59,Mid-Market,REG-03,2024-12-13,324557.6,647,Active,
CUST-0762,Synergy Labs 20,Government,REG-02,2023-05-24,106064.23,626,Active,
CUST-0763,Titan Dynamics 72,Government,REG-01,2025-03-22,333248.42,698,Active,
CUST-0764,Horizon Tech 14,SMB,REG-01,2023-12-12,246944.63,630,Active,
CUST-0765,Starlight Digital 68,Startup,REG-02,2025-01-28,194836.43,638,Churned,2025-07-09
CUST-0766,Horizon Tech 70,Startup,REG-01,2023-09-06,225324.2,653,Churned,2023-12-30
CUST-0767,Quantum Systems 68,Startup,REG-02,2025-05-05,197760.62,829,Active,
CUST-0768,Vanguard Labs 86,Startup,REG-02,2023-03-06,251113.38,729,Active,
CUST-0769,Omni Industries 25,Startup,REG-05,2023-05-21,130397.47,823,Active,
CUST-0770,Apex Solutions 52,Enterprise,REG-01,2023-10-08,298582.2,726,Active,
CUST-0771,Synergy Digital 31,Government,REG-02,2025-08-05,351893.61,654,Churned,2026-05-14
CUST-0772,Nexus Tech 72,Enterprise,REG-01,2023-01-08,331986.25,642,Active,
CUST-0773,Titan Enterprises 63,Government,REG-02,2023-07-31,154389.54,689,Active,
CUST-0774,Omni Dynamics 32,Startup,REG-01,2024-09-02,95000.12,747,Active,
CUST-0775,Vanguard Enterprises 54,Government,REG-01,2024-07-25,196037.55,650,Active,
CUST-0776,Vanguard Industries 79,Startup,REG-02,2024-04-20,242582.82,788,Active,
CUST-0777,Apex Dynamics 24,Mid-Market,REG-04,2024-05-24,206978.1,791,Active,
CUST-0778,Apex Industries 46,Mid-Market,REG-04,2023-09-15,293862.05,826,Active,
CUST-0779,Horizon Tech 23,Enterprise,REG-05,2023-06-30,313289.91,627,Active,
CUST-0780,Vanguard Systems 40,Government,REG-05,2024-08-16,236687.54,670,Active,
CUST-0781,Synergy Dynamics 24,SMB,REG-02,2023-04-11,109279.59,725,Active,
CUST-0782,Omni Dynamics 19,Government,REG-05,2024-05-11,114452.71,731,Active,
CUST-0783,Titan Labs 32,Government,REG-03,2023-05-20,295983.09,669,Active,
CUST-0784,Quantum Dynamics 52,Mid-Market,REG-01,2024-12-09,422766.21,691,Active,
CUST-0785,Horizon Labs 63,Mid-Market,REG-03,2023-08-14,597524.93,774,Active,
CUST-0786,Titan Solutions 83,Startup,REG-02,2023-03-30,152924.04,753,Active,
CUST-0787,Starlight Labs 69,SMB,REG-01,2025-01-17,157027.59,843,Active,
CUST-0788,Synergy Holdings 84,Mid-Market,REG-05,2025-08-26,191933.34,766,Active,
CUST-0789,Omni Tech 15,Government,REG-05,2023-02-04,281563.94,720,Active,
CUST-0790,Vanguard Labs 73,Mid-Market,REG-01,2024-07-25,524193.28,797,Active,
CUST-0791,Starlight Solutions 55,SMB,REG-02,2024-10-25,299737.91,624,Active,
CUST-0792,Quantum Solutions 68,Startup,REG-05,2023-01-25,294105.19,738,Active,
CUST-0793,Omni Solutions 57,Government,REG-01,2025-05-31,372287.26,718,Active,
CUST-0794,Synergy Digital 14,SMB,REG-04,2025-02-09,117447.35,776,Active,
CUST-0795,Starlight Systems 89,SMB,REG-01,2024-06-11,286330.56,792,Active,
CUST-0796,Apex Systems 59,SMB,REG-04,2024-09-25,60218.58,713,Active,
CUST-0797,Paramount Systems 81,Mid-Market,REG-02,2025-10-01,294211.32,758,Churned,2026-08-31
CUST-0798,Titan Dynamics 38,SMB,REG-03,2025-07-08,116839.46,794,Active,
CUST-0799,Apex Systems 57,SMB,REG-04,2024-05-12,175362.52,832,Active,
CUST-0800,Paramount Digital 47,Government,REG-05,2024-01-12,449956.74,797,Active,
CUST-0801,Vanguard Dynamics 68,Enterprise,REG-01,2024-02-05,960702.63,693,Active,
CUST-0802,Vanguard Systems 31,SMB,REG-01,2024-12-14,86988.51,658,Active,
CUST-0803,Paramount Tech 47,Government,REG-05,2025-08-12,149412.32,708,Active,
CUST-0804,Apex Enterprises 34,Enterprise,REG-01,2025-06-11,876740.46,833,Active,
CUST-0805,Synergy Holdings 84,SMB,REG-03,2024-05-12,198339.31,798,Active,
CUST-0806,Paramount Labs 68,SMB,REG-05,2023-05-16,274570.48,698,Active,
CUST-0807,Quantum Dynamics 71,SMB,REG-03,2025-02-27,261378.43,657,Active,
CUST-0808,Horizon Solutions 89,Mid-Market,REG-05,2023-10-20,210254.28,664,Active,
CUST-0809,Nexus Solutions 40,Enterprise,REG-01,2023-11-21,677709.52,732,Active,
CUST-0810,Nexus Dynamics 81,Enterprise,REG-03,2025-09-28,475866.14,715,Active,
CUST-0811,Nexus Digital 48,Enterprise,REG-01,2024-02-19,989685.3,816,Active,
CUST-0812,Horizon Industries 29,Enterprise,REG-05,2025-09-26,618982.9,785,Active,
CUST-0813,Horizon Enterprises 83,Mid-Market,REG-05,2025-01-16,608784.43,733,Active,
CUST-0814,Vanguard Labs 15,Mid-Market,REG-05,2023-04-30,279445.21,722,Active,
CUST-0815,Starlight Labs 55,Enterprise,REG-03,2023-02-26,707132.31,669,Active,
CUST-0816,Starlight Enterprises 35,Enterprise,REG-01,2024-07-05,918269.97,793,Active,
CUST-0817,Vanguard Digital 60,Mid-Market,REG-04,2023-11-22,441744.53,750,Active,
CUST-0818,Synergy Holdings 28,Government,REG-03,2024-01-31,257774.02,692,Active,
CUST-0819,Quantum Labs 81,Enterprise,REG-02,2025-01-15,951829.27,809,Active,
CUST-0820,Horizon Enterprises 30,Government,REG-04,2023-05-23,465980.19,773,Churned,2023-12-05
CUST-0821,Quantum Labs 77,SMB,REG-01,2025-08-13,290023.82,813,Active,
CUST-0822,Apex Holdings 91,SMB,REG-04,2023-06-29,188953.46,801,Active,
CUST-0823,Nexus Dynamics 33,Government,REG-03,2024-07-21,310763.53,830,Active,
CUST-0824,Titan Enterprises 73,Startup,REG-04,2023-08-18,56710.0,620,Active,
CUST-0825,Quantum Labs 25,SMB,REG-04,2023-07-03,172971.63,796,Active,
CUST-0826,Apex Systems 45,Government,REG-01,2024-09-05,425504.51,768,Active,
CUST-0827,Omni Enterprises 90,Government,REG-01,2024-01-18,320636.64,767,Churned,2024-08-27
CUST-0828,Nexus Tech 28,SMB,REG-04,2025-06-18,223320.76,711,Active,
CUST-0829,Quantum Industries 63,SMB,REG-01,2023-10-24,122916.02,783,Active,
CUST-0830,Paramount Dynamics 90,Mid-Market,REG-01,2024-09-05,523945.68,759,Active,
CUST-0831,Synergy Enterprises 44,SMB,REG-01,2024-07-01,195011.66,830,Active,
CUST-0832,Nexus Digital 46,SMB,REG-04,2024-02-26,135078.27,661,Churned,2024-08-13
CUST-0833,Paramount Dynamics 34,Startup,REG-05,2024-12-07,257854.05,754,Active,
CUST-0834,Paramount Systems 63,Government,REG-01,2023-04-30,458480.13,624,Active,
CUST-0835,Quantum Industries 27,Government,REG-05,2024-06-19,433615.3,707,Active,
CUST-0836,Quantum Tech 25,Mid-Market,REG-02,2025-05-27,491834.33,796,Active,
CUST-0837,Nexus Dynamics 26,Enterprise,REG-04,2024-12-08,842645.73,648,Churned,2025-11-10
CUST-0838,Omni Tech 35,Enterprise,REG-01,2025-03-23,752315.24,771,Churned,2025-08-20
CUST-0839,Quantum Tech 18,SMB,REG-01,2025-02-11,74125.9,651,Active,
CUST-0840,Starlight Dynamics 33,SMB,REG-01,2023-04-03,86389.24,811,Active,
CUST-0841,Titan Industries 55,Mid-Market,REG-05,2025-03-10,510704.75,681,Active,
CUST-0842,Vanguard Systems 84,Enterprise,REG-05,2023-08-11,801335.18,692,Active,
CUST-0843,Paramount Tech 22,Mid-Market,REG-05,2025-05-21,499265.85,713,Active,
CUST-0844,Nexus Labs 96,Enterprise,REG-02,2025-05-04,485469.55,717,Active,
CUST-0845,Paramount Dynamics 62,Enterprise,REG-03,2023-05-07,582663.98,753,Active,
CUST-0846,Synergy Enterprises 81,Enterprise,REG-01,2023-12-02,606998.7,718,Active,
CUST-0847,Titan Enterprises 97,Government,REG-02,2024-07-21,273277.0,838,Active,
CUST-0848,Vanguard Labs 96,SMB,REG-02,2023-01-14,299680.83,745,Active,
CUST-0849,Omni Labs 76,Enterprise,REG-01,2023-05-27,520460.03,797,Active,
CUST-0850,Vanguard Solutions 18,SMB,REG-02,2023-12-13,100065.87,836,Active,
CUST-0851,Vanguard Dynamics 64,Government,REG-03,2025-02-22,411072.21,768,Active,
CUST-0852,Omni Industries 70,Startup,REG-04,2024-05-11,177853.63,657,Active,
CUST-0853,Vanguard Systems 42,Government,REG-04,2023-08-25,372766.96,654,Churned,2023-12-20
CUST-0854,Vanguard Labs 96,Enterprise,REG-02,2024-01-27,704010.93,703,Active,
CUST-0855,Titan Systems 19,Startup,REG-04,2025-03-22,166505.46,695,Active,
CUST-0856,Horizon Digital 43,Startup,REG-03,2025-04-08,264918.08,759,Churned,2025-07-23
CUST-0857,Omni Systems 59,Government,REG-03,2025-05-23,259351.45,737,Churned,2025-11-19
CUST-0858,Paramount Enterprises 31,Government,REG-04,2023-05-18,230606.85,719,Active,
CUST-0859,Vanguard Labs 94,Startup,REG-05,2024-08-08,167454.59,763,Active,
CUST-0860,Paramount Tech 60,SMB,REG-04,2024-08-28,292717.69,777,Active,
CUST-0861,Quantum Industries 17,Enterprise,REG-05,2023-02-16,287173.31,713,Active,
CUST-0862,Titan Tech 90,SMB,REG-04,2023-04-10,157037.05,711,Active,
CUST-0863,Apex Dynamics 41,Mid-Market,REG-03,2024-08-29,156717.96,796,Churned,2025-05-02
CUST-0864,Vanguard Industries 31,Enterprise,REG-05,2023-11-30,207705.42,788,Active,
CUST-0865,Titan Digital 63,SMB,REG-01,2024-12-13,167424.98,625,Active,
CUST-0866,Omni Holdings 51,Startup,REG-01,2025-04-07,172089.65,796,Active,
CUST-0867,Synergy Labs 74,SMB,REG-02,2024-09-21,124880.22,731,Active,
CUST-0868,Vanguard Digital 37,SMB,REG-03,2023-02-18,124330.07,766,Active,
CUST-0869,Starlight Systems 84,Enterprise,REG-05,2023-12-11,414194.32,765,Active,
CUST-0870,Horizon Holdings 36,SMB,REG-01,2024-10-29,255934.74,749,Active,
CUST-0871,Omni Digital 50,Mid-Market,REG-04,2024-02-16,248195.64,751,Active,
CUST-0872,Paramount Solutions 12,Startup,REG-02,2024-08-13,174800.91,789,Active,
CUST-0873,Horizon Enterprises 91,Startup,REG-05,2025-05-23,242279.79,731,Active,
CUST-0874,Apex Digital 35,SMB,REG-04,2023-06-01,110093.49,811,Active,
CUST-0875,Quantum Holdings 62,SMB,REG-01,2024-10-11,100889.51,725,Active,
CUST-0876,Quantum Solutions 42,Startup,REG-02,2024-02-20,109620.86,658,Active,
CUST-0877,Starlight Enterprises 69,Government,REG-05,2024-03-22,279908.61,629,Active,
CUST-0878,Quantum Solutions 13,SMB,REG-03,2024-11-05,187676.53,784,Active,
CUST-0879,Horizon Tech 17,Enterprise,REG-03,2024-09-08,435731.78,636,Active,
CUST-0880,Omni Industries 95,Enterprise,REG-04,2025-08-23,909834.16,835,Active,
CUST-0881,Vanguard Digital 25,Startup,REG-05,2025-08-30,243778.97,754,Active,
CUST-0882,Vanguard Dynamics 86,Enterprise,REG-03,2023-12-04,903292.39,808,Active,
CUST-0883,Starlight Holdings 37,Mid-Market,REG-01,2023-06-29,227759.75,690,Active,
CUST-0884,Quantum Tech 72,Startup,REG-03,2024-12-17,287177.72,701,Active,
CUST-0885,Horizon Dynamics 45,Mid-Market,REG-03,2024-05-01,503619.18,830,Active,
CUST-0886,Titan Tech 94,Enterprise,REG-02,2023-09-17,658636.92,699,Active,
CUST-0887,Synergy Systems 78,Mid-Market,REG-04,2024-02-02,114326.36,720,Active,
CUST-0888,Quantum Enterprises 21,Mid-Market,REG-03,2023-08-04,582679.21,661,Active,
CUST-0889,Synergy Holdings 14,SMB,REG-01,2025-04-22,244864.17,745,Active,
CUST-0890,Omni Industries 64,Enterprise,REG-02,2024-12-16,403348.82,636,Active,
CUST-0891,Titan Digital 51,Government,REG-01,2025-02-19,113444.47,784,Active,
CUST-0892,Horizon Solutions 10,Government,REG-02,2024-10-05,227496.39,767,Churned,2025-03-24
CUST-0893,Starlight Digital 93,Mid-Market,REG-05,2024-12-03,335673.91,701,Active,
CUST-0894,Nexus Enterprises 32,Startup,REG-03,2025-03-29,120449.33,641,Active,
CUST-0895,Nexus Holdings 58,Startup,REG-02,2023-01-22,287027.3,762,Active,
CUST-0896,Starlight Systems 69,Mid-Market,REG-03,2024-12-19,578506.98,632,Active,
CUST-0897,Omni Enterprises 29,Enterprise,REG-03,2023-06-24,1003838.07,650,Churned,2024-06-17
CUST-0898,Omni Labs 96,Government,REG-01,2023-08-18,411103.67,668,Active,
CUST-0899,Quantum Enterprises 73,Government,REG-02,2024-03-17,475351.98,773,Active,
CUST-0900,Quantum Dynamics 63,Mid-Market,REG-04,2025-03-22,190268.57,694,Active,
CUST-0901,Starlight Labs 41,SMB,REG-05,2024-12-01,211808.89,641,Churned,2025-05-08
CUST-0902,Synergy Holdings 97,Mid-Market,REG-04,2024-12-26,342810.02,772,Active,
CUST-0903,Vanguard Digital 17,Enterprise,REG-03,2025-08-11,380486.26,710,Active,
CUST-0904,Titan Tech 10,SMB,REG-05,2024-09-26,145234.42,721,Active,
CUST-0905,Nexus Digital 15,Startup,REG-02,2023-09-24,92466.62,746,Active,
CUST-0906,Horizon Solutions 21,SMB,REG-05,2024-03-19,85448.93,649,Active,
