transaction_id,transaction_date,revenue,operating_expense,marketing_expense,payroll_expense,operating_profit,cash_flow,budget
FIN-00568,2024-07-21,446814.71,155919.93,58202.35,136455.79,96236.64,91831.58,473824.58
FIN-00569,2024-07-22,243846.17,71684.01,48146.13,81708.67,42307.36,43538.98,265427.78
FIN-00570,2024-07-23,89132.94,32055.76,10357.0,26808.18,19912.0,21234.3,86608.56
FIN-00571,2024-07-24,105969.89,37509.68,19677.08,34023.02,14760.11,13887.16,106789.41
FIN-00572,2024-07-25,74324.17,21896.12,14348.73,20127.1,17952.22,18956.01,77273.9
FIN-00573,2024-07-26,167183.37,42012.87,28539.07,51705.53,44925.9,48065.69,167409.98
FIN-00574,2024-07-27,220234.27,84851.19,37504.89,70911.86,26966.33,27825.05,225828.43
FIN-00575,2024-07-28,212051.79,59559.05,36351.06,55214.08,60927.6,59342.88,224236.02
FIN-00576,2024-07-29,103825.35,37874.91,15111.02,27247.68,23591.74,26327.59,113582.57
FIN-00577,2024-07-30,319910.42,122477.68,57316.38,102662.14,37454.22,33668.95,336590.87
FIN-00578,2024-07-31,238945.76,79127.67,43103.26,64507.08,52207.75,49802.67,262522.58
FIN-00579,2024-08-01,220410.11,71760.7,42361.7,49900.44,56387.27,58779.51,221489.96
FIN-00580,2024-08-02,237114.23,94795.93,43616.57,56040.5,42661.23,44098.96,249610.09
FIN-00581,2024-08-03,101522.39,29601.56,12383.29,34312.33,25225.21,21843.55,104024.64
FIN-00582,2024-08-04,114612.25,38532.19,14365.17,38278.45,23436.44,25083.07,114666.56
FIN-00583,2024-08-05,75597.9,30163.38,12217.15,21464.75,11752.62,10670.4,82207.49
FIN-00584,2024-08-06,432958.28,168821.1,59952.1,140382.71,63802.37,69213.74,423699.25
FIN-00585,2024-08-07,378974.94,101116.86,44072.2,128681.85,105104.03,108590.93,363820.23
FIN-00586,2024-08-08,160974.72,49404.64,23209.69,55986.8,32373.59,34876.51,161522.43
FIN-00587,2024-08-09,194599.02,76195.69,33314.35,45420.55,39668.43,35406.18,195890.03
FIN-00588,2024-08-10,167002.77,44029.04,22685.2,38840.02,61448.51,62915.98,164196.28
FIN-00589,2024-08-11,157491.62,49147.31,28609.88,42018.09,37716.34,40683.52,157486.18
FIN-00590,2024-08-12,182637.97,49781.2,22592.75,54031.89,56232.13,64655.31,194229.78
FIN-00591,2024-08-13,182044.94,65067.6,27418.06,60991.49,28567.79,28023.17,188392.64
FIN-00592,2024-08-14,164000.57,58581.78,30258.02,32939.84,42220.93,41127.11,165974.66
FIN-00593,2024-08-15,156142.7,45919.83,22543.44,31243.24,56436.19,52967.31,171553.18
FIN-00594,2024-08-16,217709.26,71350.26,30492.23,62287.11,53579.66,51179.61,234203.96
FIN-00595,2024-08-17,157132.16,49594.38,27351.6,33885.6,46300.58,51881.73,150133.82
FIN-00596,2024-08-18,91656.74,36420.17,15535.99,26125.8,13574.78,13772.09,90259.2
FIN-00597,2024-08-19,222836.84,73926.88,25678.18,68019.97,55211.81,53764.89,232798.14
FIN-00598,2024-08-20,160013.56,54198.59,23713.04,44957.52,37144.41,32583.86,175920.49
FIN-00599,2024-08-21,310267.19,86719.42,61890.61,69044.78,92612.38,95614.31,329356.59
FIN-00600,2024-08-22,80970.09,31741.39,15666.74,23660.09,9901.87,8916.04,79646.57
FIN-00601,2024-08-23,147320.48,48199.5,24093.83,39639.02,35388.13,33105.16,146642.92
FIN-00602,2024-08-24,302492.71,86030.51,40009.68,68811.68,107640.84,95645.11,332288.5
FIN-00603,2024-08-25,99526.81,37008.02,11290.89,24210.16,27017.74,27256.13,95643.39
FIN-00604,2024-08-26,204731.17,77413.7,33567.32,63648.85,30101.3,33566.71,207657.52
FIN-00605,2024-08-27,136691.85,34271.97,25495.35,30859.12,46065.41,41874.67,142140.79
FIN-00606,2024-08-28,173756.44,68176.43,34058.74,50094.12,21427.15,23928.99,166039.62
FIN-00607,2024-08-29,45565.3,15888.03,7789.28,15794.79,6093.2,5315.53,44343.44
FIN-00608,2024-08-30,117957.65,41115.22,16782.08,25157.74,34902.61,34679.61,117755.95
FIN-00609,2024-08-31,298152.56,102758.58,53875.28,78614.9,62903.8,65140.17,326907.64
FIN-00610,2024-09-01,213086.23,55734.28,33304.74,60132.11,63915.1,68586.52,225950.43
FIN-00611,2024-09-02,115531.43,42450.33,13074.02,25203.09,34803.99,39882.93,119341.48
FIN-00612,2024-09-03,458220.36,129621.45,78081.07,159436.96,91080.88,104105.2,492867.09
FIN-00613,2024-09-04,288013.85,114447.58,42699.53,90779.29,40087.45,38564.1,316176.49
FIN-00614,2024-09-05,420969.91,106645.96,68901.36,114576.7,130845.89,119641.23,431527.4
FIN-00615,2024-09-06,192305.54,74512.77,33197.39,40312.55,44282.83,47619.9,185831.64
FIN-00616,2024-09-07,287234.44,94561.88,39020.59,81625.89,72026.08,78460.85,312078.7
FIN-00617,2024-09-08,382465.21,129511.71,42221.62,84001.15,126730.73,127895.89,418447.73
FIN-00618,2024-09-09,153631.81,55193.54,30456.53,33090.07,34891.67,32375.86,158931.0
FIN-00619,2024-09-10,109137.55,28289.48,21233.14,25296.08,34318.85,38955.2,114670.25
FIN-00620,2024-09-11,249105.69,80980.86,35594.28,50316.17,82214.38,88276.84,253318.93
FIN-00621,2024-09-12,143638.45,51506.26,14465.17,50048.61,27618.41,28457.88,140104.79
FIN-00622,2024-09-13,101060.88,32771.44,15986.94,34700.88,17601.62,17891.17,110501.19
FIN-00623,2024-09-14,225194.66,85225.96,23802.99,75305.43,40860.28,40164.63,234170.65
FIN-00624,2024-09-15,203747.15,79540.52,38872.2,45201.86,40132.57,38059.71,217092.25
FIN-00625,2024-09-16,148789.04,38839.72,19111.93,51971.47,38865.92,36321.22,162230.64
FIN-00626,2024-09-17,234052.97,83475.97,26159.63,80447.07,43970.3,50194.05,227719.17
FIN-00627,2024-09-18,153118.53,42019.82,30502.27,36616.96,43979.48,38152.71,166884.64
FIN-00628,2024-09-19,93793.77,25535.08,14830.92,21354.69,32073.08,29115.06,96172.56
FIN-00629,2024-09-20,124372.47,37692.61,15243.9,33519.05,37916.91,35319.46,122842.75
FIN-00630,2024-09-21,272453.55,74139.15,29084.94,94749.66,74479.8,67349.07,263675.87
FIN-00631,2024-09-22,122046.48,46785.59,18939.51,40724.41,15596.97,16657.78,120637.36
FIN-00632,2024-09-23,294613.53,89957.53,33609.7,80121.08,90925.22,104143.5,322269.08
FIN-00633,2024-09-24,157529.8,42454.08,17704.88,46817.24,50553.6,57847.93,164616.56
FIN-00634,2024-09-25,110764.08,38308.24,21464.22,27007.83,23983.79,21623.74,111353.05
FIN-00635,2024-09-26,302822.21,94968.43,43694.02,77781.25,86378.51,91995.01,299895.33
FIN-00636,2024-09-27,259651.23,92967.26,38465.12,84483.94,43734.91,41017.28,277440.32
FIN-00637,2024-09-28,214036.9,72440.89,28393.76,44161.71,69040.54,58700.89,223728.82
FIN-00638,2024-09-29,173886.18,55400.53,31971.57,48788.6,37725.48,33047.06,172938.44
FIN-00639,2024-09-30,232758.72,65429.77,33548.58,79172.32,54608.05,50817.14,223226.18
FIN-00640,2024-10-01,392751.02,150565.42,56746.87,80898.69,104540.04,91573.18,380563.77
FIN-00641,2024-10-02,74159.02,21682.91,10382.75,21719.09,20374.27,19450.03,76715.57
FIN-00642,2024-10-03,548796.86,161160.27,59152.9,130086.37,198397.32,209142.16,525950.38
FIN-00643,2024-10-04,167648.76,43912.62,25593.4,33871.87,64270.87,65640.91,179582.54
FIN-00644,2024-10-05,227214.42,60643.32,33834.05,78602.5,54134.55,59691.43,237765.53
FIN-00645,2024-10-06,184797.79,51076.0,26371.55,39718.1,67632.14,76375.22,176880.06
FIN-00646,2024-10-07,273693.21,71560.16,28728.84,79295.27,94108.94,107396.88,263913.93
FIN-00647,2024-10-08,49460.31,19340.59,5674.8,13041.93,11402.99,11042.46,54292.64
FIN-00648,2024-10-09,318278.07,120567.41,52559.69,100463.21,44687.76,45862.06,343038.89
FIN-00649,2024-10-10,183047.0,59953.31,20823.59,53857.84,48412.26,52229.66,181600.98
FIN-00650,2024-10-11,393311.35,99889.47,61980.96,85942.28,145498.64,157188.06,411035.84
FIN-00651,2024-10-12,89496.4,25861.55,16883.14,31097.07,15654.64,17070.42,87740.2
FIN-00652,2024-10-13,260802.27,94977.2,42827.32,87554.87,35442.88,36350.4,268625.3
FIN-00653,2024-10-14,284327.03,71328.72,54563.85,90075.38,68359.08,65910.98,304245.14
FIN-00654,2024-10-15,312277.82,81796.03,37974.93,62480.98,130025.88,118099.88,302556.55
FIN-00655,2024-10-16,463748.58,157993.93,79393.63,160253.08,66107.94,60673.97,441600.16
FIN-00656,2024-10-17,451156.24,145750.83,47140.36,111582.12,146682.93,132027.54,463792.25
FIN-00657,2024-10-18,426284.19,144357.37,64402.82,97244.47,120279.53,138020.98,418742.13
FIN-00658,2024-10-19,206865.44,75688.56,38018.34,61651.17,31507.37,34172.81,198832.57
FIN-00659,2024-10-20,191925.69,69658.88,21150.26,53634.74,47481.81,51102.68,200533.5
FIN-00660,2024-10-21,420759.08,158080.91,75170.36,126898.43,60609.38,59048.47,404960.81
FIN-00661,2024-10-22,72915.07,28438.09,10825.71,19846.43,13804.84,15642.95,74399.8
FIN-00662,2024-10-23,318144.52,115385.41,45959.27,74263.83,82536.01,81423.86,307686.47
FIN-00663,2024-10-24,224614.08,63250.28,25724.32,64708.56,70930.92,81312.97,218880.25
FIN-00664,2024-10-25,103700.89,40104.19,19119.25,24070.5,20406.95,21338.67,105882.58
FIN-00665,2024-10-26,257268.48,76328.56,46181.86,68865.08,65892.98,65450.2,279294.15
FIN-00666,2024-10-27,136682.41,37477.04,24276.19,34084.02,40845.16,35057.25,139727.01
FIN-00667,2024-10-28,219711.07,79478.01,41365.37,60577.87,38289.82,39109.94,239723.58
FIN-00668,2024-10-29,375278.62,128466.9,42505.54,89654.57,114651.61,116755.39,367689.8
FIN-00669,2024-10-30,212525.71,83366.77,35053.91,52478.28,41626.75,40464.82,219304.97
FIN-00670,2024-10-31,194323.62,73995.28,34878.88,39397.0,46052.46,39972.48,203801.01
FIN-00671,2024-11-01,109944.32,34799.73,11512.1,35256.85,28375.64,30170.73,106313.17
FIN-00672,2024-11-02,185415.48,57457.97,36220.74,52098.44,39638.33,43115.28,191617.85
FIN-00673,2024-11-03,417441.65,144559.45,80839.9,139064.78,52977.52,60134.72,400156.61
FIN-00674,2024-11-04,316913.93,99633.2,43709.2,68760.28,104811.25,119283.59,345422.46
FIN-00675,2024-11-05,139670.34,47376.12,13970.65,45119.45,33204.12,37273.21,132919.24
FIN-00676,2024-11-06,347829.43,91843.71,54093.3,119308.09,82584.33,93303.18,354451.95
FIN-00677,2024-11-07,252534.6,100431.61,38901.59,76942.33,36259.07,40600.64,267963.3
FIN-00678,2024-11-08,244654.3,73322.6,39634.33,75909.7,55787.67,55694.24,254041.51
FIN-00679,2024-11-09,307578.85,86793.8,41749.94,63350.6,115684.51,130135.99,327525.14
FIN-00680,2024-11-10,258996.78,98164.19,43715.81,73550.55,43566.23,45812.87,273629.47
FIN-00681,2024-11-11,359286.4,138362.22,67294.27,109052.99,44576.92,51016.24,360674.55
FIN-00682,2024-11-12,137274.15,54104.47,27136.03,35590.49,20443.16,17976.95,139722.8
FIN-00683,2024-11-13,305196.28,91995.46,37817.36,67658.6,107724.86,96950.01,315762.25
FIN-00684,2024-11-14,317042.94,124623.53,36901.33,91020.26,64497.82,72928.02,332013.9
FIN-00685,2024-11-15,273107.62,102007.03,28793.45,65698.75,76608.39,80093.19,270281.77
FIN-00686,2024-11-16,407284.02,132469.37,47221.1,136590.36,91003.19,102484.29,404861.67
FIN-00687,2024-11-17,301376.97,80013.74,32726.45,70185.3,118451.48,135064.98,294060.66
FIN-00688,2024-11-18,229484.19,62459.73,43684.75,46060.54,77279.17,76291.67,222643.28
FIN-00689,2024-11-19,197617.84,62193.49,33644.66,50550.85,51228.84,58159.96,216869.3
FIN-00690,2024-11-20,284520.35,89864.35,33220.25,94876.56,66559.19,75999.31,294267.15
FIN-00691,2024-11-21,382109.18,118751.72,51530.07,118661.24,93166.15,95896.79,393462.26
FIN-00692,2024-11-22,192079.66,75728.59,22273.43,54426.71,39650.93,35704.63,207569.85
FIN-00693,2024-11-23,171793.39,60811.24,17967.45,44372.84,48641.86,50971.48,177697.94
FIN-00694,2024-11-24,141205.85,53731.35,15558.69,42563.88,29351.93,31426.71,140336.56
FIN-00695,2024-11-25,118196.16,46723.87,20394.04,38842.96,12235.29,14059.95,122746.21
FIN-00696,2024-11-26,374919.7,95568.92,61308.0,118283.61,99759.17,91527.46,409477.07
FIN-00697,2024-11-27,297133.93,85999.87,43169.31,103244.25,64720.5,57190.96,321307.0
FIN-00698,2024-11-28,205403.07,69244.95,40564.26,45743.26,49850.6,43934.43,211192.33
FIN-00699,2024-11-29,273240.71,70621.21,49911.12,86002.13,66706.25,61694.28,281937.24
FIN-00700,2024-11-30,294988.07,96200.77,51478.76,66312.78,80995.76,84508.77,308223.66
FIN-00701,2024-12-01,146088.1,44407.85,27874.04,45484.41,28321.8,27921.83,145630.9
FIN-00702,2024-12-02,136145.28,34468.15,15173.37,35272.48,51231.28,46957.91,148233.72
FIN-00703,2024-12-03,103747.32,27309.99,16689.85,25546.21,34201.27,37441.05,107999.02
FIN-00704,2024-12-04,258250.26,95264.81,39913.9,69096.05,53975.5,54506.23,274259.63
FIN-00705,2024-12-05,220629.67,82182.57,37256.51,62696.07,38494.52,42978.74,221887.87
FIN-00706,2024-12-06,220475.87,76809.16,32790.68,72969.95,37906.08,40591.29,217524.24
FIN-00707,2024-12-07,284641.49,104887.3,33276.95,76095.24,70382.0,65603.07,312511.43
FIN-00708,2024-12-08,305323.23,114984.9,30949.53,101642.2,57746.6,60594.39,314578.84
FIN-00709,2024-12-09,99950.24,31506.11,19693.85,29562.89,19187.39,19681.34,101397.16
FIN-00710,2024-12-10,164795.04,48826.32,23414.76,48670.79,43883.17,50347.07,156706.22
FIN-00711,2024-12-11,349087.6,88817.8,46598.69,102110.9,111560.21,128169.56,375371.91
FIN-00712,2024-12-12,111588.33,43754.81,20799.9,26348.71,20684.91,18191.95,111888.53
FIN-00713,2024-12-13,230004.23,75266.13,25465.82,56267.78,73004.5,65602.18,250710.84
FIN-00714,2024-12-14,65019.54,24176.85,9132.5,22390.82,9319.37,8832.36,63192.55
FIN-00715,2024-12-15,83371.33,21068.81,14569.62,21681.62,26051.28,24801.99,83584.91
FIN-00716,2024-12-16,291802.24,112442.87,55901.91,76498.64,46958.82,49718.0,300780.83
FIN-00717,2024-12-17,178386.92,51494.31,35260.59,60844.78,30787.24,30393.51,173277.61
FIN-00718,2024-12-18,245220.15,73828.38,36281.34,50526.72,84583.71,88913.59,241575.15
FIN-00719,2024-12-19,204113.99,71669.54,21871.77,46635.46,63937.22,59785.1,208669.74
FIN-00720,2024-12-20,270858.33,93760.15,53779.64,88084.81,35233.73,38366.32,293106.41
FIN-00721,2024-12-21,145222.78,56974.09,14810.53,44887.6,28550.56,31502.49,153968.94
FIN-00722,2024-12-22,217709.78,80066.03,22557.06,67225.29,47861.4,50194.56,236440.15
FIN-00723,2024-12-23,168089.38,44983.93,18505.98,40329.96,64269.51,71491.43,175721.43
FIN-00724,2024-12-24,254564.28,96737.82,27305.34,72501.34,58019.78,59351.61,251962.12
FIN-00725,2024-12-25,291290.09,113160.53,43254.87,89569.43,45305.26,38647.42,291053.16
FIN-00726,2024-12-26,240123.45,84696.97,29905.08,72479.47,53041.93,60096.56,249956.35
FIN-00727,2024-12-27,338655.13,121714.04,38252.93,87135.88,91552.28,94095.62,321738.6
FIN-00728,2024-12-28,281677.23,102396.15,40854.34,74675.6,63751.14,63476.13,284157.39
FIN-00729,2024-12-29,275671.63,69451.83,52208.29,67785.07,86226.44,92798.61,280371.03
FIN-00730,2024-12-30,266893.52,103765.05,50572.48,68980.23,43575.76,40770.9,291788.38
FIN-00731,2024-12-31,141920.04,50310.36,28012.7,40229.18,23367.8,26321.01,139153.67
FIN-00732,2025-01-01,188878.25,69332.65,28451.34,61610.2,29484.06,28787.17,184220.93
FIN-00733,2025-01-02,284366.86,94996.49,42232.99,72904.72,74232.66,64184.38,299883.17
FIN-00734,2025-01-03,239526.04,85460.57,27679.63,62272.46,64113.38,68747.18,242685.7
FIN-00735,2025-01-04,88069.26,33494.53,11566.93,20120.95,22886.85,24457.15,90756.58
FIN-00736,2025-01-05,231939.87,63148.06,30819.34,68050.53,69921.94,70660.21,247174.91
FIN-00737,2025-01-06,170630.22,60694.06,24199.69,52688.79,33047.68,36155.39,165674.57
FIN-00738,2025-01-07,362842.19,123868.6,64619.91,79959.66,94394.02,87597.61,397270.93
FIN-00739,2025-01-08,158888.51,55806.49,24563.89,51304.11,27214.02,29754.39,154233.48
FIN-00740,2025-01-09,335584.94,108123.32,44969.51,97998.67,84493.44,93658.61,328757.87
FIN-00741,2025-01-10,224176.8,60654.9,30297.59,58629.93,74594.38,81249.01,215412.47
FIN-00742,2025-01-11,247694.89,93249.92,30988.44,66765.61,56690.92,56041.84,257984.45
FIN-00743,2025-01-12,146436.21,40351.27,27283.24,47026.37,31775.33,34341.56,140842.65
FIN-00744,2025-01-13,140457.63,46025.55,14929.04,41069.43,38433.61,43622.17,142839.82
FIN-00745,2025-01-14,100451.16,33303.95,19487.68,31149.59,16509.94,16476.59,104447.41
FIN-00746,2025-01-15,265132.44,89053.96,41911.66,62424.05,71742.77,76236.14,262691.73
FIN-00747,2025-01-16,319223.98,92814.12,52607.31,77710.74,96091.81,86239.07,345367.63
FIN-00748,2025-01-17,420161.81,141035.5,65516.89,131729.2,81880.22,70228.15,451358.02
FIN-00749,2025-01-18,247433.51,90693.24,25893.97,52089.08,78757.22,84111.19,258147.63
FIN-00750,2025-01-19,57448.88,15125.31,9508.0,19376.57,13439.0,11759.47,58104.33
FIN-00751,2025-01-20,92997.58,34449.81,18361.03,31947.08,8239.66,8332.8,88869.55
FIN-00752,2025-01-21,243992.12,77125.92,32087.69,53494.06,81284.45,83664.65,258180.81
FIN-00753,2025-01-22,156990.3,54525.11,20479.01,43567.92,38418.26,32896.59,152257.81
FIN-00754,2025-01-23,175980.37,44366.33,32120.73,59120.3,40373.01,35974.93,172397.54
FIN-00755,2025-01-24,259606.81,94227.04,42158.99,55781.13,67439.65,68447.98,261361.93
FIN-00756,2025-01-25,193131.35,71245.49,29087.49,46224.31,46574.06,50738.81,210279.45
FIN-00757,2025-01-26,345802.48,111089.99,36078.38,81877.25,116756.86,128983.64,380163.71
FIN-00758,2025-01-27,515915.16,173315.51,82774.07,131358.05,128467.53,114484.49,564076.9
FIN-00759,2025-01-28,148423.37,50993.45,26369.55,40840.75,30219.62,34090.79,162545.72
FIN-00760,2025-01-29,364811.79,112761.56,69761.75,73417.63,108870.85,105774.38,360348.7
FIN-00761,2025-01-30,222602.69,77202.35,35129.68,67929.97,42340.69,45332.35,215663.78
FIN-00762,2025-01-31,9000.0,3399.43,1074.05,2001.74,2524.78,2208.23,8798.86
FIN-00763,2025-02-01,222248.53,63171.63,22675.33,76633.93,59767.64,66930.89,226336.39
FIN-00764,2025-02-02,337139.22,129507.37,61913.42,96197.84,49520.59,49263.18,345698.65
FIN-00765,2025-02-03,120749.78,45427.99,20832.72,30876.89,23612.18,21491.81,125076.91
FIN-00766,2025-02-04,265930.53,92394.11,43608.18,57214.64,72713.6,75927.67,268587.29
FIN-00767,2025-02-05,285563.68,111139.93,42897.9,63205.34,68320.51,78094.85,280170.04
FIN-00768,2025-02-06,139174.51,54763.4,25502.46,29923.7,28984.95,31462.89,149258.05
FIN-00769,2025-02-07,274042.97,91307.83,42934.91,61851.18,77949.05,82295.71,287691.17
FIN-00770,2025-02-08,319663.06,88683.72,35917.48,100834.14,94227.72,105989.21,330634.89
FIN-00771,2025-02-09,281984.31,84910.72,35402.68,58493.23,103177.68,118177.86,298699.1
FIN-00772,2025-02-10,161023.46,42767.23,31534.58,52170.1,34551.55,29409.74,173101.53
FIN-00773,2025-02-11,309914.36,78181.83,44475.34,99469.03,87788.16,86671.63,326441.87
FIN-00774,2025-02-12,207339.71,58266.7,28056.27,44852.66,76164.08,69688.72,212489.9
FIN-00775,2025-02-13,166892.07,55043.84,17732.34,50312.0,43803.89,41690.92,180923.11
FIN-00776,2025-02-14,222439.82,83072.14,33039.62,68854.12,37473.94,41685.73,218269.49
FIN-00777,2025-02-15,343463.72,129207.63,36568.81,99138.31,78548.97,82512.06,370758.21
FIN-00778,2025-02-16,210572.6,52665.15,21824.8,48117.57,87965.08,100261.31,206309.03
FIN-00779,2025-02-17,411583.51,103060.82,57479.25,134214.14,116829.3,120783.34,438404.61
FIN-00780,2025-02-18,113471.14,42002.41,22309.34,35649.57,13509.82,11884.44,120073.33
FIN-00781,2025-02-19,369881.38,105585.67,58299.96,100525.48,105470.27,107470.23,390803.3
FIN-00782,2025-02-20,237033.21,73537.12,36308.63,47491.52,79695.94,78104.1,239046.56
FIN-00783,2025-02-21,215934.42,85045.42,28147.42,51997.57,50744.01,52165.19,211659.75
FIN-00784,2025-02-22,316867.32,88854.67,32633.58,90274.95,105104.12,107931.59,321858.65
FIN-00785,2025-02-23,344557.72,106436.01,67914.14,90561.93,79645.64,87282.81,377947.43
FIN-00786,2025-02-24,190433.7,65397.35,30499.08,43399.37,51137.9,49672.51,194550.44
FIN-00787,2025-02-25,458129.85,173520.74,55463.67,117856.44,111289.0,103105.02,457080.8
FIN-00788,2025-02-26,337389.84,95719.67,36750.35,91756.53,113163.29,126799.67,322214.5
FIN-00789,2025-02-27,225108.65,84715.28,41968.52,73524.76,24900.09,24299.55,230287.96
FIN-00790,2025-02-28,143149.07,51592.96,27011.74,45221.21,19323.16,22214.12,149406.33
FIN-00791,2025-03-01,147715.62,50829.14,23560.67,39464.96,33860.85,28925.49,161007.52
FIN-00792,2025-03-02,283378.73,108113.03,42945.42,70247.01,62073.27,64061.38,291846.63
FIN-00793,2025-03-03,228903.13,82309.54,35443.81,47754.99,63394.79,65490.93,221818.14
FIN-00794,2025-03-04,252484.38,99542.75,41558.28,74282.61,37100.74,37198.21,242050.58
FIN-00795,2025-03-05,327356.51,107293.85,35024.1,111690.43,73348.13,76229.08,315412.41
FIN-00796,2025-03-06,41529.83,15157.28,4308.53,8674.56,13389.46,15008.3,41030.29
FIN-00797,2025-03-07,171151.28,67239.48,29133.7,53332.37,21445.73,18528.65,169654.56
FIN-00798,2025-03-08,137714.91,51882.85,22332.51,33699.88,29799.67,30543.96,143572.78
FIN-00799,2025-03-09,288455.13,83111.25,42471.57,74722.7,88149.61,97366.39,299727.77
FIN-00800,2025-03-10,212859.55,76120.3,32220.68,74094.59,30423.98,27814.49,223864.76
FIN-00801,2025-03-11,273043.6,89727.72,43240.44,72085.96,67989.48,59639.84,296316.39
FIN-00802,2025-03-12,124195.92,34095.66,23380.81,43372.46,23346.99,22228.72,124575.48
FIN-00803,2025-03-13,251053.74,80590.06,32382.66,68577.42,69503.6,73079.86,268594.82
FIN-00804,2025-03-14,200717.06,77496.78,36513.2,67050.01,19657.07,19659.18,217096.94
FIN-00805,2025-03-15,162911.08,63348.52,30406.94,44875.73,24279.89,27426.84,161472.8
FIN-00806,2025-03-16,328760.89,118201.51,58038.74,98797.96,53722.68,49126.54,318945.78
FIN-00807,2025-03-17,195882.11,60182.33,32208.29,54946.18,48545.31,50035.26,196192.43
FIN-00808,2025-03-18,196546.35,50880.89,24539.81,59063.76,62061.89,60467.35,202815.52
FIN-00809,2025-03-19,43627.41,13357.01,6369.89,9645.41,14255.1,14186.03,45239.54
FIN-00810,2025-03-20,146759.57,46450.16,16485.04,47455.2,36369.17,36371.95,154583.39
FIN-00811,2025-03-21,133654.53,46929.74,25547.75,28046.98,33130.06,29490.29,137025.79
FIN-00812,2025-03-22,189975.15,70529.63,23516.78,55429.1,40499.64,36447.47,190043.26
FIN-00813,2025-03-23,199926.52,73436.08,20386.21,60922.15,45182.08,46715.76,205767.49
FIN-00814,2025-03-24,337592.47,89885.93,36185.33,116301.02,95220.19,81272.4,355995.39
FIN-00815,2025-03-25,321047.97,121750.33,58766.89,102924.64,37606.11,35424.01,351995.24
FIN-00816,2025-03-26,194964.26,49808.83,29209.49,65999.07,49946.87,45216.1,197288.61
FIN-00817,2025-03-27,107122.65,38216.34,18174.68,25763.73,24967.9,24661.72,106951.09
FIN-00818,2025-03-28,268153.52,70157.19,31746.1,63631.44,102618.79,113002.77,259306.4
FIN-00819,2025-03-29,257203.02,96245.75,43037.72,70189.34,47730.21,50083.97,281336.94
FIN-00820,2025-03-30,204623.22,57839.8,40627.63,54444.36,51711.43,56665.86,205642.21
FIN-00821,2025-03-31,269153.55,86692.43,52108.94,57284.98,73067.2,71640.2,264927.0
FIN-00822,2025-04-01,161974.06,61380.58,17690.74,35121.69,47781.05,46579.02,178103.69
FIN-00823,2025-04-02,290308.36,94544.86,53330.41,83995.39,58437.7,56031.75,289180.48
FIN-00824,2025-04-03,394506.99,108618.08,74211.51,104438.0,107239.4,110424.36,400059.39
FIN-00825,2025-04-04,196643.99,72562.35,28688.75,67023.41,28369.48,29903.45,206915.99
FIN-00826,2025-04-05,173741.32,52151.68,25763.66,60151.93,35674.05,37228.2,172818.3
FIN-00827,2025-04-06,226477.06,78646.77,23896.98,54883.88,69049.43,64883.82,240205.37
FIN-00828,2025-04-07,113927.34,33273.4,11601.51,29339.62,39712.81,41060.25,121729.77
FIN-00829,2025-04-08,309108.09,82167.27,53773.58,70274.09,102893.15,109689.28,333523.51
FIN-00830,2025-04-09,352505.3,117587.68,54244.49,107688.28,72984.85,71545.17,387450.22
FIN-00831,2025-04-10,48202.56,15759.69,6684.31,10803.9,14954.66,16301.81,50837.1
FIN-00832,2025-04-11,166954.07,48897.22,17056.31,44117.33,56883.21,58830.06,172380.39
FIN-00833,2025-04-12,279297.66,102635.94,33938.71,71969.05,70753.96,60786.49,283612.87
FIN-00834,2025-04-13,242227.28,81953.92,47145.49,56134.1,56993.77,56468.53,243340.42
FIN-00835,2025-04-14,121158.57,42048.61,18803.59,36108.96,24197.41,24420.05,130966.14
FIN-00836,2025-04-15,189025.9,53834.72,31955.38,38808.39,64427.41,55242.47,179940.87
FIN-00837,2025-04-16,312956.28,107901.45,37877.96,104920.68,62256.19,64924.64,332218.15
FIN-00838,2025-04-17,143310.28,37542.39,17316.68,33200.12,55251.09,52905.81,140689.51
FIN-00839,2025-04-18,248386.41,96486.18,36433.39,68822.78,46644.06,47472.04,260084.42
FIN-00840,2025-04-19,169732.85,63542.38,27154.63,46860.42,32175.42,35356.04,181882.36
FIN-00841,2025-04-20,179472.93,48359.89,20586.04,39560.07,70966.93,60343.78,178591.84
FIN-00842,2025-04-21,170948.24,50859.55,25808.92,47438.88,46840.89,49793.24,186290.43
FIN-00843,2025-04-22,408401.89,149625.82,45428.91,130366.92,82980.24,77512.91,399240.67
FIN-00844,2025-04-23,144069.66,51479.25,26165.58,39067.65,27357.18,27442.36,140242.38
FIN-00845,2025-04-24,329980.45,101447.06,53679.41,74048.59,100805.39,102034.55,336801.94
FIN-00846,2025-04-25,154881.81,61410.23,30335.87,46670.19,16465.52,15778.12,169317.8
FIN-00847,2025-04-26,290350.88,79060.83,57547.46,92978.12,60764.47,63354.14,316430.17
FIN-00848,2025-04-27,212295.24,65349.0,26023.1,47554.57,73368.57,66420.59,213479.8
FIN-00849,2025-04-28,440808.41,138234.19,51785.5,120679.65,130109.07,147533.16,447503.79
FIN-00850,2025-04-29,242440.15,95136.96,33064.85,62913.32,51325.02,44577.14,262686.31
FIN-00851,2025-04-30,274568.75,91153.87,29016.6,81808.0,72590.28,79260.0,283420.54
