customer_id,customer_name,customer_segment,region,acquisition_date,purchase_frequency,average_order_value,lifetime_value,retention_status
CUST-01268,Omni Digital 1268,Enterprise,REG-02,2024-03-13,26.8,5209.75,259660.19,Active
CUST-01269,Apex Global 1269,Enterprise,REG-04,2023-06-23,59.5,3857.49,780341.06,Active
CUST-01270,Synergy Systems 1270,Startup,REG-03,2023-05-02,8.5,3736.46,44306.66,Churned
CUST-01271,Nexus Dynamic 1271,Mid-Market,REG-04,2024-06-27,16.1,2269.56,79586.22,Active
CUST-01272,Nexus Dynamic 1272,Startup,REG-03,2023-12-23,17.8,1448.83,60560.12,Active
CUST-01273,Omni Digital 1273,Enterprise,REG-01,2025-06-01,56.4,3060.75,467552.2,Active
CUST-01274,Apex Global 1274,Government,REG-04,2025-04-14,4.8,3783.68,61877.63,Active
CUST-01275,Omni Digital 1275,SMB,REG-02,2023-07-06,15.8,1734.13,64023.15,Active
CUST-01276,Quantum Labs 1276,Startup,REG-03,2023-05-22,16.4,2788.84,80752.69,Active
CUST-01277,Omni Digital 1277,Startup,REG-05,2024-05-19,11.6,3374.91,81611.58,Active
CUST-01278,TechCorp 1278,Startup,REG-05,2025-03-06,14.5,3118.99,127405.01,Active
CUST-01279,Horizon Inc 1279,Mid-Market,REG-01,2024-01-07,24.1,7703.31,616000.69,Churned
CUST-01280,Omni Digital 1280,SMB,REG-02,2023-10-29,10.3,3423.38,87039.59,Active
CUST-01281,Synergy Systems 1281,Mid-Market,REG-02,2025-04-27,12.1,6228.97,110767.73,Active
CUST-01282,Apex Global 1282,Government,REG-01,2024-12-13,29.1,2701.34,221144.71,Active
CUST-01283,TechCorp 1283,Government,REG-05,2025-06-10,7.3,1521.16,16933.63,Active
CUST-01284,Nexus Dynamic 1284,Startup,REG-04,2023-06-03,15.8,2144.18,51571.14,Active
CUST-01285,Synergy Systems 1285,Government,REG-04,2025-01-09,12.1,4852.33,164342.23,Active
CUST-01286,Quantum Labs 1286,Enterprise,REG-01,2024-09-10,46.6,6784.6,387297.44,Active
CUST-01287,Nexus Dynamic 1287,Startup,REG-03,2025-07-30,12.3,1571.12,33293.19,Active
CUST-01288,Vanguard Solutions 1288,Enterprise,REG-05,2024-01-22,58.8,2813.9,279174.11,Active
CUST-01289,Quantum Labs 1289,Government,REG-02,2025-04-22,23.1,3686.3,267036.35,Active
CUST-01290,Omni Digital 1290,Government,REG-03,2024-10-30,20.3,5093.08,163261.99,Active
CUST-01291,Vanguard Solutions 1291,Mid-Market,REG-03,2023-04-22,7.8,3538.91,82568.51,Active
CUST-01292,Vanguard Solutions 1292,SMB,REG-02,2024-07-08,3.9,1241.68,5933.32,Active
CUST-01293,TechCorp 1293,Startup,REG-02,2024-10-15,18.7,1341.17,35001.24,Active
CUST-01294,Nexus Dynamic 1294,Startup,REG-04,2023-02-16,2.9,826.24,4576.04,Active
CUST-01295,Apex Global 1295,Government,REG-05,2023-07-19,11.5,2800.87,65013.5,Churned
CUST-01296,Innovate X 1296,SMB,REG-04,2025-07-07,15.3,853.51,39923.55,Active
CUST-01297,Apex Global 1297,Government,REG-04,2024-08-23,26.5,946.39,39394.94,Active
CUST-01298,Starlight Media 1298,Enterprise,REG-02,2025-06-24,17.6,8655.33,232154.29,Active
CUST-01299,Nexus Dynamic 1299,Startup,REG-05,2024-10-29,11.4,3190.23,81073.09,Churned
CUST-01300,Vanguard Solutions 1300,SMB,REG-05,2025-05-26,18.9,640.05,34347.51,Active
CUST-01301,TechCorp 1301,Mid-Market,REG-05,2024-09-13,6.7,2066.81,36611.97,Active
CUST-01302,Quantum Labs 1302,Mid-Market,REG-03,2024-07-14,35.2,6581.68,754985.28,Active
CUST-01303,Apex Global 1303,SMB,REG-02,2025-08-14,7.3,738.57,13618.96,Active
CUST-01304,Synergy Systems 1304,Mid-Market,REG-04,2023-09-22,39.5,7849.39,916273.8,Active
CUST-01305,Synergy Systems 1305,Enterprise,REG-05,2024-05-14,8.1,10519.53,180825.44,Active
CUST-01306,Starlight Media 1306,Government,REG-03,2024-06-08,25.8,5748.24,305429.02,Active
CUST-01307,Vanguard Solutions 1307,Government,REG-03,2025-06-17,26.6,4333.42,302859.03,Active
CUST-01308,Apex Global 1308,Startup,REG-01,2023-06-08,17.4,1517.31,41288.12,Active
CUST-01309,Quantum Labs 1309,Mid-Market,REG-04,2025-06-14,20.6,1654.52,77420.42,Active
CUST-01310,Vanguard Solutions 1310,Enterprise,REG-01,2023-07-04,45.5,11133.33,1682676.54,Active
CUST-01311,Quantum Labs 1311,Government,REG-03,2023-03-08,11.6,5981.3,160863.18,Active
CUST-01312,Horizon Inc 1312,Enterprise,REG-03,2024-04-10,8.1,3135.28,57925.85,Active
CUST-01313,Quantum Labs 1313,Startup,REG-01,2024-09-07,15.9,718.4,34948.78,Active
CUST-01314,Synergy Systems 1314,Mid-Market,REG-01,2023-08-05,35.2,7668.52,748371.17,Active
CUST-01315,Omni Digital 1315,Enterprise,REG-02,2023-03-12,20.8,2357.95,157420.13,Active
CUST-01316,Omni Digital 1316,Startup,REG-02,2024-11-16,18.1,1144.27,27413.61,Active
CUST-01317,Synergy Systems 1317,SMB,REG-03,2023-06-18,5.6,3796.8,49067.31,Active
CUST-01318,Innovate X 1318,Government,REG-03,2025-07-23,21.7,2792.97,74113.36,Active
CUST-01319,Horizon Inc 1319,Mid-Market,REG-01,2025-01-10,28.0,5315.59,289425.25,Active
CUST-01320,Omni Digital 1320,Enterprise,REG-02,2025-07-07,30.8,3048.61,299334.2,Churned
CUST-01321,Quantum Labs 1321,SMB,REG-05,2025-01-09,2.1,2076.96,13585.45,Churned
CUST-01322,Synergy Systems 1322,Startup,REG-01,2023-02-07,5.9,3926.61,50189.1,Active
CUST-01323,TechCorp 1323,Startup,REG-04,2023-08-10,8.3,3833.32,109290.26,Active
CUST-01324,Quantum Labs 1324,SMB,REG-03,2023-01-17,7.4,1574.38,35927.76,Churned
CUST-01325,Horizon Inc 1325,Government,REG-04,2024-02-25,12.5,5097.98,138885.11,Active
CUST-01326,Omni Digital 1326,Enterprise,REG-02,2024-04-14,29.1,3357.4,250919.01,Active
CUST-01327,Apex Global 1327,SMB,REG-04,2024-10-11,7.1,2671.32,63116.52,Active
CUST-01328,Innovate X 1328,Enterprise,REG-01,2024-10-27,6.9,11291.22,112069.05,Active
CUST-01329,Omni Digital 1329,Startup,REG-01,2024-10-10,10.0,2534.32,32314.14,Active
CUST-01330,Apex Global 1330,Mid-Market,REG-02,2025-03-06,20.4,3667.56,123434.25,Active
CUST-01331,Horizon Inc 1331,SMB,REG-04,2024-02-27,18.3,2757.01,151595.01,Active
CUST-01332,Omni Digital 1332,Mid-Market,REG-05,2023-10-18,13.6,5610.77,145517.39,Active
CUST-01333,Starlight Media 1333,Mid-Market,REG-01,2025-07-10,36.7,1228.72,56835.05,Active
CUST-01334,Omni Digital 1334,Startup,REG-03,2023-12-10,5.1,2502.66,27940.02,Active
CUST-01335,Omni Digital 1335,Mid-Market,REG-05,2024-10-21,18.2,1361.07,82822.5,Active
CUST-01336,Synergy Systems 1336,Mid-Market,REG-04,2025-07-14,15.5,2109.11,56595.99,Active
CUST-01337,Starlight Media 1337,Startup,REG-01,2024-10-08,12.4,1872.04,68548.75,Active
CUST-01338,Synergy Systems 1338,Mid-Market,REG-03,2023-07-28,7.4,1179.48,10705.41,Active
CUST-01339,Synergy Systems 1339,Enterprise,REG-05,2024-12-25,35.4,11710.2,1042622.97,Churned
CUST-01340,Vanguard Solutions 1340,Government,REG-03,2023-07-11,9.5,5464.02,97739.06,Active
CUST-01341,Innovate X 1341,Government,REG-03,2024-11-06,4.4,1185.56,7984.68,Churned
CUST-01342,Synergy Systems 1342,Enterprise,REG-01,2024-04-15,56.1,2788.19,238727.67,Active
CUST-01343,TechCorp 1343,Enterprise,REG-01,2024-05-21,51.6,11083.55,959859.49,Churned
CUST-01344,Horizon Inc 1344,Government,REG-01,2024-05-13,28.9,1150.64,92473.77,Active
CUST-01345,TechCorp 1345,Government,REG-02,2023-07-04,11.1,5494.1,165709.11,Active
CUST-01346,Nexus Dynamic 1346,Enterprise,REG-03,2023-12-22,32.1,7947.05,626758.59,Active
CUST-01347,Horizon Inc 1347,Enterprise,REG-02,2024-09-12,7.6,1741.9,31467.94,Active
CUST-01348,Nexus Dynamic 1348,Enterprise,REG-02,2023-01-31,23.7,3807.49,259325.55,Active
CUST-01349,Quantum Labs 1349,SMB,REG-04,2023-07-24,19.2,1719.94,81515.03,Active
CUST-01350,Nexus Dynamic 1350,Government,REG-05,2025-08-27,13.8,1763.53,38885.37,Active
CUST-01351,Quantum Labs 1351,Government,REG-01,2024-08-20,24.4,3834.79,147932.6,Active
CUST-01352,Omni Digital 1352,Government,REG-04,2024-03-09,19.1,2176.29,80354.35,Churned
CUST-01353,TechCorp 1353,Government,REG-02,2024-08-03,12.5,5463.95,210668.46,Active
CUST-01354,Starlight Media 1354,Startup,REG-03,2024-08-23,9.4,2613.59,79051.14,Active
CUST-01355,Vanguard Solutions 1355,SMB,REG-04,2023-01-31,4.1,3331.64,29881.87,Active
CUST-01356,TechCorp 1356,Enterprise,REG-02,2024-11-03,26.1,3022.92,151740.33,Churned
CUST-01357,Nexus Dynamic 1357,SMB,REG-02,2024-04-21,12.2,1625.46,34407.94,Churned
CUST-01358,Apex Global 1358,Startup,REG-02,2024-06-23,5.9,2463.36,41383.77,Active
CUST-01359,Quantum Labs 1359,Startup,REG-04,2024-11-29,15.6,1612.24,48699.25,Active
CUST-01360,Omni Digital 1360,Government,REG-01,2023-10-09,14.4,1401.49,32161.6,Active
CUST-01361,Quantum Labs 1361,Mid-Market,REG-05,2023-01-22,14.3,5505.67,249501.71,Active
CUST-01362,Horizon Inc 1362,SMB,REG-02,2025-05-11,19.4,629.53,29640.35,Active
CUST-01363,Horizon Inc 1363,Enterprise,REG-01,2024-04-26,11.1,9926.39,315506.99,Active
CUST-01364,Quantum Labs 1364,Government,REG-01,2024-07-23,23.9,3342.55,104513.48,Active
CUST-01365,TechCorp 1365,Government,REG-01,2025-05-13,13.1,3994.38,66316.51,Churned
CUST-01366,Horizon Inc 1366,Mid-Market,REG-01,2023-11-27,35.0,6069.77,365524.41,Churned
CUST-01367,TechCorp 1367,Startup,REG-01,2025-08-14,14.4,683.72,31817.28,Churned
CUST-01368,Synergy Systems 1368,SMB,REG-01,2023-09-28,7.9,2644.63,64113.4,Active
CUST-01369,Omni Digital 1369,Mid-Market,REG-05,2024-04-16,8.3,3235.33,41364.82,Active
CUST-01370,Horizon Inc 1370,Government,REG-01,2024-06-18,17.2,3783.89,177085.3,Active
CUST-01371,Vanguard Solutions 1371,Government,REG-02,2023-04-05,10.1,2305.23,32373.06,Active
CUST-01372,Omni Digital 1372,Mid-Market,REG-01,2023-03-18,39.0,1421.87,68217.9,Active
CUST-01373,Horizon Inc 1373,Mid-Market,REG-04,2023-04-18,16.3,6697.97,322255.94,Active
CUST-01374,Horizon Inc 1374,SMB,REG-04,2024-11-02,4.8,2265.79,35917.17,Active
CUST-01375,Omni Digital 1375,Government,REG-04,2025-06-07,19.8,1815.86,76239.48,Churned
CUST-01376,Apex Global 1376,Mid-Market,REG-03,2025-09-01,35.3,5538.68,300852.53,Active
CUST-01377,Horizon Inc 1377,Mid-Market,REG-01,2025-07-04,20.6,2867.3,135578.19,Active
CUST-01378,Omni Digital 1378,SMB,REG-01,2025-08-07,11.9,1740.49,34956.43,Active
CUST-01379,Omni Digital 1379,Startup,REG-03,2023-02-24,9.9,1794.23,23322.82,Active
CUST-01380,Omni Digital 1380,Mid-Market,REG-03,2023-07-13,18.5,5158.34,230747.48,Active
CUST-01381,Innovate X 1381,Enterprise,REG-01,2024-10-23,19.4,2666.37,75777.39,Active
CUST-01382,Omni Digital 1382,SMB,REG-02,2023-03-09,11.6,1464.11,54856.95,Active
CUST-01383,Synergy Systems 1383,Government,REG-04,2023-04-14,8.9,5076.36,126090.52,Active
CUST-01384,Starlight Media 1384,Mid-Market,REG-03,2024-10-14,14.4,5174.19,215174.8,Churned
CUST-01385,Apex Global 1385,Startup,REG-04,2025-01-26,7.5,3673.34,48180.21,Active
CUST-01386,Horizon Inc 1386,Mid-Market,REG-02,2023-12-07,36.4,1992.84,89171.94,Active
CUST-01387,Innovate X 1387,Enterprise,REG-02,2025-09-24,20.2,2308.26,128791.14,Active
CUST-01388,TechCorp 1388,SMB,REG-04,2024-08-20,2.0,3556.26,16265.67,Churned
CUST-01389,Apex Global 1389,Startup,REG-03,2025-05-05,6.1,2261.01,40500.44,Active
CUST-01390,Nexus Dynamic 1390,SMB,REG-03,2024-04-08,10.8,1727.73,45811.73,Active
CUST-01391,Innovate X 1391,SMB,REG-04,2023-01-14,16.9,1553.97,51673.28,Active
CUST-01392,Vanguard Solutions 1392,Government,REG-01,2023-10-04,21.5,4573.13,122674.05,Active
CUST-01393,Vanguard Solutions 1393,Mid-Market,REG-03,2024-05-24,5.1,5043.09,72024.43,Active
CUST-01394,Starlight Media 1394,Enterprise,REG-02,2025-07-31,57.6,8206.7,1616910.47,Active
CUST-01395,Omni Digital 1395,Government,REG-05,2023-06-29,10.2,4315.1,142710.54,Active
CUST-01396,Omni Digital 1396,SMB,REG-03,2023-07-15,2.7,2320.27,12463.87,Active
CUST-01397,Synergy Systems 1397,Government,REG-05,2025-09-18,24.4,2571.74,91203.92,Churned
CUST-01398,Nexus Dynamic 1398,Government,REG-02,2024-06-19,29.1,4024.92,319510.06,Active
CUST-01399,Quantum Labs 1399,Enterprise,REG-03,2023-01-16,30.5,3781.92,357417.02,Churned
CUST-01400,Nexus Dynamic 1400,SMB,REG-01,2024-03-16,8.3,3419.39,37314.54,Churned
CUST-01401,Omni Digital 1401,Startup,REG-05,2023-06-08,19.2,2996.19,87905.73,Active
CUST-01402,Omni Digital 1402,Startup,REG-01,2023-10-25,5.9,2156.12,25641.35,Active
CUST-01403,Synergy Systems 1403,Government,REG-04,2025-09-17,27.4,5438.43,494193.58,Active
CUST-01404,Nexus Dynamic 1404,Startup,REG-04,2024-11-26,17.8,3315.33,89705.8,Active
CUST-01405,Quantum Labs 1405,Mid-Market,REG-04,2024-07-21,11.2,3134.97,66145.76,Active
CUST-01406,Horizon Inc 1406,Startup,REG-02,2024-01-20,16.1,3418.48,78202.67,Active
CUST-01407,Starlight Media 1407,Startup,REG-03,2024-04-24,8.4,2132.93,61119.44,Active
CUST-01408,Starlight Media 1408,Enterprise,REG-04,2023-04-01,46.8,7959.69,706098.19,Active
CUST-01409,Omni Digital 1409,SMB,REG-02,2024-09-27,11.8,2479.51,54850.07,Active
CUST-01410,TechCorp 1410,Mid-Market,REG-04,2024-11-17,4.2,6652.37,89751.37,Active
CUST-01411,Nexus Dynamic 1411,Enterprise,REG-01,2023-10-04,50.8,8323.74,831743.12,Churned
CUST-01412,TechCorp 1412,Startup,REG-04,2024-12-08,8.0,713.03,16559.91,Active
CUST-01413,Synergy Systems 1413,Mid-Market,REG-05,2023-05-28,24.2,7770.95,284666.82,Active
CUST-01414,Apex Global 1414,SMB,REG-03,2025-01-06,19.8,522.58,23957.61,Active
CUST-01415,Quantum Labs 1415,Enterprise,REG-01,2023-06-06,38.6,2770.86,152174.39,Active
CUST-01416,Synergy Systems 1416,Enterprise,REG-05,2024-03-30,27.1,11223.47,574801.57,Active
CUST-01417,Omni Digital 1417,Mid-Market,REG-05,2023-09-24,33.6,5769.24,615738.16,Active
CUST-01418,Starlight Media 1418,Mid-Market,REG-01,2023-07-09,9.1,6212.19,99130.85,Active
CUST-01419,Nexus Dynamic 1419,Mid-Market,REG-04,2024-05-06,14.4,5672.75,278220.63,Active
CUST-01420,Nexus Dynamic 1420,Government,REG-04,2024-12-15,24.6,3185.81,240679.88,Churned
CUST-01421,Innovate X 1421,Government,REG-01,2024-07-31,13.5,3797.82,65543.89,Active
CUST-01422,Nexus Dynamic 1422,Government,REG-01,2025-07-18,27.5,5804.68,363344.67,Active
CUST-01423,Starlight Media 1423,Enterprise,REG-02,2024-01-02,33.0,10540.73,586045.75,Active
CUST-01424,Quantum Labs 1424,Government,REG-05,2023-03-06,7.7,1544.86,32220.5,Active
CUST-01425,Quantum Labs 1425,Mid-Market,REG-03,2025-03-14,31.5,3120.51,207015.06,Active
CUST-01426,Starlight Media 1426,Government,REG-04,2024-09-12,20.8,3774.2,261655.48,Active
CUST-01427,Omni Digital 1427,SMB,REG-02,2024-12-15,7.8,3843.18,59972.16,Active
CUST-01428,Quantum Labs 1428,Enterprise,REG-01,2023-01-31,52.0,3171.39,234512.36,Churned
CUST-01429,Synergy Systems 1429,SMB,REG-02,2025-10-01,15.9,3710.44,178751.46,Churned
CUST-01430,Apex Global 1430,Government,REG-04,2025-08-02,4.7,3962.49,27251.87,Active
CUST-01431,Quantum Labs 1431,Government,REG-03,2024-09-13,20.0,904.66,28955.54,Churned
CUST-01432,Nexus Dynamic 1432,Government,REG-02,2024-10-14,18.5,1798.61,59252.8,Active
CUST-01433,Innovate X 1433,Mid-Market,REG-02,2025-01-29,9.8,6696.86,200821.9,Active
CUST-01434,Innovate X 1434,Enterprise,REG-01,2023-07-28,7.8,2975.91,28134.07,Active
CUST-01435,Quantum Labs 1435,Startup,REG-01,2023-12-15,5.3,3054.92,53354.02,Active
CUST-01436,Synergy Systems 1436,Mid-Market,REG-02,2024-08-07,33.8,4505.95,307635.44,Active
CUST-01437,Starlight Media 1437,Enterprise,REG-04,2024-03-13,39.8,10676.76,1066183.53,Churned
CUST-01438,Nexus Dynamic 1438,SMB,REG-01,2023-05-01,11.0,680.18,18280.25,Churned
CUST-01439,Starlight Media 1439,SMB,REG-04,2024-12-21,8.4,3553.55,46657.8,Active
CUST-01440,Starlight Media 1440,Startup,REG-02,2025-05-23,11.3,2639.37,57208.61,Active
CUST-01441,Omni Digital 1441,Enterprise,REG-05,2024-04-27,56.6,11841.81,1811296.52,Churned
CUST-01442,Horizon Inc 1442,SMB,REG-02,2023-12-09,18.0,707.87,21275.22,Active
CUST-01443,TechCorp 1443,Enterprise,REG-02,2024-05-20,9.9,11453.97,371927.06,Active
CUST-01444,Quantum Labs 1444,SMB,REG-01,2025-08-30,9.5,3087.51,97894.43,Active
CUST-01445,Omni Digital 1445,Mid-Market,REG-03,2025-01-10,5.5,1249.2,16266.08,Active
CUST-01446,Vanguard Solutions 1446,Government,REG-03,2025-03-11,25.9,5850.19,189296.79,Churned
CUST-01447,Omni Digital 1447,Startup,REG-05,2025-05-30,8.8,2892.58,31605.02,Active
CUST-01448,Innovate X 1448,Government,REG-02,2024-03-16,21.9,3635.11,116694.03,Churned
CUST-01449,TechCorp 1449,SMB,REG-03,2023-07-18,8.2,3713.24,53217.75,Churned
CUST-01450,TechCorp 1450,Mid-Market,REG-04,2025-02-04,31.1,6654.15,503557.08,Churned
CUST-01451,Innovate X 1451,Mid-Market,REG-01,2023-03-20,6.0,4069.89,45175.06,Active
CUST-01452,Nexus Dynamic 1452,Mid-Market,REG-03,2023-05-13,25.8,4350.91,166299.67,Churned
CUST-01453,Quantum Labs 1453,Startup,REG-02,2024-05-21,14.7,3346.99,160619.42,Active
CUST-01454,Horizon Inc 1454,SMB,REG-03,2025-03-09,11.9,3541.4,74241.6,Active
CUST-01455,Nexus Dynamic 1455,Startup,REG-05,2023-04-17,3.0,3651.49,30920.68,Active
CUST-01456,Vanguard Solutions 1456,Enterprise,REG-02,2025-07-22,13.4,11747.35,272363.69,Active
CUST-01457,Quantum Labs 1457,Enterprise,REG-03,2025-01-12,50.1,2990.59,516787.51,Active
CUST-01458,Apex Global 1458,Enterprise,REG-01,2024-05-25,51.2,4338.14,567043.32,Active
CUST-01459,TechCorp 1459,Enterprise,REG-03,2025-05-25,38.9,6701.25,830099.14,Active
CUST-01460,Starlight Media 1460,Mid-Market,REG-02,2024-01-24,10.6,4017.59,56222.52,Active
CUST-01461,Innovate X 1461,SMB,REG-01,2025-07-20,13.0,3626.09,156606.08,Active
CUST-01462,TechCorp 1462,Mid-Market,REG-01,2023-12-16,30.1,5350.71,513964.26,Active
CUST-01463,Starlight Media 1463,Enterprise,REG-05,2024-02-02,57.4,11290.96,1206156.66,Active
CUST-01464,Quantum Labs 1464,Government,REG-04,2024-08-09,22.4,4787.31,192834.71,Active
CUST-01465,Vanguard Solutions 1465,Mid-Market,REG-02,2025-07-18,4.5,6597.12,100556.67,Churned
CUST-01466,Nexus Dynamic 1466,Startup,REG-03,2023-12-12,12.3,635.12,14302.33,Active
CUST-01467,Quantum Labs 1467,Startup,REG-01,2023-05-08,7.5,2812.72,65876.71,Active
CUST-01468,Starlight Media 1468,Government,REG-01,2024-03-26,3.2,944.27,6119.06,Active
CUST-01469,Apex Global 1469,Mid-Market,REG-04,2023-03-01,24.9,1556.83,126498.24,Active
CUST-01470,Synergy Systems 1470,Government,REG-02,2023-09-22,23.7,2199.76,166768.66,Churned
CUST-01471,Quantum Labs 1471,Mid-Market,REG-05,2024-11-02,5.8,1801.13,13460.95,Active
CUST-01472,Nexus Dynamic 1472,Startup,REG-03,2023-02-12,12.0,1297.83,52778.88,Active
CUST-01473,Quantum Labs 1473,Enterprise,REG-03,2024-07-07,44.8,7806.08,700955.88,Churned
CUST-01474,Omni Digital 1474,Enterprise,REG-05,2023-03-21,18.8,4920.78,190028.61,Active
CUST-01475,Omni Digital 1475,Enterprise,REG-04,2025-06-15,21.3,1759.29,97280.47,Active
CUST-01476,Synergy Systems 1476,SMB,REG-04,2025-08-23,19.5,2676.71,81880.64,Churned
CUST-01477,Starlight Media 1477,Startup,REG-01,2023-04-19,13.0,3328.12,102748.4,Active
CUST-01478,Omni Digital 1478,Startup,REG-03,2025-08-20,5.9,3407.54,25632.8,Active
CUST-01479,Starlight Media 1479,Enterprise,REG-01,2025-09-08,56.5,3858.1,514011.93,Active
CUST-01480,Starlight Media 1480,Government,REG-05,2025-01-20,6.3,5362.02,102553.99,Active
CUST-01481,Vanguard Solutions 1481,Startup,REG-04,2023-11-21,6.8,3426.03,43659.76,Active
CUST-01482,Omni Digital 1482,SMB,REG-02,2024-04-11,7.7,3903.39,83978.8,Active
CUST-01483,Vanguard Solutions 1483,SMB,REG-01,2023-12-27,12.1,767.55,18883.82,Active
CUST-01484,Omni Digital 1484,Government,REG-04,2023-08-24,18.4,5090.62,139390.86,Active
CUST-01485,Omni Digital 1485,Startup,REG-02,2024-09-12,6.7,1504.1,19367.3,Churned
CUST-01486,Quantum Labs 1486,Startup,REG-02,2024-08-12,10.9,3585.04,64697.33,Active
CUST-01487,Apex Global 1487,Enterprise,REG-02,2023-05-04,28.6,9537.85,773659.84,Active
CUST-01488,Starlight Media 1488,Mid-Market,REG-01,2025-05-03,19.5,5830.33,395287.73,Churned
CUST-01489,Horizon Inc 1489,Government,REG-04,2023-12-29,6.4,4408.88,49529.01,Active
CUST-01490,Horizon Inc 1490,SMB,REG-05,2024-09-15,13.1,3979.47,67981.33,Active
CUST-01491,Synergy Systems 1491,Government,REG-04,2024-10-07,15.1,5132.72,144573.74,Active
CUST-01492,Innovate X 1492,Mid-Market,REG-05,2025-07-27,33.5,4565.62,237098.84,Churned
CUST-01493,Apex Global 1493,SMB,REG-04,2024-01-24,7.8,1118.53,24968.1,Active
CUST-01494,Omni Digital 1494,Mid-Market,REG-03,2024-05-20,16.3,4948.92,263281.74,Active
CUST-01495,Vanguard Solutions 1495,SMB,REG-03,2024-01-29,7.7,1124.46,13241.65,Active
CUST-01496,Apex Global 1496,Government,REG-05,2023-10-12,18.5,3981.26,105233.86,Active
CUST-01497,Innovate X 1497,SMB,REG-03,2024-05-13,9.9,3598.72,66391.57,Active
CUST-01498,Synergy Systems 1498,Enterprise,REG-02,2024-11-13,21.0,2507.75,130075.72,Active
CUST-01499,Quantum Labs 1499,Enterprise,REG-05,2025-07-13,8.1,10851.77,214228.85,Active
CUST-01500,Synergy Systems 1500,Enterprise,REG-03,2023-07-28,21.2,11452.74,529531.92,Active
CUST-01501,Omni Digital 1501,Government,REG-03,2025-07-29,6.0,4458.19,84070.18,Active
CUST-01502,Horizon Inc 1502,Government,REG-03,2023-03-30,26.3,5963.66,452143.98,Churned
CUST-01503,Starlight Media 1503,Enterprise,REG-02,2025-01-14,10.0,3145.64,62009.23,Active
CUST-01504,Horizon Inc 1504,Enterprise,REG-03,2025-07-02,55.9,6050.47,1131162.92,Active
CUST-01505,Vanguard Solutions 1505,Mid-Market,REG-05,2024-11-07,34.2,5382.57,622777.88,Active
CUST-01506,Quantum Labs 1506,Mid-Market,REG-05,2024-01-21,35.4,2541.47,148452.67,Active
CUST-01507,Vanguard Solutions 1507,Mid-Market,REG-04,2023-10-17,8.7,5443.41,66491.91,Active
CUST-01508,Nexus Dynamic 1508,Enterprise,REG-04,2023-03-10,32.5,7917.78,729004.18,Churned
CUST-01509,Synergy Systems 1509,Startup,REG-04,2024-10-08,12.5,2732.0,79014.09,Active
CUST-01510,Horizon Inc 1510,SMB,REG-02,2025-06-15,7.3,2197.71,48651.52,Active
CUST-01511,Nexus Dynamic 1511,Startup,REG-04,2023-10-30,3.7,893.29,10662.68,Active
CUST-01512,Apex Global 1512,Government,REG-04,2023-11-30,9.7,2980.54,46409.68,Active
CUST-01513,Innovate X 1513,SMB,REG-04,2024-12-22,4.3,3587.6,48320.65,Active
CUST-01514,TechCorp 1514,Government,REG-02,2023-01-30,10.9,3414.31,120824.07,Active
CUST-01515,Nexus Dynamic 1515,Startup,REG-03,2023-09-25,14.1,1939.3,83694.1,Active
CUST-01516,Omni Digital 1516,Enterprise,REG-03,2024-05-12,45.3,5068.34,707753.52,Active
CUST-01517,Innovate X 1517,Mid-Market,REG-05,2025-06-15,10.0,2443.41,64461.04,Active
CUST-01518,Apex Global 1518,Startup,REG-03,2023-05-13,12.9,569.72,21027.53,Active
CUST-01519,Starlight Media 1519,SMB,REG-03,2025-02-24,15.8,722.13,14983.1,Active
CUST-01520,Horizon Inc 1520,Mid-Market,REG-02,2025-05-08,23.3,7018.06,282477.15,Active
CUST-01521,Starlight Media 1521,SMB,REG-04,2023-08-09,12.0,1370.46,20250.59,Active
CUST-01522,Vanguard Solutions 1522,Enterprise,REG-05,2024-02-12,48.7,1943.99,175248.52,Churned
CUST-01523,Nexus Dynamic 1523,Enterprise,REG-03,2025-02-06,12.7,9732.56,334611.36,Churned
CUST-01524,Starlight Media 1524,Enterprise,REG-01,2023-03-17,33.2,8886.64,851200.6,Churned
CUST-01525,Nexus Dynamic 1525,Startup,REG-02,2023-04-08,15.2,3274.17,81959.58,Active
CUST-01526,Innovate X 1526,SMB,REG-04,2024-06-08,15.4,1557.54,54100.28,Churned
CUST-01527,Nexus Dynamic 1527,Government,REG-04,2023-10-26,14.6,1916.83,59737.21,Active
CUST-01528,Starlight Media 1528,Startup,REG-05,2023-09-08,8.9,3976.04,101679.67,Active
CUST-01529,Quantum Labs 1529,Enterprise,REG-04,2023-08-18,37.2,1761.36,194849.34,Active
CUST-01530,Starlight Media 1530,Startup,REG-01,2024-10-20,7.6,1003.2,20195.31,Churned
CUST-01531,Quantum Labs 1531,Mid-Market,REG-02,2025-06-04,37.9,5153.87,272086.12,Active
CUST-01532,Horizon Inc 1532,Startup,REG-05,2025-02-17,6.2,3185.93,35153.11,Active
CUST-01533,Vanguard Solutions 1533,Mid-Market,REG-01,2023-11-26,28.8,5191.11,479053.2,Active
CUST-01534,Quantum Labs 1534,Startup,REG-04,2024-07-12,11.0,3858.16,73938.57,Active
CUST-01535,Apex Global 1535,Startup,REG-05,2025-05-29,15.3,3065.74,155672.44,Active
CUST-01536,Apex Global 1536,Government,REG-02,2025-02-14,3.4,3479.68,17502.64,Active
CUST-01537,Starlight Media 1537,Enterprise,REG-04,2024-05-22,15.2,9933.11,350363.44,Active
