campaign_id,campaign_name,campaign_date,channel,campaign_cost,impressions,clicks,leads,conversions,customers_acquired,revenue_generated
CAMP-01728,SEO Content Campaign 2024-08-03,2024-08-03,SEO Content,1231.07,77693,5180,860,91,72,310771.68
CAMP-01729,Email Campaigns Campaign 2024-08-04,2024-08-04,Email Campaigns,1191.01,27521,1870,179,21,19,67936.99
CAMP-01730,Events & Webinars Campaign 2024-08-04,2024-08-04,Events & Webinars,2147.67,71405,3452,545,90,61,166397.25
CAMP-01731,Events & Webinars Campaign 2024-08-05,2024-08-05,Events & Webinars,3326.94,61695,2258,223,81,73,183060.32
CAMP-01732,Google Ads Campaign 2024-08-05,2024-08-05,Google Ads,3194.22,23731,1849,244,86,54,137697.23
CAMP-01733,Email Campaigns Campaign 2024-08-05,2024-08-05,Email Campaigns,3189.97,21879,460,52,7,6,20487.2
CAMP-01734,LinkedIn Ads Campaign 2024-08-05,2024-08-05,LinkedIn Ads,3063.48,7567,591,109,16,14,21946.29
CAMP-01735,LinkedIn Ads Campaign 2024-08-06,2024-08-06,LinkedIn Ads,1316.12,7513,344,52,16,14,13691.42
CAMP-01736,Events & Webinars Campaign 2024-08-06,2024-08-06,Events & Webinars,1680.86,7333,526,55,9,7,25038.48
CAMP-01737,Partner Referrals Campaign 2024-08-06,2024-08-06,Partner Referrals,2146.18,72206,3318,209,57,39,149318.95
CAMP-01738,SEO Content Campaign 2024-08-06,2024-08-06,SEO Content,459.26,25500,1811,249,93,76,299287.74
CAMP-01739,SEO Content Campaign 2024-08-07,2024-08-07,SEO Content,894.71,77179,2337,141,48,44,81209.06
CAMP-01740,Events & Webinars Campaign 2024-08-07,2024-08-07,Events & Webinars,1597.57,27661,1024,103,40,39,162329.73
CAMP-01741,Email Campaigns Campaign 2024-08-07,2024-08-07,Email Campaigns,2590.75,51302,2213,159,22,16,39204.51
CAMP-01742,Google Ads Campaign 2024-08-07,2024-08-07,Google Ads,762.43,21919,1587,313,72,68,180575.22
CAMP-01743,SEO Content Campaign 2024-08-08,2024-08-08,SEO Content,1782.66,89638,5244,333,131,81,86235.88
CAMP-01744,LinkedIn Ads Campaign 2024-08-08,2024-08-08,LinkedIn Ads,2080.65,91721,2327,133,19,17,15356.77
CAMP-01745,Partner Referrals Campaign 2024-08-08,2024-08-08,Partner Referrals,326.76,25060,1488,157,32,21,50164.84
CAMP-01746,LinkedIn Ads Campaign 2024-08-09,2024-08-09,LinkedIn Ads,1827.66,50830,2807,538,160,129,144342.23
CAMP-01747,SEO Content Campaign 2024-08-09,2024-08-09,SEO Content,2379.42,70309,4877,574,80,63,205119.59
CAMP-01748,Google Ads Campaign 2024-08-10,2024-08-10,Google Ads,390.8,68832,4887,845,250,234,302743.14
CAMP-01749,Partner Referrals Campaign 2024-08-10,2024-08-10,Partner Referrals,1320.15,23244,1222,143,24,16,18703.54
CAMP-01750,SEO Content Campaign 2024-08-10,2024-08-10,SEO Content,477.21,32737,862,59,7,5,19691.33
CAMP-01751,LinkedIn Ads Campaign 2024-08-11,2024-08-11,LinkedIn Ads,1336.71,12737,429,55,21,20,55046.64
CAMP-01752,Email Campaigns Campaign 2024-08-11,2024-08-11,Email Campaigns,1684.23,81137,6069,546,153,106,114759.51
CAMP-01753,Google Ads Campaign 2024-08-12,2024-08-12,Google Ads,3382.22,9249,257,17,3,2,4082.7
CAMP-01754,Email Campaigns Campaign 2024-08-12,2024-08-12,Email Campaigns,868.88,91860,4003,243,68,46,72454.27
CAMP-01755,Email Campaigns Campaign 2024-08-13,2024-08-13,Email Campaigns,1120.0,36962,1547,95,21,12,35791.39
CAMP-01756,Partner Referrals Campaign 2024-08-13,2024-08-13,Partner Referrals,3271.06,93047,2018,123,46,34,27962.49
CAMP-01757,LinkedIn Ads Campaign 2024-08-13,2024-08-13,LinkedIn Ads,3094.49,60895,2291,413,44,39,63971.37
CAMP-01758,LinkedIn Ads Campaign 2024-08-14,2024-08-14,LinkedIn Ads,2808.12,31538,921,132,24,16,56531.4
CAMP-01759,Google Ads Campaign 2024-08-14,2024-08-14,Google Ads,749.57,49382,1769,191,59,48,211157.54
CAMP-01760,Partner Referrals Campaign 2024-08-14,2024-08-14,Partner Referrals,890.04,59409,3385,379,102,97,133942.56
CAMP-01761,Email Campaigns Campaign 2024-08-15,2024-08-15,Email Campaigns,2999.98,67636,4930,417,91,73,142894.6
CAMP-01762,Google Ads Campaign 2024-08-15,2024-08-15,Google Ads,1747.0,53694,2243,324,59,50,126548.28
CAMP-01763,Google Ads Campaign 2024-08-16,2024-08-16,Google Ads,2240.12,20317,756,140,38,35,108385.78
CAMP-01764,Email Campaigns Campaign 2024-08-16,2024-08-16,Email Campaigns,3453.08,24964,1565,226,36,31,63013.95
CAMP-01765,Events & Webinars Campaign 2024-08-16,2024-08-16,Events & Webinars,3139.1,25077,1693,186,50,31,90807.81
CAMP-01766,Email Campaigns Campaign 2024-08-17,2024-08-17,Email Campaigns,560.5,26766,1120,159,21,15,25212.64
CAMP-01767,Google Ads Campaign 2024-08-17,2024-08-17,Google Ads,1718.58,14184,938,125,27,20,16728.3
CAMP-01768,LinkedIn Ads Campaign 2024-08-17,2024-08-17,LinkedIn Ads,2742.78,6170,291,45,14,9,23725.97
CAMP-01769,Events & Webinars Campaign 2024-08-17,2024-08-17,Events & Webinars,538.38,72611,3572,688,136,114,328820.96
CAMP-01770,Events & Webinars Campaign 2024-08-18,2024-08-18,Events & Webinars,1682.02,40151,1529,267,80,71,207099.16
CAMP-01771,Google Ads Campaign 2024-08-18,2024-08-18,Google Ads,1788.91,5510,381,40,11,9,27361.75
CAMP-01772,Partner Referrals Campaign 2024-08-18,2024-08-18,Partner Referrals,1763.59,45402,2015,231,65,52,141658.84
CAMP-01773,LinkedIn Ads Campaign 2024-08-19,2024-08-19,LinkedIn Ads,1341.73,83867,2419,438,128,110,127654.09
CAMP-01774,SEO Content Campaign 2024-08-19,2024-08-19,SEO Content,2880.08,73204,1557,95,37,23,60698.93
CAMP-01775,SEO Content Campaign 2024-08-20,2024-08-20,SEO Content,1414.2,13746,354,34,9,6,18612.6
CAMP-01776,Google Ads Campaign 2024-08-20,2024-08-20,Google Ads,794.1,34473,2282,358,93,85,192081.81
CAMP-01777,Partner Referrals Campaign 2024-08-21,2024-08-21,Partner Referrals,2517.31,21167,998,185,38,35,147663.75
CAMP-01778,LinkedIn Ads Campaign 2024-08-21,2024-08-21,LinkedIn Ads,2372.81,58381,1636,140,38,34,140589.72
CAMP-01779,Google Ads Campaign 2024-08-22,2024-08-22,Google Ads,456.92,36369,1072,99,30,20,72039.2
CAMP-01780,Events & Webinars Campaign 2024-08-22,2024-08-22,Events & Webinars,3336.1,31653,1096,116,30,22,73291.15
CAMP-01781,SEO Content Campaign 2024-08-22,2024-08-22,SEO Content,924.8,53748,2116,120,40,35,139937.13
CAMP-01782,LinkedIn Ads Campaign 2024-08-22,2024-08-22,LinkedIn Ads,3369.85,9357,699,108,35,30,134608.37
CAMP-01783,Google Ads Campaign 2024-08-23,2024-08-23,Google Ads,1342.99,14525,382,75,11,9,26027.96
CAMP-01784,Events & Webinars Campaign 2024-08-23,2024-08-23,Events & Webinars,626.91,56903,2307,175,64,56,47462.0
CAMP-01785,Google Ads Campaign 2024-08-24,2024-08-24,Google Ads,3087.19,50090,3905,711,127,90,267728.92
CAMP-01786,Partner Referrals Campaign 2024-08-24,2024-08-24,Partner Referrals,2447.97,24023,1408,235,83,51,134892.39
CAMP-01787,Events & Webinars Campaign 2024-08-25,2024-08-25,Events & Webinars,1750.04,95327,2175,387,49,39,169292.22
CAMP-01788,Google Ads Campaign 2024-08-25,2024-08-25,Google Ads,2629.25,42438,2537,190,24,21,73979.18
CAMP-01789,SEO Content Campaign 2024-08-25,2024-08-25,SEO Content,2511.49,93670,6478,1169,403,366,917406.05
CAMP-01790,Partner Referrals Campaign 2024-08-25,2024-08-25,Partner Referrals,1626.17,45606,2629,192,26,25,102229.24
CAMP-01791,Partner Referrals Campaign 2024-08-26,2024-08-26,Partner Referrals,3461.55,47389,3579,543,57,51,69013.92
CAMP-01792,LinkedIn Ads Campaign 2024-08-26,2024-08-26,LinkedIn Ads,452.42,82100,3712,211,58,37,88992.68
CAMP-01793,SEO Content Campaign 2024-08-26,2024-08-26,SEO Content,2698.67,25394,990,166,18,16,15681.61
CAMP-01794,Google Ads Campaign 2024-08-27,2024-08-27,Google Ads,2060.34,67163,4986,294,32,24,90966.36
CAMP-01795,LinkedIn Ads Campaign 2024-08-27,2024-08-27,LinkedIn Ads,2299.22,45875,3243,248,55,34,136745.5
CAMP-01796,SEO Content Campaign 2024-08-28,2024-08-28,SEO Content,1417.72,28594,1583,86,19,13,22046.28
CAMP-01797,LinkedIn Ads Campaign 2024-08-28,2024-08-28,LinkedIn Ads,405.6,48649,2105,236,29,25,45461.2
CAMP-01798,Partner Referrals Campaign 2024-08-28,2024-08-28,Partner Referrals,1865.42,99734,4124,263,88,60,90220.0
CAMP-01799,Email Campaigns Campaign 2024-08-29,2024-08-29,Email Campaigns,1153.81,82460,5006,579,198,127,392249.37
CAMP-01800,LinkedIn Ads Campaign 2024-08-29,2024-08-29,LinkedIn Ads,669.98,54831,4376,809,208,148,161454.33
CAMP-01801,Partner Referrals Campaign 2024-08-29,2024-08-29,Partner Referrals,1741.95,65280,2982,564,185,173,188219.25
CAMP-01802,Events & Webinars Campaign 2024-08-30,2024-08-30,Events & Webinars,344.86,89827,3960,615,147,102,234433.93
CAMP-01803,Partner Referrals Campaign 2024-08-30,2024-08-30,Partner Referrals,2230.89,60955,1710,276,78,77,156059.16
CAMP-01804,SEO Content Campaign 2024-08-31,2024-08-31,SEO Content,1877.3,48750,1974,289,59,46,202035.92
CAMP-01805,Email Campaigns Campaign 2024-08-31,2024-08-31,Email Campaigns,2455.99,32398,2109,278,34,30,44212.34
CAMP-01806,SEO Content Campaign 2024-09-01,2024-09-01,SEO Content,703.43,38342,1244,103,19,12,30750.84
CAMP-01807,Google Ads Campaign 2024-09-01,2024-09-01,Google Ads,556.69,60658,4753,534,84,78,315090.74
CAMP-01808,Email Campaigns Campaign 2024-09-01,2024-09-01,Email Campaigns,755.35,52525,1565,105,18,17,43180.72
CAMP-01809,LinkedIn Ads Campaign 2024-09-01,2024-09-01,LinkedIn Ads,2688.12,16170,1138,83,31,26,76257.89
CAMP-01810,Email Campaigns Campaign 2024-09-02,2024-09-02,Email Campaigns,2278.54,71724,3650,211,78,65,244920.24
CAMP-01811,Google Ads Campaign 2024-09-02,2024-09-02,Google Ads,3237.37,5905,453,79,20,15,49665.97
CAMP-01812,SEO Content Campaign 2024-09-02,2024-09-02,SEO Content,2892.69,33853,2609,406,117,85,322211.0
CAMP-01813,Events & Webinars Campaign 2024-09-02,2024-09-02,Events & Webinars,894.63,14786,778,115,14,10,31850.19
CAMP-01814,Email Campaigns Campaign 2024-09-03,2024-09-03,Email Campaigns,2193.21,17316,1220,194,57,53,93067.93
CAMP-01815,Events & Webinars Campaign 2024-09-03,2024-09-03,Events & Webinars,2580.57,94137,3031,249,95,81,357489.12
CAMP-01816,Google Ads Campaign 2024-09-04,2024-09-04,Google Ads,1100.32,84895,2385,129,28,19,42675.88
CAMP-01817,LinkedIn Ads Campaign 2024-09-04,2024-09-04,LinkedIn Ads,1199.14,81901,5263,850,191,119,256113.39
CAMP-01818,Events & Webinars Campaign 2024-09-04,2024-09-04,Events & Webinars,1380.72,59587,3919,657,246,217,786198.92
CAMP-01819,Partner Referrals Campaign 2024-09-04,2024-09-04,Partner Referrals,2276.5,19178,531,83,14,9,8978.04
CAMP-01820,Partner Referrals Campaign 2024-09-05,2024-09-05,Partner Referrals,2544.13,40726,2803,534,85,60,206923.22
CAMP-01821,Events & Webinars Campaign 2024-09-05,2024-09-05,Events & Webinars,556.0,86455,5772,405,75,56,144687.4
CAMP-01822,Partner Referrals Campaign 2024-09-06,2024-09-06,Partner Referrals,1557.59,73586,4976,918,361,288,778605.99
CAMP-01823,Events & Webinars Campaign 2024-09-06,2024-09-06,Events & Webinars,1822.38,22084,1326,175,53,52,200956.68
CAMP-01824,LinkedIn Ads Campaign 2024-09-06,2024-09-06,LinkedIn Ads,1735.65,53066,2766,349,113,71,73673.0
CAMP-01825,LinkedIn Ads Campaign 2024-09-07,2024-09-07,LinkedIn Ads,788.34,99675,6507,486,111,81,264940.39
CAMP-01826,Partner Referrals Campaign 2024-09-07,2024-09-07,Partner Referrals,1470.53,99534,2972,317,105,104,125553.22
CAMP-01827,SEO Content Campaign 2024-09-08,2024-09-08,SEO Content,918.76,54989,2694,250,34,22,80604.84
CAMP-01828,Email Campaigns Campaign 2024-09-08,2024-09-08,Email Campaigns,381.57,17821,1097,100,31,26,25104.15
CAMP-01829,Partner Referrals Campaign 2024-09-08,2024-09-08,Partner Referrals,1564.4,34984,838,114,18,15,60872.06
CAMP-01830,Google Ads Campaign 2024-09-08,2024-09-08,Google Ads,1093.84,31547,2421,420,130,99,381540.19
CAMP-01831,SEO Content Campaign 2024-09-09,2024-09-09,SEO Content,986.64,82809,2846,353,37,30,48445.85
CAMP-01832,Partner Referrals Campaign 2024-09-09,2024-09-09,Partner Referrals,2157.24,81138,5885,493,154,147,329919.72
CAMP-01833,Email Campaigns Campaign 2024-09-09,2024-09-09,Email Campaigns,2647.15,41283,933,101,37,34,54737.92
CAMP-01834,SEO Content Campaign 2024-09-10,2024-09-10,SEO Content,1882.84,76216,5847,919,210,149,127171.91
CAMP-01835,Email Campaigns Campaign 2024-09-10,2024-09-10,Email Campaigns,2053.49,40537,930,148,19,14,51082.57
CAMP-01836,Partner Referrals Campaign 2024-09-10,2024-09-10,Partner Referrals,3395.78,99383,5912,327,74,66,189920.49
CAMP-01837,LinkedIn Ads Campaign 2024-09-10,2024-09-10,LinkedIn Ads,2757.58,71611,1876,259,79,76,130105.48
CAMP-01838,SEO Content Campaign 2024-09-11,2024-09-11,SEO Content,1323.69,63184,1646,102,34,33,140171.98
CAMP-01839,Partner Referrals Campaign 2024-09-11,2024-09-11,Partner Referrals,3288.03,13301,636,105,19,11,20800.42
CAMP-01840,Events & Webinars Campaign 2024-09-11,2024-09-11,Events & Webinars,2779.85,76583,1576,213,35,33,39930.37
CAMP-01841,Partner Referrals Campaign 2024-09-12,2024-09-12,Partner Referrals,1959.27,53789,2368,371,55,44,96205.18
CAMP-01842,Google Ads Campaign 2024-09-12,2024-09-12,Google Ads,2919.27,76627,5987,631,72,62,55032.05
CAMP-01843,Email Campaigns Campaign 2024-09-12,2024-09-12,Email Campaigns,2090.42,67241,1976,182,60,55,167692.79
CAMP-01844,SEO Content Campaign 2024-09-12,2024-09-12,SEO Content,340.24,50389,4014,755,214,171,559508.57
CAMP-01845,Partner Referrals Campaign 2024-09-13,2024-09-13,Partner Referrals,2236.28,6979,186,10,1,1,4007.44
CAMP-01846,Email Campaigns Campaign 2024-09-13,2024-09-13,Email Campaigns,1143.3,46835,3303,531,143,91,128818.49
CAMP-01847,SEO Content Campaign 2024-09-14,2024-09-14,SEO Content,2905.69,88127,2056,358,51,46,186468.63
CAMP-01848,Google Ads Campaign 2024-09-14,2024-09-14,Google Ads,2818.17,10230,226,15,2,1,3458.31
CAMP-01849,Partner Referrals Campaign 2024-09-14,2024-09-14,Partner Referrals,2969.89,44498,3183,497,94,66,105753.22
CAMP-01850,LinkedIn Ads Campaign 2024-09-14,2024-09-14,LinkedIn Ads,303.03,47803,3339,400,57,52,199322.34
CAMP-01851,LinkedIn Ads Campaign 2024-09-15,2024-09-15,LinkedIn Ads,1699.53,87078,3635,254,28,27,30530.68
CAMP-01852,Events & Webinars Campaign 2024-09-15,2024-09-15,Events & Webinars,3094.18,36476,1047,80,30,29,36795.12
CAMP-01853,LinkedIn Ads Campaign 2024-09-16,2024-09-16,LinkedIn Ads,1366.42,91934,2305,237,25,16,40403.9
CAMP-01854,Email Campaigns Campaign 2024-09-16,2024-09-16,Email Campaigns,1314.61,33165,2006,236,51,30,66706.77
CAMP-01855,Partner Referrals Campaign 2024-09-16,2024-09-16,Partner Referrals,1905.43,76085,3352,488,50,33,39970.84
CAMP-01856,Google Ads Campaign 2024-09-16,2024-09-16,Google Ads,2100.33,97561,3992,541,93,73,276671.26
CAMP-01857,Partner Referrals Campaign 2024-09-17,2024-09-17,Partner Referrals,2511.31,66907,2278,126,33,28,62894.1
CAMP-01858,LinkedIn Ads Campaign 2024-09-17,2024-09-17,LinkedIn Ads,1479.84,11676,812,83,14,12,52612.94
CAMP-01859,Email Campaigns Campaign 2024-09-18,2024-09-18,Email Campaigns,3327.72,84351,4495,703,275,244,293292.86
CAMP-01860,Google Ads Campaign 2024-09-18,2024-09-18,Google Ads,826.0,8854,636,93,28,24,82105.69
CAMP-01861,SEO Content Campaign 2024-09-19,2024-09-19,SEO Content,419.08,16450,331,30,8,5,18033.22
CAMP-01862,LinkedIn Ads Campaign 2024-09-19,2024-09-19,LinkedIn Ads,3487.23,20189,793,122,35,29,80033.15
CAMP-01863,SEO Content Campaign 2024-09-20,2024-09-20,SEO Content,3145.15,63654,1682,240,63,39,59944.71
CAMP-01864,LinkedIn Ads Campaign 2024-09-20,2024-09-20,LinkedIn Ads,609.58,78348,5619,590,113,68,211365.34
CAMP-01865,Email Campaigns Campaign 2024-09-20,2024-09-20,Email Campaigns,2807.0,8662,328,62,21,20,47444.57
CAMP-01866,Google Ads Campaign 2024-09-21,2024-09-21,Google Ads,1435.66,75740,2124,275,57,54,179414.65
CAMP-01867,Email Campaigns Campaign 2024-09-21,2024-09-21,Email Campaigns,2228.26,6819,194,27,7,4,3508.34
CAMP-01868,LinkedIn Ads Campaign 2024-09-21,2024-09-21,LinkedIn Ads,1305.07,75355,2473,478,171,169,646757.19
CAMP-01869,LinkedIn Ads Campaign 2024-09-22,2024-09-22,LinkedIn Ads,1015.76,43772,1976,235,72,64,273093.69
CAMP-01870,Partner Referrals Campaign 2024-09-22,2024-09-22,Partner Referrals,1810.73,11392,434,33,6,3,7784.69
CAMP-01871,LinkedIn Ads Campaign 2024-09-23,2024-09-23,LinkedIn Ads,3259.51,76566,5816,898,208,175,303661.06
CAMP-01872,Events & Webinars Campaign 2024-09-23,2024-09-23,Events & Webinars,1993.35,56841,1846,278,110,92,131682.79
CAMP-01873,Events & Webinars Campaign 2024-09-24,2024-09-24,Events & Webinars,2329.6,76360,5557,376,110,78,282763.14
CAMP-01874,Google Ads Campaign 2024-09-24,2024-09-24,Google Ads,589.46,71922,2122,134,21,14,45264.32
CAMP-01875,Email Campaigns Campaign 2024-09-24,2024-09-24,Email Campaigns,3164.79,87398,4552,821,236,170,694514.17
CAMP-01876,LinkedIn Ads Campaign 2024-09-25,2024-09-25,LinkedIn Ads,2153.36,87824,5776,391,106,70,277500.64
CAMP-01877,Events & Webinars Campaign 2024-09-25,2024-09-25,Events & Webinars,1405.05,51270,1448,233,83,56,220850.1
CAMP-01878,SEO Content Campaign 2024-09-25,2024-09-25,SEO Content,1971.28,48823,2699,519,200,178,680179.93
CAMP-01879,Email Campaigns Campaign 2024-09-26,2024-09-26,Email Campaigns,912.74,94563,7189,1038,371,348,1084926.25
CAMP-01880,Google Ads Campaign 2024-09-26,2024-09-26,Google Ads,2718.02,6500,407,80,9,7,28940.9
CAMP-01881,SEO Content Campaign 2024-09-26,2024-09-26,SEO Content,3332.85,51099,1130,121,33,21,48682.61
CAMP-01882,Events & Webinars Campaign 2024-09-26,2024-09-26,Events & Webinars,1284.2,62133,1613,156,31,27,73837.63
CAMP-01883,LinkedIn Ads Campaign 2024-09-27,2024-09-27,LinkedIn Ads,3294.05,47444,3605,592,126,122,160390.23
CAMP-01884,Email Campaigns Campaign 2024-09-27,2024-09-27,Email Campaigns,3386.36,46009,3640,185,19,15,60896.7
CAMP-01885,Events & Webinars Campaign 2024-09-27,2024-09-27,Events & Webinars,359.86,49850,2660,345,92,59,227050.63
CAMP-01886,Events & Webinars Campaign 2024-09-28,2024-09-28,Events & Webinars,380.51,86965,6803,1057,293,250,585537.22
CAMP-01887,LinkedIn Ads Campaign 2024-09-28,2024-09-28,LinkedIn Ads,2178.77,97909,2056,142,37,24,82489.7
CAMP-01888,Email Campaigns Campaign 2024-09-28,2024-09-28,Email Campaigns,1128.35,97504,1960,314,121,105,341999.72
CAMP-01889,LinkedIn Ads Campaign 2024-09-29,2024-09-29,LinkedIn Ads,2487.01,78430,5899,393,52,32,38944.5
CAMP-01890,SEO Content Campaign 2024-09-29,2024-09-29,SEO Content,3395.51,70642,4927,950,362,333,598636.51
CAMP-01891,Partner Referrals Campaign 2024-09-29,2024-09-29,Partner Referrals,1766.88,93029,6762,816,127,102,427636.6
CAMP-01892,Events & Webinars Campaign 2024-09-30,2024-09-30,Events & Webinars,3403.45,20397,1328,206,30,23,95313.4
CAMP-01893,Google Ads Campaign 2024-09-30,2024-09-30,Google Ads,1467.78,50437,2577,373,57,46,189003.68
CAMP-01894,LinkedIn Ads Campaign 2024-09-30,2024-09-30,LinkedIn Ads,561.95,69580,3000,381,71,63,188485.16
CAMP-01895,SEO Content Campaign 2024-09-30,2024-09-30,SEO Content,1677.04,31393,1504,216,39,31,137853.44
CAMP-01896,Email Campaigns Campaign 2024-10-01,2024-10-01,Email Campaigns,2893.93,85146,3616,370,113,106,379265.98
CAMP-01897,Google Ads Campaign 2024-10-01,2024-10-01,Google Ads,2627.79,28682,702,93,24,18,72892.77
CAMP-01898,LinkedIn Ads Campaign 2024-10-01,2024-10-01,LinkedIn Ads,1782.84,96505,3924,203,56,46,148780.52
CAMP-01899,SEO Content Campaign 2024-10-01,2024-10-01,SEO Content,1552.34,30408,2361,123,16,15,38786.42
CAMP-01900,Google Ads Campaign 2024-10-02,2024-10-02,Google Ads,1946.93,82507,4184,704,168,123,240526.54
CAMP-01901,Events & Webinars Campaign 2024-10-02,2024-10-02,Events & Webinars,697.96,63977,3016,170,31,21,22959.66
CAMP-01902,LinkedIn Ads Campaign 2024-10-02,2024-10-02,LinkedIn Ads,1670.17,72794,4365,286,95,80,142988.02
CAMP-01903,Email Campaigns Campaign 2024-10-02,2024-10-02,Email Campaigns,1207.59,85631,4625,366,84,52,197130.88
CAMP-01904,Events & Webinars Campaign 2024-10-03,2024-10-03,Events & Webinars,1617.57,36713,2026,192,53,46,78663.37
CAMP-01905,Partner Referrals Campaign 2024-10-03,2024-10-03,Partner Referrals,1357.2,32985,2263,119,19,14,25517.58
CAMP-01906,Email Campaigns Campaign 2024-10-03,2024-10-03,Email Campaigns,2757.83,86841,4923,570,131,109,413258.97
CAMP-01907,LinkedIn Ads Campaign 2024-10-03,2024-10-03,LinkedIn Ads,2863.26,32593,2375,459,179,172,602986.66
CAMP-01908,Email Campaigns Campaign 2024-10-04,2024-10-04,Email Campaigns,1828.9,93402,5421,1033,238,198,498756.35
CAMP-01909,Partner Referrals Campaign 2024-10-04,2024-10-04,Partner Referrals,1251.47,48596,1767,320,101,78,96226.99
CAMP-01910,Google Ads Campaign 2024-10-04,2024-10-04,Google Ads,2098.66,70752,2925,282,91,78,89711.86
CAMP-01911,Events & Webinars Campaign 2024-10-05,2024-10-05,Events & Webinars,3201.62,41944,2327,431,112,84,78075.4
CAMP-01912,Partner Referrals Campaign 2024-10-05,2024-10-05,Partner Referrals,3177.35,56896,1800,294,107,100,92175.93
CAMP-01913,Partner Referrals Campaign 2024-10-06,2024-10-06,Partner Referrals,1319.76,93061,3326,373,111,100,186015.9
CAMP-01914,SEO Content Campaign 2024-10-06,2024-10-06,SEO Content,2057.37,96804,4823,484,122,113,129657.36
CAMP-01915,Google Ads Campaign 2024-10-06,2024-10-06,Google Ads,3341.49,89442,5130,583,188,146,211702.56
CAMP-01916,LinkedIn Ads Campaign 2024-10-07,2024-10-07,LinkedIn Ads,687.7,52809,3168,590,175,170,168119.64
CAMP-01917,Google Ads Campaign 2024-10-07,2024-10-07,Google Ads,1293.58,70333,4334,573,163,104,307896.59
CAMP-01918,Partner Referrals Campaign 2024-10-08,2024-10-08,Partner Referrals,2642.56,47461,3364,183,31,27,45068.71
CAMP-01919,Google Ads Campaign 2024-10-08,2024-10-08,Google Ads,1281.77,81591,2966,437,119,111,473641.84
CAMP-01920,Events & Webinars Campaign 2024-10-09,2024-10-09,Events & Webinars,322.82,86093,2082,218,44,36,131918.75
CAMP-01921,Partner Referrals Campaign 2024-10-09,2024-10-09,Partner Referrals,2838.33,80724,1865,137,32,20,46928.66
CAMP-01922,Email Campaigns Campaign 2024-10-09,2024-10-09,Email Campaigns,954.33,57694,2932,425,153,138,119979.31
CAMP-01923,SEO Content Campaign 2024-10-09,2024-10-09,SEO Content,1784.47,30660,2368,330,97,66,281633.39
CAMP-01924,Google Ads Campaign 2024-10-10,2024-10-10,Google Ads,1661.97,60179,1870,326,115,93,226694.83
CAMP-01925,Events & Webinars Campaign 2024-10-10,2024-10-10,Events & Webinars,573.78,71835,2909,295,57,46,92731.82
CAMP-01926,SEO Content Campaign 2024-10-11,2024-10-11,SEO Content,527.29,76100,4355,514,136,124,384575.54
CAMP-01927,LinkedIn Ads Campaign 2024-10-11,2024-10-11,LinkedIn Ads,911.54,16719,567,49,7,5,14061.5
CAMP-01928,Events & Webinars Campaign 2024-10-12,2024-10-12,Events & Webinars,1754.24,37167,2648,496,91,82,355467.99
CAMP-01929,Google Ads Campaign 2024-10-12,2024-10-12,Google Ads,1778.18,49834,2755,539,173,171,166930.07
CAMP-01930,Partner Referrals Campaign 2024-10-12,2024-10-12,Partner Referrals,3259.54,82140,5539,313,117,107,374140.93
CAMP-01931,SEO Content Campaign 2024-10-13,2024-10-13,SEO Content,2144.57,99479,7068,1236,404,347,798658.88
CAMP-01932,Partner Referrals Campaign 2024-10-13,2024-10-13,Partner Referrals,802.9,81434,5070,576,89,80,195115.12
CAMP-01933,Email Campaigns Campaign 2024-10-14,2024-10-14,Email Campaigns,2169.33,96078,4463,668,134,129,295288.45
CAMP-01934,Partner Referrals Campaign 2024-10-14,2024-10-14,Partner Referrals,463.36,43350,3329,308,75,47,41998.48
CAMP-01935,Events & Webinars Campaign 2024-10-14,2024-10-14,Events & Webinars,1726.3,9836,384,73,9,8,16816.92
CAMP-01936,Events & Webinars Campaign 2024-10-15,2024-10-15,Events & Webinars,2171.89,5378,275,31,4,3,7515.25
CAMP-01937,Partner Referrals Campaign 2024-10-15,2024-10-15,Partner Referrals,3444.97,20902,1383,175,50,47,193774.35
CAMP-01938,Partner Referrals Campaign 2024-10-16,2024-10-16,Partner Referrals,2751.62,94876,7460,761,93,78,245855.13
CAMP-01939,Email Campaigns Campaign 2024-10-16,2024-10-16,Email Campaigns,2845.04,77105,5966,955,195,117,293294.11
CAMP-01940,Google Ads Campaign 2024-10-16,2024-10-16,Google Ads,664.36,12176,912,168,27,23,85461.74
CAMP-01941,LinkedIn Ads Campaign 2024-10-17,2024-10-17,LinkedIn Ads,2361.85,73808,4317,337,47,30,59281.96
CAMP-01942,Google Ads Campaign 2024-10-17,2024-10-17,Google Ads,880.21,48305,2091,210,40,28,24429.62
CAMP-01943,Partner Referrals Campaign 2024-10-17,2024-10-17,Partner Referrals,527.52,30242,2038,386,106,91,101091.48
CAMP-01944,Events & Webinars Campaign 2024-10-17,2024-10-17,Events & Webinars,475.75,39068,1340,147,15,11,29355.15
CAMP-01945,Partner Referrals Campaign 2024-10-18,2024-10-18,Partner Referrals,3336.6,85035,3800,588,143,95,399484.1
CAMP-01946,LinkedIn Ads Campaign 2024-10-18,2024-10-18,LinkedIn Ads,1259.12,60863,4545,509,182,127,545660.94
CAMP-01947,Google Ads Campaign 2024-10-18,2024-10-18,Google Ads,1610.77,21478,579,30,3,1,2404.82
CAMP-01948,SEO Content Campaign 2024-10-18,2024-10-18,SEO Content,3038.38,37683,2995,344,97,65,183451.63
