operation_id,order_id,processing_time,fulfillment_time,delivery_time,inventory_level,inventory_turnover,sla_target,sla_actual,sla_status
OPS-012018,ORD-012018,1.7,1.7,5.3,1583,13.49,5.0,5.4,Breached
OPS-012431,ORD-012431,3.5,4.7,7.0,1769,12.37,5.0,7.3,Breached
OPS-004500,ORD-004500,2.1,5.5,3.1,1239,12.44,5.0,3.4,Met
OPS-010940,ORD-010940,2.5,8.0,2.3,946,12.13,5.0,2.7,Met
OPS-012285,ORD-012285,2.4,5.9,5.1,258,10.65,5.0,5.4,Breached
OPS-011269,ORD-011269,3.2,8.0,3.0,850,6.07,5.0,3.5,Met
OPS-001698,ORD-001698,3.1,2.9,2.0,1697,10.3,5.0,2.2,Met
OPS-001690,ORD-001690,2.0,6.3,5.4,1836,5.32,5.0,5.7,Breached
OPS-004357,ORD-004357,1.9,6.5,5.5,967,10.24,5.0,5.8,Breached
OPS-000880,ORD-000880,3.3,4.8,1.0,111,9.18,5.0,1.3,Met
OPS-012111,ORD-012111,0.6,4.6,6.3,1761,11.68,5.0,6.5,Breached
OPS-009895,ORD-009895,2.7,5.6,6.2,1526,11.94,5.0,6.5,Breached
OPS-011758,ORD-011758,1.5,2.5,5.0,1533,4.83,5.0,5.2,Breached
OPS-007807,ORD-007807,1.8,3.8,3.2,1960,12.88,5.0,3.4,Met
OPS-005867,ORD-005867,2.1,4.7,1.8,1489,12.03,5.0,2.1,Met
OPS-011888,ORD-011888,1.2,4.3,6.0,1155,13.11,5.0,6.2,Breached
OPS-006291,ORD-006291,1.4,3.4,6.2,875,5.15,5.0,6.4,Breached
OPS-005012,ORD-005012,1.5,6.5,5.6,262,8.59,5.0,5.9,Breached
OPS-008936,ORD-008936,1.1,7.1,2.1,1914,9.95,5.0,2.4,Met
OPS-008943,ORD-008943,1.6,5.8,2.4,1537,12.81,5.0,2.7,Met
OPS-008841,ORD-008841,0.7,5.7,5.5,1087,11.19,5.0,5.8,Breached
OPS-000363,ORD-000363,3.6,3.0,4.1,190,9.03,5.0,4.4,Met
OPS-001166,ORD-001166,0.8,1.6,1.5,1616,5.59,5.0,1.6,Met
OPS-000739,ORD-000739,3.6,6.1,6.3,1414,5.05,5.0,6.7,Breached
OPS-004747,ORD-004747,3.8,5.0,5.8,1342,5.79,5.0,6.2,Breached
OPS-006936,ORD-006936,0.9,6.4,3.0,1486,10.35,5.0,3.3,Met
OPS-004131,ORD-004131,1.0,5.5,5.5,1394,10.97,5.0,5.8,Breached
OPS-006939,ORD-006939,3.9,7.9,6.8,700,4.66,5.0,7.3,Breached
OPS-009078,ORD-009078,1.1,7.3,2.3,1557,13.3,5.0,2.6,Met
OPS-010819,ORD-010819,1.8,7.3,6.3,1141,12.82,5.0,6.7,Breached
OPS-002216,ORD-002216,0.8,5.5,6.3,1266,4.85,5.0,6.6,Breached
OPS-007999,ORD-007999,2.6,2.1,1.6,1292,12.22,5.0,1.8,Met
OPS-008074,ORD-008074,0.9,6.8,5.5,987,6.99,5.0,5.8,Breached
OPS-011850,ORD-011850,3.4,1.3,5.8,471,4.88,5.0,6.0,Breached
OPS-008446,ORD-008446,2.9,6.7,3.3,1532,10.64,5.0,3.7,Met
OPS-004674,ORD-004674,2.7,3.7,1.7,803,4.6,5.0,2.0,Met
OPS-007835,ORD-007835,1.4,1.0,1.0,258,6.01,5.0,1.1,Met
OPS-005091,ORD-005091,1.8,6.1,5.3,632,11.01,5.0,5.6,Breached
OPS-011982,ORD-011982,3.7,2.3,4.8,1812,4.96,5.0,5.0,Met
OPS-006380,ORD-006380,3.9,2.8,2.1,683,6.14,5.0,2.4,Met
OPS-001036,ORD-001036,0.6,4.3,6.5,368,12.79,5.0,6.7,Breached
OPS-000056,ORD-000056,1.5,2.8,1.4,810,5.98,5.0,1.6,Met
OPS-005014,ORD-005014,2.8,5.8,5.5,1635,13.91,5.0,5.9,Breached
OPS-002539,ORD-002539,3.6,2.4,6.0,555,5.01,5.0,6.2,Breached
OPS-011004,ORD-011004,3.4,4.3,5.5,278,12.16,5.0,5.8,Breached
OPS-002632,ORD-002632,0.5,2.4,3.5,1536,9.61,5.0,3.6,Met
OPS-004885,ORD-004885,1.4,6.6,3.4,342,12.55,5.0,3.7,Met
OPS-009107,ORD-009107,2.8,6.9,1.1,1831,11.31,5.0,1.5,Met
OPS-006745,ORD-006745,2.0,7.1,3.7,383,11.68,5.0,4.1,Met
OPS-009473,ORD-009473,2.7,2.9,6.3,1432,10.99,5.0,6.5,Breached
OPS-006503,ORD-006503,3.4,7.0,5.7,1902,13.45,5.0,6.1,Breached
OPS-009524,ORD-009524,2.2,5.0,5.9,334,8.65,5.0,6.2,Breached
OPS-007389,ORD-007389,4.0,5.0,5.6,286,8.14,5.0,6.0,Breached
OPS-009341,ORD-009341,3.4,1.0,3.6,239,7.42,5.0,3.8,Met
OPS-002497,ORD-002497,1.4,7.6,2.4,124,5.92,5.0,2.8,Met
OPS-005873,ORD-005873,1.1,1.9,6.6,285,8.39,5.0,6.7,Breached
OPS-003609,ORD-003609,3.2,6.4,3.9,466,6.83,5.0,4.3,Met
OPS-003861,ORD-003861,3.4,4.2,1.4,1237,5.47,5.0,1.7,Met
OPS-003338,ORD-003338,2.0,6.4,4.5,821,11.6,5.0,4.8,Met
OPS-002200,ORD-002200,2.6,1.3,3.1,1026,9.9,5.0,3.3,Met
OPS-005235,ORD-005235,3.3,7.2,1.9,848,4.2,5.0,2.3,Met
OPS-000188,ORD-000188,2.9,6.4,5.6,1651,6.73,5.0,6.0,Breached
OPS-010267,ORD-010267,1.9,3.3,2.8,1287,8.34,5.0,3.0,Met
OPS-000849,ORD-000849,1.1,4.7,5.0,1937,12.58,5.0,5.2,Breached
OPS-010247,ORD-010247,2.2,4.5,3.5,1265,11.84,5.0,3.8,Met
OPS-012460,ORD-012460,1.0,6.7,4.4,1205,12.21,5.0,4.7,Met
OPS-006361,ORD-006361,2.7,1.1,1.7,550,10.13,5.0,1.9,Met
OPS-002949,ORD-002949,2.5,7.0,6.1,202,4.57,5.0,6.5,Breached
OPS-010622,ORD-010622,3.4,6.6,3.7,882,7.4,5.0,4.1,Met
OPS-010554,ORD-010554,0.5,2.4,5.4,1592,8.48,5.0,5.5,Breached
OPS-004454,ORD-004454,1.8,6.0,5.0,1093,10.43,5.0,5.3,Breached
OPS-003524,ORD-003524,3.4,1.3,2.4,340,11.02,5.0,2.6,Met
OPS-000896,ORD-000896,3.0,1.2,3.7,306,12.78,5.0,3.9,Met
OPS-012126,ORD-012126,2.1,1.8,6.2,1771,12.03,5.0,6.4,Breached
OPS-009160,ORD-009160,1.9,2.9,5.0,1066,12.19,5.0,5.2,Breached
OPS-007714,ORD-007714,3.3,1.8,2.2,1645,4.18,5.0,2.4,Met
OPS-001566,ORD-001566,3.8,6.5,1.5,1160,11.94,5.0,1.9,Met
OPS-003732,ORD-003732,0.9,2.8,1.7,457,7.76,5.0,1.9,Met
OPS-003838,ORD-003838,0.5,2.6,4.1,1633,8.9,5.0,4.2,Met
OPS-009020,ORD-009020,1.8,3.9,1.1,1130,6.22,5.0,1.3,Met
OPS-003049,ORD-003049,2.5,4.5,4.7,431,8.81,5.0,5.0,Met
OPS-009166,ORD-009166,3.5,1.9,2.1,675,9.95,5.0,2.3,Met
OPS-006809,ORD-006809,2.6,6.5,3.7,1531,11.15,5.0,4.1,Met
OPS-002867,ORD-002867,2.9,3.9,3.1,1582,10.54,5.0,3.4,Met
OPS-000140,ORD-000140,1.2,7.3,6.0,1090,10.6,5.0,6.4,Breached
OPS-000403,ORD-000403,3.6,7.9,6.3,993,8.17,5.0,6.8,Breached
OPS-000703,ORD-000703,1.1,4.6,2.4,1309,13.74,5.0,2.6,Met
OPS-000370,ORD-000370,1.2,2.7,3.6,843,6.18,5.0,3.8,Met
OPS-008645,ORD-008645,1.7,7.4,3.0,1007,7.44,5.0,3.4,Met
OPS-000172,ORD-000172,3.4,5.2,3.4,1592,5.41,5.0,3.8,Met
OPS-001139,ORD-001139,2.9,5.7,2.6,1221,12.15,5.0,3.0,Met
OPS-005324,ORD-005324,3.5,6.2,4.3,418,7.57,5.0,4.7,Met
OPS-003594,ORD-003594,3.8,7.6,6.2,579,6.33,5.0,6.7,Breached
OPS-010547,ORD-010547,2.3,1.5,1.5,1295,5.18,5.0,1.7,Met
OPS-011240,ORD-011240,3.1,4.4,1.2,523,12.7,5.0,1.5,Met
OPS-008158,ORD-008158,0.6,6.8,1.3,1134,4.54,5.0,1.6,Met
OPS-002259,ORD-002259,2.2,2.9,1.9,175,11.48,5.0,2.1,Met
OPS-011247,ORD-011247,2.7,3.3,4.9,1447,5.0,5.0,5.2,Breached
OPS-003583,ORD-003583,0.6,4.7,4.3,1287,4.29,5.0,4.5,Met
OPS-000059,ORD-000059,3.0,4.1,1.3,1143,7.58,5.0,1.6,Met
OPS-004910,ORD-004910,1.8,3.6,5.5,1451,11.75,5.0,5.7,Breached
OPS-000504,ORD-000504,0.7,1.7,6.7,892,5.37,5.0,6.8,Breached
OPS-008151,ORD-008151,1.3,5.1,6.6,973,11.96,5.0,6.9,Breached
OPS-008989,ORD-008989,1.9,5.7,3.8,717,9.85,5.0,4.1,Met
OPS-008537,ORD-008537,3.9,5.8,5.1,826,12.85,5.0,5.5,Breached
OPS-001266,ORD-001266,0.6,7.0,4.0,1899,6.02,5.0,4.3,Met
OPS-010002,ORD-010002,1.6,3.4,5.6,1858,4.65,5.0,5.8,Breached
OPS-005697,ORD-005697,1.1,5.6,6.0,1423,6.01,5.0,6.3,Breached
OPS-012360,ORD-012360,1.4,5.5,2.5,1611,13.94,5.0,2.8,Met
OPS-008458,ORD-008458,1.2,5.8,4.7,484,4.79,5.0,5.0,Met
OPS-001457,ORD-001457,3.3,5.7,1.4,1005,11.7,5.0,1.8,Met
OPS-002856,ORD-002856,3.2,5.2,6.1,1873,5.18,5.0,6.4,Breached
OPS-010950,ORD-010950,3.0,2.7,6.8,436,10.86,5.0,7.0,Breached
OPS-010114,ORD-010114,1.2,6.2,4.1,111,9.61,5.0,4.4,Met
OPS-005405,ORD-005405,0.9,1.9,1.4,938,4.47,5.0,1.5,Met
OPS-010100,ORD-010100,0.6,2.5,2.5,1800,9.12,5.0,2.6,Met
OPS-009951,ORD-009951,3.3,3.0,6.3,1728,9.9,5.0,6.6,Breached
OPS-001189,ORD-001189,2.3,4.3,1.1,1049,12.15,5.0,1.4,Met
OPS-002141,ORD-002141,0.9,3.3,2.5,1248,4.81,5.0,2.7,Met
OPS-009971,ORD-009971,2.5,1.0,1.6,455,9.87,5.0,1.7,Met
OPS-005313,ORD-005313,3.7,1.7,5.6,1153,4.36,5.0,5.8,Breached
OPS-005002,ORD-005002,2.6,4.5,6.6,357,9.99,5.0,6.9,Breached
OPS-004896,ORD-004896,3.9,3.5,1.9,1439,12.15,5.0,2.2,Met
OPS-003781,ORD-003781,3.0,7.7,5.4,1250,10.86,5.0,5.8,Breached
OPS-011278,ORD-011278,2.1,2.0,2.7,565,10.83,5.0,2.9,Met
OPS-003324,ORD-003324,3.5,2.9,4.3,587,7.0,5.0,4.6,Met
OPS-001404,ORD-001404,1.6,3.9,1.6,1999,12.62,5.0,1.8,Met
OPS-000221,ORD-000221,2.8,4.4,4.0,776,7.93,5.0,4.3,Met
OPS-003596,ORD-003596,1.7,2.6,6.9,768,13.88,5.0,7.1,Breached
OPS-009425,ORD-009425,0.9,5.1,1.6,1159,4.55,5.0,1.9,Met
OPS-003112,ORD-003112,3.9,1.7,5.8,124,4.25,5.0,6.0,Breached
OPS-006288,ORD-006288,3.8,4.1,2.5,937,6.85,5.0,2.8,Met
OPS-010789,ORD-010789,2.7,7.3,4.8,1420,4.07,5.0,5.2,Breached
OPS-008858,ORD-008858,1.7,3.5,4.5,592,12.66,5.0,4.7,Met
OPS-002313,ORD-002313,2.3,4.8,1.2,1510,10.69,5.0,1.5,Met
OPS-006870,ORD-006870,0.8,2.0,3.2,1605,12.13,5.0,3.3,Met
OPS-003419,ORD-003419,2.9,5.0,6.0,1282,4.3,5.0,6.3,Breached
OPS-008015,ORD-008015,3.0,1.2,2.5,540,9.64,5.0,2.7,Met
OPS-004662,ORD-004662,0.7,5.3,4.4,1622,13.1,5.0,4.7,Met
OPS-005648,ORD-005648,2.1,5.7,6.6,1569,5.04,5.0,6.9,Breached
OPS-012169,ORD-012169,3.8,5.7,4.0,838,8.09,5.0,4.4,Met
OPS-000864,ORD-000864,3.9,6.1,6.3,1895,13.33,5.0,6.7,Breached
OPS-004998,ORD-004998,1.6,7.4,6.5,1064,6.05,5.0,6.9,Breached
OPS-007710,ORD-007710,3.5,4.8,4.7,1833,5.51,5.0,5.0,Met
OPS-003372,ORD-003372,3.1,2.3,1.8,1757,6.62,5.0,2.0,Met
OPS-009378,ORD-009378,1.0,3.4,6.9,1915,7.0,5.0,7.1,Breached
OPS-010576,ORD-010576,1.5,7.6,1.3,1132,12.03,5.0,1.7,Met
OPS-000182,ORD-000182,2.8,3.3,3.1,655,6.45,5.0,3.4,Met
OPS-007018,ORD-007018,0.9,6.2,3.6,143,5.05,5.0,3.9,Met
OPS-010261,ORD-010261,0.9,2.7,4.1,1850,7.91,5.0,4.2,Met
OPS-008787,ORD-008787,0.7,5.5,2.6,1936,5.2,5.0,2.9,Met
OPS-009172,ORD-009172,2.2,6.9,2.8,1622,5.77,5.0,3.2,Met
OPS-011605,ORD-011605,1.3,1.1,5.6,1591,13.48,5.0,5.7,Breached
OPS-005531,ORD-005531,2.9,2.9,5.2,1739,5.77,5.0,5.4,Breached
OPS-000876,ORD-000876,2.1,7.5,2.3,293,12.37,5.0,2.7,Met
OPS-006147,ORD-006147,0.9,6.0,3.1,1026,5.02,5.0,3.4,Met
OPS-009434,ORD-009434,3.4,7.1,4.0,683,5.47,5.0,4.4,Met
OPS-006898,ORD-006898,0.6,3.6,2.9,1607,4.5,5.0,3.1,Met
OPS-011132,ORD-011132,2.4,5.8,2.7,1632,4.86,5.0,3.0,Met
OPS-010264,ORD-010264,3.3,5.5,4.5,1650,5.5,5.0,4.9,Met
OPS-010146,ORD-010146,1.4,7.0,5.3,288,7.95,5.0,5.6,Breached
OPS-001606,ORD-001606,0.7,5.7,1.4,662,10.14,5.0,1.7,Met
OPS-000511,ORD-000511,2.7,3.1,2.7,1010,4.65,5.0,2.9,Met
OPS-005791,ORD-005791,0.9,2.5,2.5,1938,13.2,5.0,2.6,Met
OPS-006643,ORD-006643,1.1,7.5,6.5,1266,5.25,5.0,6.9,Breached
OPS-009533,ORD-009533,4.0,1.3,1.6,1557,11.03,5.0,1.8,Met
OPS-000090,ORD-000090,2.7,3.3,1.4,907,9.0,5.0,1.6,Met
OPS-010133,ORD-010133,2.2,2.1,6.4,1169,5.33,5.0,6.6,Breached
OPS-010695,ORD-010695,2.3,6.7,2.4,704,6.19,5.0,2.8,Met
OPS-002570,ORD-002570,3.6,7.8,3.8,984,5.55,5.0,4.3,Met
OPS-003844,ORD-003844,2.0,3.6,5.1,1534,5.68,5.0,5.3,Breached
OPS-007450,ORD-007450,2.4,6.5,1.6,1708,13.41,5.0,2.0,Met
OPS-004402,ORD-004402,1.2,7.6,5.3,583,5.17,5.0,5.7,Breached
OPS-010862,ORD-010862,2.1,5.2,5.2,736,11.77,5.0,5.5,Breached
OPS-000774,ORD-000774,3.0,5.5,4.7,175,5.95,5.0,5.1,Breached
OPS-004980,ORD-004980,2.2,7.9,3.7,1250,7.29,5.0,4.1,Met
OPS-009680,ORD-009680,2.5,1.7,5.9,701,7.52,5.0,6.1,Breached
OPS-002879,ORD-002879,1.1,4.0,1.6,1578,10.67,5.0,1.8,Met
OPS-007840,ORD-007840,1.2,7.6,4.2,1831,8.98,5.0,4.6,Met
OPS-007617,ORD-007617,3.5,3.8,1.8,220,8.31,5.0,2.1,Met
OPS-010416,ORD-010416,1.6,2.4,6.0,964,7.03,5.0,6.2,Breached
OPS-001997,ORD-001997,1.1,1.2,6.8,959,12.43,5.0,6.9,Breached
OPS-004788,ORD-004788,0.8,1.7,1.1,518,4.46,5.0,1.2,Met
OPS-009682,ORD-009682,3.2,7.1,1.0,1339,8.12,5.0,1.4,Met
OPS-002533,ORD-002533,2.3,4.9,4.2,1246,6.46,5.0,4.5,Met
OPS-005593,ORD-005593,3.7,3.1,5.0,1761,8.43,5.0,5.3,Breached
OPS-008630,ORD-008630,0.6,3.0,3.1,1910,8.75,5.0,3.2,Met
OPS-001955,ORD-001955,0.9,1.0,3.8,333,12.77,5.0,3.9,Met
OPS-007444,ORD-007444,3.7,6.7,2.3,658,11.88,5.0,2.7,Met
OPS-008785,ORD-008785,0.8,3.1,4.6,369,10.93,5.0,4.8,Met
OPS-002744,ORD-002744,2.6,1.9,2.8,1496,4.15,5.0,3.0,Met
OPS-009516,ORD-009516,1.9,4.3,6.6,326,13.96,5.0,6.9,Breached
OPS-006995,ORD-006995,1.0,7.3,6.4,1231,8.36,5.0,6.7,Breached
OPS-009259,ORD-009259,0.6,2.7,2.6,785,4.82,5.0,2.7,Met
OPS-003647,ORD-003647,1.5,2.1,2.7,954,5.94,5.0,2.9,Met
OPS-002153,ORD-002153,1.7,3.3,2.2,1215,8.47,5.0,2.4,Met
OPS-003672,ORD-003672,1.5,7.2,1.7,1673,7.6,5.0,2.1,Met
OPS-006488,ORD-006488,0.6,3.4,3.5,1204,9.89,5.0,3.7,Met
OPS-004430,ORD-004430,3.3,5.5,3.9,1397,10.38,5.0,4.3,Met
OPS-000333,ORD-000333,3.5,5.2,6.7,914,11.52,5.0,7.1,Breached
OPS-002312,ORD-002312,1.2,2.7,4.5,1542,6.79,5.0,4.7,Met
OPS-005288,ORD-005288,1.8,5.5,5.6,1750,5.27,5.0,5.9,Breached
OPS-005286,ORD-005286,1.1,2.7,4.1,1312,12.78,5.0,4.3,Met
OPS-002799,ORD-002799,0.6,5.3,5.3,1155,8.58,5.0,5.5,Breached
OPS-001883,ORD-001883,3.7,3.1,2.8,1496,13.03,5.0,3.1,Met
OPS-008010,ORD-008010,2.2,7.9,1.7,1363,12.75,5.0,2.1,Met
OPS-005649,ORD-005649,1.9,6.7,3.0,690,4.86,5.0,3.4,Met
OPS-007345,ORD-007345,3.1,7.9,6.2,1584,6.4,5.0,6.7,Breached
OPS-006568,ORD-006568,2.6,2.7,1.4,294,10.53,5.0,1.6,Met
OPS-010542,ORD-010542,3.0,4.3,5.2,702,13.35,5.0,5.5,Breached
OPS-005955,ORD-005955,1.7,3.4,6.9,1324,6.58,5.0,7.1,Breached
OPS-001818,ORD-001818,2.3,7.8,1.7,272,4.17,5.0,2.1,Met
OPS-011719,ORD-011719,2.2,7.4,1.1,496,5.12,5.0,1.5,Met
OPS-007586,ORD-007586,3.8,1.4,2.2,687,6.6,5.0,2.4,Met
OPS-008875,ORD-008875,3.1,1.9,4.8,1670,11.94,5.0,5.0,Met
OPS-011634,ORD-011634,1.0,1.6,5.8,1846,7.82,5.0,5.9,Breached
OPS-010067,ORD-010067,2.3,4.5,4.3,1853,12.72,5.0,4.6,Met
OPS-006986,ORD-006986,2.6,5.2,1.5,1251,11.33,5.0,1.8,Met
OPS-008435,ORD-008435,2.0,4.0,3.5,1930,8.44,5.0,3.8,Met
OPS-006818,ORD-006818,3.6,2.6,5.2,678,9.5,5.0,5.5,Breached
OPS-011434,ORD-011434,2.8,7.9,4.8,924,10.92,5.0,5.2,Breached
OPS-002300,ORD-002300,3.3,4.4,2.7,622,10.36,5.0,3.0,Met
OPS-001558,ORD-001558,2.9,2.8,5.6,635,9.33,5.0,5.8,Breached
OPS-011122,ORD-011122,3.4,4.4,4.8,443,11.48,5.0,5.1,Breached
OPS-010020,ORD-010020,1.2,3.3,2.4,1955,7.84,5.0,2.6,Met
OPS-000514,ORD-000514,2.9,1.2,6.5,585,10.57,5.0,6.7,Breached
OPS-008692,ORD-008692,1.9,1.3,5.2,824,9.72,5.0,5.3,Breached
OPS-007200,ORD-007200,1.1,7.2,4.0,1872,7.41,5.0,4.3,Met
OPS-010214,ORD-010214,2.6,7.6,6.6,1230,8.15,5.0,7.0,Breached
OPS-005216,ORD-005216,1.2,7.6,5.2,667,9.27,5.0,5.6,Breached
OPS-001875,ORD-001875,2.1,2.2,2.0,408,13.4,5.0,2.2,Met
OPS-008043,ORD-008043,2.1,1.1,5.7,1225,4.46,5.0,5.8,Breached
OPS-000026,ORD-000026,0.8,3.8,1.9,371,13.34,5.0,2.1,Met
OPS-002510,ORD-002510,3.1,6.5,2.3,546,13.27,5.0,2.7,Met
OPS-001554,ORD-001554,1.4,5.5,4.5,1403,11.64,5.0,4.8,Met
OPS-010982,ORD-010982,2.5,5.8,6.9,692,5.3,5.0,7.2,Breached
OPS-011769,ORD-011769,1.6,4.5,5.6,1674,5.34,5.0,5.9,Breached
OPS-006659,ORD-006659,3.4,2.8,6.5,1726,9.39,5.0,6.8,Breached
OPS-001319,ORD-001319,0.7,3.1,2.0,338,7.13,5.0,2.2,Met
OPS-008967,ORD-008967,3.6,4.9,6.1,1838,12.92,5.0,6.5,Breached
OPS-007469,ORD-007469,1.2,4.8,6.0,1213,6.23,5.0,6.2,Breached
OPS-002355,ORD-002355,3.7,2.3,1.5,1798,4.39,5.0,1.8,Met
OPS-009215,ORD-009215,1.1,3.5,3.5,1672,11.13,5.0,3.7,Met
OPS-008241,ORD-008241,2.5,6.9,3.2,1333,11.79,5.0,3.6,Met
OPS-002609,ORD-002609,1.9,2.6,3.8,1135,10.18,5.0,4.0,Met
OPS-001895,ORD-001895,0.5,3.5,1.2,361,10.69,5.0,1.4,Met
OPS-010496,ORD-010496,0.5,4.6,4.0,1751,9.73,5.0,4.2,Met
OPS-010348,ORD-010348,1.4,6.3,5.5,201,9.45,5.0,5.8,Breached
OPS-008920,ORD-008920,0.9,6.2,6.4,1742,11.9,5.0,6.7,Breached
OPS-009418,ORD-009418,0.6,3.6,4.8,1735,13.94,5.0,5.0,Met
OPS-006335,ORD-006335,3.3,6.1,3.1,1031,4.91,5.0,3.5,Met
OPS-006599,ORD-006599,0.5,4.1,3.9,406,5.57,5.0,4.1,Met
OPS-010538,ORD-010538,3.6,4.2,4.3,1990,9.94,5.0,4.6,Met
OPS-006217,ORD-006217,3.0,4.3,6.5,580,12.83,5.0,6.8,Breached
OPS-012385,ORD-012385,2.9,7.0,4.7,1062,6.71,5.0,5.1,Breached
OPS-003474,ORD-003474,1.2,5.0,2.8,374,13.93,5.0,3.1,Met
OPS-009848,ORD-009848,2.9,2.2,3.8,1659,5.86,5.0,4.0,Met
OPS-002847,ORD-002847,3.1,5.2,6.8,601,9.91,5.0,7.1,Breached
OPS-012240,ORD-012240,3.8,3.8,2.5,1498,4.03,5.0,2.8,Met
OPS-010197,ORD-010197,3.1,7.5,4.1,890,4.72,5.0,4.5,Met
OPS-009267,ORD-009267,3.1,5.2,6.7,1218,13.48,5.0,7.0,Breached
OPS-004045,ORD-004045,2.9,1.7,3.4,1000,9.14,5.0,3.6,Met
OPS-002178,ORD-002178,1.8,7.4,3.2,543,13.91,5.0,3.6,Met
OPS-003290,ORD-003290,1.3,2.1,2.2,650,5.8,5.0,2.3,Met
OPS-011824,ORD-011824,3.7,3.2,1.5,752,13.85,5.0,1.8,Met
OPS-011875,ORD-011875,2.2,3.1,3.2,1170,12.04,5.0,3.4,Met
OPS-005595,ORD-005595,3.5,5.2,4.4,1929,9.28,5.0,4.8,Met
OPS-006214,ORD-006214,2.2,6.5,3.8,1882,5.97,5.0,4.2,Met
OPS-000795,ORD-000795,1.5,2.3,5.8,1319,4.52,5.0,6.0,Breached
OPS-006228,ORD-006228,3.7,3.1,6.3,685,6.4,5.0,6.6,Breached
OPS-011455,ORD-011455,3.1,1.1,6.9,1438,4.53,5.0,7.1,Breached
OPS-001628,ORD-001628,3.9,4.1,3.2,850,10.02,5.0,3.5,Met
OPS-011540,ORD-011540,2.7,6.9,6.7,547,9.27,5.0,7.1,Breached
OPS-006009,ORD-006009,3.7,5.1,5.0,153,12.94,5.0,5.4,Breached
OPS-005504,ORD-005504,2.4,1.5,6.3,762,4.69,5.0,6.5,Breached
OPS-005035,ORD-005035,1.5,1.9,4.1,793,9.67,5.0,4.2,Met
OPS-005196,ORD-005196,2.7,7.7,6.1,1095,12.34,5.0,6.5,Breached
OPS-006173,ORD-006173,3.2,6.0,4.1,1470,13.13,5.0,4.5,Met
OPS-005198,ORD-005198,0.7,1.5,1.3,1795,4.42,5.0,1.4,Met
OPS-008524,ORD-008524,3.5,6.3,4.7,371,13.18,5.0,5.1,Breached
OPS-000660,ORD-000660,1.6,2.4,1.1,193,12.37,5.0,1.3,Met
OPS-006517,ORD-006517,0.7,3.7,4.5,1754,6.06,5.0,4.7,Met
OPS-002866,ORD-002866,2.0,2.4,5.2,1789,12.68,5.0,5.4,Breached
OPS-010490,ORD-010490,3.0,3.2,6.3,1232,4.02,5.0,6.6,Breached
OPS-011935,ORD-011935,1.5,6.9,4.6,1211,5.51,5.0,4.9,Met
OPS-008019,ORD-008019,2.2,3.0,4.9,1086,13.25,5.0,5.1,Breached
OPS-012392,ORD-012392,2.1,7.9,3.9,1434,8.98,5.0,4.3,Met
OPS-003225,ORD-003225,2.1,5.4,2.0,993,9.16,5.0,2.3,Met
OPS-000771,ORD-000771,3.6,4.5,2.5,1232,8.62,5.0,2.8,Met
OPS-001144,ORD-001144,1.3,6.3,7.0,1870,11.72,5.0,7.3,Breached
OPS-002618,ORD-002618,1.0,2.9,1.6,168,10.58,5.0,1.8,Met
OPS-006924,ORD-006924,3.7,1.5,2.8,555,11.41,5.0,3.0,Met
OPS-010521,ORD-010521,2.4,6.1,4.4,121,6.67,5.0,4.8,Met
OPS-005029,ORD-005029,2.7,6.8,5.4,576,10.56,5.0,5.8,Breached
OPS-009017,ORD-009017,2.1,4.0,3.9,1535,13.7,5.0,4.2,Met
OPS-009700,ORD-009700,2.0,7.3,3.8,1916,7.46,5.0,4.2,Met
OPS-008633,ORD-008633,0.7,7.3,5.9,288,10.72,5.0,6.2,Breached
OPS-003687,ORD-003687,3.4,7.2,1.3,1491,9.95,5.0,1.7,Met
OPS-006949,ORD-006949,1.1,4.0,4.7,1401,12.55,5.0,4.9,Met
OPS-002939,ORD-002939,1.1,7.1,2.5,1138,7.98,5.0,2.8,Met
OPS-003188,ORD-003188,3.0,1.5,5.2,1605,8.3,5.0,5.4,Breached
OPS-006839,ORD-006839,3.1,2.2,6.7,458,13.29,5.0,6.9,Breached
OPS-003495,ORD-003495,3.6,4.5,6.8,1663,8.35,5.0,7.1,Breached
OPS-012064,ORD-012064,2.4,5.6,2.3,617,11.26,5.0,2.6,Met
OPS-009210,ORD-009210,3.3,4.9,4.5,341,10.68,5.0,4.8,Met
OPS-002196,ORD-002196,1.8,2.3,3.3,751,7.73,5.0,3.5,Met
OPS-010985,ORD-010985,2.7,3.7,4.3,1522,6.26,5.0,4.6,Met
OPS-008432,ORD-008432,2.1,4.2,1.5,1649,6.42,5.0,1.8,Met
OPS-007149,ORD-007149,0.9,3.5,4.0,1383,9.63,5.0,4.2,Met
OPS-000132,ORD-000132,2.8,4.8,6.4,857,12.12,5.0,6.7,Breached
OPS-009411,ORD-009411,3.0,2.1,3.5,857,13.92,5.0,3.7,Met
OPS-001854,ORD-001854,1.9,7.6,1.4,1535,5.56,5.0,1.8,Met
OPS-000381,ORD-000381,1.4,4.0,1.7,1375,9.0,5.0,1.9,Met
OPS-009881,ORD-009881,2.5,3.2,6.0,430,11.49,5.0,6.2,Breached
OPS-007007,ORD-007007,1.5,7.2,4.6,1867,7.19,5.0,5.0,Met
OPS-003293,ORD-003293,3.3,1.2,2.7,1243,9.18,5.0,2.9,Met
OPS-010430,ORD-010430,3.7,2.0,4.0,1778,8.3,5.0,4.2,Met
